,Value
bs0_1_0,18648916350.0
bs0_1_1,18650616350.0
bs0_1_2,18741906350.0
bs0_1_3,18783216350.0
bs0_1_4,18708586350.0
bs0_1_5,18807186350.0
bs0_1_6,17908566350.0
bs0_1_7,17857396350.0
bs0_1_8,17894116350.0
bs0_1_9,18490986350.0
bs0_1_10,18486396350.0
bs0_1_11,18337476350.0
bs0_1_12,18547936350.0
bs0_1_13,18508836350.0
bs0_1_14,18407006350.0
bs0_1_15,17124696350.0
bs0_1_16,17631126350.0
bs0_1_17,16397606350.0
bs0_1_18,18201816350.0
bs0_1_19,18302456350.0
bs0_1_20,18617466350.0
bs0_1_21,18234966350.0
bs0_1_22,18276276350.0
bs0_1_23,18625966350.0
bs0_2_0,21172004965.0
bs0_2_1,21173934965.0
bs0_2_2,21277575965.0
bs0_2_3,21324474965.0
bs0_2_4,21239747965.0
bs0_2_5,21351687965.0
bs0_2_6,20331489965.0
bs0_2_7,20273396965.0
bs0_2_8,20315084965.0
bs0_2_9,20992707965.0
bs0_2_10,20987496965.0
bs0_2_11,20818428965.0
bs0_2_12,21057362965.0
bs0_2_13,21012972965.0
bs0_2_14,20897365965.0
bs0_2_15,19441566965.0
bs0_2_16,20016513965.0
bs0_2_17,18616105965.0
bs0_2_18,20664414965.0
bs0_2_19,20778670965.0
bs0_2_20,21136299965.0
bs0_2_21,20702049965.0
bs0_2_22,20748948965.0
bs0_2_23,21145949965.0
bs0_3_0,23695093580.0
bs0_3_1,23697253580.0
bs0_3_2,23813245580.0
bs0_3_3,23865733580.0
bs0_3_4,23770909580.0
bs0_3_5,23896189580.0
bs0_3_6,22754413580.0
bs0_3_7,22689397580.0
bs0_3_8,22736053580.0
bs0_3_9,23494429580.0
bs0_3_10,23488597580.0
bs0_3_11,23299381580.0
bs0_3_12,23566789580.0
bs0_3_13,23517109580.0
bs0_3_14,23387725580.0
bs0_3_15,21758437580.0
bs0_3_16,22401901580.0
bs0_3_17,20834605580.0
bs0_3_18,23127013580.0
bs0_3_19,23254885580.0
bs0_3_20,23655133580.0
bs0_3_21,23169133580.0
bs0_3_22,23221621580.0
bs0_3_23,23665933580.0
bs0_4_0,26218182195.0
bs0_4_1,26220572195.0
bs0_4_2,26348915195.0
bs0_4_3,26406992195.0
bs0_4_4,26302071195.0
bs0_4_5,26440691195.0
bs0_4_6,25177337195.0
bs0_4_7,25105398195.0
bs0_4_8,25157022195.0
bs0_4_9,25996151195.0
bs0_4_10,25989698195.0
bs0_4_11,25780334195.0
bs0_4_12,26076216195.0
bs0_4_13,26021246195.0
bs0_4_14,25878085195.0
bs0_4_15,24075308195.0
bs0_4_16,24787289195.0
bs0_4_17,23053105195.0
bs0_4_18,25589612195.0
bs0_4_19,25731100195.0
bs0_4_20,26173967195.0
bs0_4_21,25636217195.0
bs0_4_22,25694294195.0
bs0_4_23,26185917195.0
bs0_5_0,28741270810.0
bs0_5_1,28743890810.0
bs0_5_2,28884584810.0
bs0_5_3,28948250810.0
bs0_5_4,28833232810.0
bs0_5_5,28985192810.0
bs0_5_6,27600260810.0
bs0_5_7,27521398810.0
bs0_5_8,27577990810.0
bs0_5_9,28497872810.0
bs0_5_10,28490798810.0
bs0_5_11,28261286810.0
bs0_5_12,28585642810.0
bs0_5_13,28525382810.0
bs0_5_14,28368444810.0
bs0_5_15,26392178810.0
bs0_5_16,27172676810.0
bs0_5_17,25271604810.0
bs0_5_18,28052210810.0
bs0_5_19,28207314810.0
bs0_5_20,28692800810.0
bs0_5_21,28103300810.0
bs0_5_22,28166966810.0
bs0_5_23,28705900810.0
bs0_6_0,31264359425.0
bs0_6_1,31267209425.0
bs0_6_2,31420254425.0
bs0_6_3,31489509425.0
bs0_6_4,31364394425.0
bs0_6_5,31529694425.0
bs0_6_6,30023184425.0
bs0_6_7,29937399425.0
bs0_6_8,29998959425.0
bs0_6_9,30999594425.0
bs0_6_10,30991899425.0
bs0_6_11,30742239425.0
bs0_6_12,31095069425.0
bs0_6_13,31029519425.0
bs0_6_14,30858804425.0
bs0_6_15,28709049425.0
bs0_6_16,29558064425.0
bs0_6_17,27490104425.0
bs0_6_18,30514809425.0
bs0_6_19,30683529425.0
bs0_6_20,31211634425.0
bs0_6_21,30570384425.0
bs0_6_22,30639639425.0
bs0_6_23,31225884425.0
bs0_7_0,33787448040.0
bs0_7_1,33790528040.0
bs0_7_2,33955924040.0
bs0_7_3,34030768040.0
bs0_7_4,33895556040.0
bs0_7_5,34074196040.0
bs0_7_6,32446108040.0
bs0_7_7,32353400040.0
bs0_7_8,32419928040.0
bs0_7_9,33501316040.0
bs0_7_10,33493000040.0
bs0_7_11,33223192040.0
bs0_7_12,33604496040.0
bs0_7_13,33533656040.0
bs0_7_14,33349164040.0
bs0_7_15,31025920040.0
bs0_7_16,31943452040.0
bs0_7_17,29708604040.0
bs0_7_18,32977408040.0
bs0_7_19,33159744040.0
bs0_7_20,33730468040.0
