,Value
bs0_1_0,18840506350.0
bs0_1_1,18881136350.0
bs0_1_2,18876716350.0
bs0_1_3,18843906350.0
bs0_1_4,18865836350.0
bs0_1_5,18786616350.0
bs0_1_6,17813706350.0
bs0_1_7,17288576350.0
bs0_1_8,17756926350.0
bs0_1_9,18400546350.0
bs0_1_10,18347166350.0
bs0_1_11,18393406350.0
bs0_1_12,18366716350.0
bs0_1_13,18648406350.0
bs0_1_14,18448486350.0
bs0_1_15,17434096350.0
bs0_1_16,17440046350.0
bs0_1_17,17577746350.0
bs0_1_18,18206916350.0
bs0_1_19,18246696350.0
bs0_1_20,18529406350.0
bs0_1_21,18415166350.0
bs0_1_22,18296846350.0
bs0_1_23,18238026350.0
bs0_2_0,21389515965.0
bs0_2_1,21435642965.0
bs0_2_2,21430624965.0
bs0_2_3,21393375965.0
bs0_2_4,21418272965.0
bs0_2_5,21328334965.0
bs0_2_6,20223795965.0
bs0_2_7,19627618965.0
bs0_2_8,20159333965.0
bs0_2_9,20890031965.0
bs0_2_10,20829429965.0
bs0_2_11,20881925965.0
bs0_2_12,20851624965.0
bs0_2_13,21171425965.0
bs0_2_14,20944457965.0
bs0_2_15,19792826965.0
bs0_2_16,19799581965.0
bs0_2_17,19955911965.0
bs0_2_18,20670204965.0
bs0_2_19,20715366965.0
bs0_2_20,21036325965.0
bs0_2_21,20906629965.0
bs0_2_22,20772301965.0
bs0_2_23,20705523965.0
bs0_3_0,23938525580.0
bs0_3_1,23990149580.0
bs0_3_2,23984533580.0
bs0_3_3,23942845580.0
bs0_3_4,23970709580.0
bs0_3_5,23870053580.0
bs0_3_6,22633885580.0
bs0_3_7,21966661580.0
bs0_3_8,22561741580.0
bs0_3_9,23379517580.0
bs0_3_10,23311693580.0
bs0_3_11,23370445580.0
bs0_3_12,23336533580.0
bs0_3_13,23694445580.0
bs0_3_14,23440429580.0
bs0_3_15,22151557580.0
bs0_3_16,22159117580.0
bs0_3_17,22334077580.0
bs0_3_18,23133493580.0
bs0_3_19,23184037580.0
bs0_3_20,23543245580.0
bs0_3_21,23398093580.0
bs0_3_22,23247757580.0
bs0_3_23,23173021580.0
bs0_4_0,26487535195.0
bs0_4_1,26544656195.0
