,Value
bs0_1_0,18794606350.0
bs0_1_1,18774036350.0
bs0_1_2,18793926350.0
bs0_1_3,18812796350.0
bs0_1_4,18670846350.0
bs0_1_5,18657076350.0
bs0_1_6,17339916350.0
bs0_1_7,17927606350.0
bs0_1_8,17665636350.0
bs0_1_9,18612026350.0
bs0_1_10,18577176350.0
bs0_1_11,18412446350.0
bs0_1_12,18542156350.0
bs0_1_13,18692436350.0
bs0_1_14,18606076350.0
bs0_1_15,17478296350.0
bs0_1_16,17304726350.0
bs0_1_17,17304046350.0
bs0_1_18,18573266350.0
bs0_1_19,18188726350.0
bs0_1_20,18599956350.0
bs0_1_21,18366036350.0
bs0_1_22,18434886350.0
bs0_1_23,18611516350.0
bs0_2_0,21337405965.0
bs0_2_1,21314052965.0
bs0_2_2,21336633965.0
bs0_2_3,21358056965.0
bs0_2_4,21196901965.0
bs0_2_5,21181268965.0
bs0_2_6,19685904965.0
bs0_2_7,20353105965.0
bs0_2_8,20055692965.0
bs0_2_9,21130123965.0
bs0_2_10,21090558965.0
bs0_2_11,20903541965.0
bs0_2_12,21050800965.0
bs0_2_13,21221412965.0
bs0_2_14,21123368965.0
bs0_2_15,19843006965.0
bs0_2_16,19645953965.0
bs0_2_17,19645181965.0
bs0_2_18,21086119965.0
bs0_2_19,20649553965.0
bs0_2_20,21116420965.0
bs0_2_21,20850852965.0
bs0_2_22,20929017965.0
bs0_2_23,21129544965.0
bs0_3_0,23880205580.0
bs0_3_1,23854069580.0
bs0_3_2,23879341580.0
bs0_3_3,23903317580.0
bs0_3_4,23722957580.0
bs0_3_5,23705461580.0
bs0_3_6,22031893580.0
bs0_3_7,22778605580.0
bs0_3_8,22445749580.0
bs0_3_9,23648221580.0
bs0_3_10,23603941580.0
bs0_3_11,23394637580.0
bs0_3_12,23559445580.0
bs0_3_13,23750389580.0
bs0_3_14,23640661580.0
bs0_3_15,22207717580.0
bs0_3_16,21987181580.0
bs0_3_17,21986317580.0
bs0_3_18,23598973580.0
bs0_3_19,23110381580.0
bs0_3_20,23632885580.0
bs0_3_21,23335669580.0
bs0_3_22,23423149580.0
bs0_3_23,23647573580.0
bs0_4_0,26423005195.0
bs0_4_1,26394086195.0
bs0_4_2,26422049195.0
bs0_4_3,26448578195.0
bs0_4_4,26249013195.0
bs0_4_5,26229654195.0
bs0_4_6,24377882195.0
bs0_4_7,25204105195.0
bs0_4_8,24835806195.0
bs0_4_9,26166319195.0
bs0_4_10,26117324195.0
bs0_4_11,25885733195.0
bs0_4_12,26068090195.0
bs0_4_13,26279366195.0
bs0_4_14,26157954195.0
bs0_4_15,24572428195.0
bs0_4_16,24328409195.0
bs0_4_17,24327453195.0
bs0_4_18,26111827195.0
bs0_4_19,25571209195.0
bs0_4_20,26149350195.0
bs0_4_21,25820486195.0
bs0_4_22,25917281195.0
bs0_4_23,26165602195.0
bs0_5_0,28965804810.0
bs0_5_1,28934102810.0
bs0_5_2,28964756810.0
bs0_5_3,28993838810.0
bs0_5_4,28775068810.0
bs0_5_5,28753846810.0
bs0_5_6,26723870810.0
bs0_5_7,27629604810.0
bs0_5_8,27225862810.0
bs0_5_9,28684416810.0
bs0_5_10,28630706810.0
bs0_5_11,28376828810.0
bs0_5_12,28576734810.0
bs0_5_13,28808342810.0
bs0_5_14,28675246810.0
bs0_5_15,26937138810.0
bs0_5_16,26669636810.0
bs0_5_17,26668588810.0
bs0_5_18,28624680810.0
bs0_5_19,28032036810.0
bs0_5_20,28665814810.0
bs0_5_21,28305302810.0
bs0_5_22,28411412810.0
bs0_5_23,28683630810.0
bs0_6_0,31508604425.0
bs0_6_1,31474119425.0
bs0_6_2,31507464425.0
bs0_6_3,31539099425.0
bs0_6_4,31301124425.0
bs0_6_5,31278039425.0
bs0_6_6,29069859425.0
bs0_6_7,30055104425.0
bs0_6_8,29615919425.0
bs0_6_9,31202514425.0
bs0_6_10,31144089425.0
bs0_6_11,30867924425.0
bs0_6_12,31085379425.0
bs0_6_13,31337319425.0
bs0_6_14,31192539425.0
bs0_6_15,29301849425.0
bs0_6_16,29010864425.0
bs0_6_17,29009724425.0
