,Value
bs0_1_0,18778966350.0
bs0_1_1,18689036350.0
bs0_1_2,18682576350.0
bs0_1_3,18862266350.0
bs0_1_4,18756696350.0
bs0_1_5,18691586350.0
bs0_1_6,17135576350.0
bs0_1_7,17011476350.0
bs0_1_8,17122656350.0
bs0_1_9,18575476350.0
bs0_1_10,18544366350.0
bs0_1_11,18626306350.0
bs0_1_12,18613726350.0
bs0_1_13,18497616350.0
bs0_1_14,18371306350.0
bs0_1_15,17272086350.0
bs0_1_16,17010286350.0
bs0_1_17,16854906350.0
bs0_1_18,18474836350.0
bs0_1_19,18292256350.0
bs0_1_20,18298206350.0
bs0_1_21,18234796350.0
bs0_1_22,18645346350.0
bs0_1_23,18236156350.0
bs0_2_0,21319649965.0
bs0_2_1,21217552965.0
bs0_2_2,21210218965.0
bs0_2_3,21414219965.0
bs0_2_4,21294366965.0
bs0_2_5,21220447965.0
bs0_2_6,19453918965.0
bs0_2_7,19313028965.0
bs0_2_8,19439250965.0
bs0_2_9,21088628965.0
bs0_2_10,21053309965.0
bs0_2_11,21146335965.0
bs0_2_12,21132053965.0
bs0_2_13,21000234965.0
bs0_2_14,20856835965.0
bs0_2_15,19608897965.0
bs0_2_16,19311677965.0
bs0_2_17,19135275965.0
bs0_2_18,20974372965.0
bs0_2_19,20767090965.0
bs0_2_20,20773845965.0
bs0_2_21,20701856965.0
bs0_2_22,21167951965.0
bs0_2_23,20703400965.0
bs0_3_0,23860333580.0
bs0_3_1,23746069580.0
bs0_3_2,23737861580.0
bs0_3_3,23966173580.0
bs0_3_4,23832037580.0
bs0_3_5,23749309580.0
bs0_3_6,21772261580.0
bs0_3_7,21614581580.0
bs0_3_8,21755845580.0
bs0_3_9,23601781580.0
bs0_3_10,23562253580.0
bs0_3_11,23666365580.0
bs0_3_12,23650381580.0
bs0_3_13,23502853580.0
bs0_3_14,23342365580.0
bs0_3_15,21945709580.0
bs0_3_16,21613069580.0
bs0_3_17,21415645580.0
bs0_3_18,23473909580.0
bs0_3_19,23241925580.0
bs0_3_20,23249485580.0
bs0_3_21,23168917580.0
bs0_3_22,23690557580.0
bs0_3_23,23170645580.0
bs0_4_0,26401017195.0
bs0_4_1,26274586195.0
bs0_4_2,26265504195.0
bs0_4_3,26518127195.0
bs0_4_4,26369708195.0
bs0_4_5,26278171195.0
bs0_4_6,24090604195.0
bs0_4_7,23916134195.0
bs0_4_8,24072440195.0
bs0_4_9,26114934195.0
bs0_4_10,26071197195.0
bs0_4_11,26186395195.0
bs0_4_12,26168709195.0
bs0_4_13,26005472195.0
bs0_4_14,25827895195.0
bs0_4_15,24282521195.0
bs0_4_16,23914461195.0
bs0_4_17,23696015195.0
bs0_4_18,25973446195.0
bs0_4_19,25716760195.0
bs0_4_20,25725125195.0
bs0_4_21,25635978195.0
bs0_4_22,26213163195.0
bs0_4_23,25637890195.0
bs0_5_0,28941700810.0
bs0_5_1,28803102810.0
bs0_5_2,28793146810.0
bs0_5_3,29070080810.0
bs0_5_4,28907378810.0
bs0_5_5,28807032810.0
bs0_5_6,26408946810.0
bs0_5_7,26217686810.0
bs0_5_8,26389034810.0
bs0_5_9,28628086810.0
bs0_5_10,28580140810.0
bs0_5_11,28706424810.0
bs0_5_12,28687036810.0
bs0_5_13,28508090810.0
bs0_5_14,28313424810.0
bs0_5_15,26619332810.0
bs0_5_16,26215852810.0
bs0_5_17,25976384810.0
bs0_5_18,28472982810.0
bs0_5_19,28191594810.0
bs0_5_20,28200764810.0
bs0_5_21,28103038810.0
bs0_5_22,28735768810.0
bs0_5_23,28105134810.0
bs0_6_0,31482384425.0
bs0_6_1,31331619425.0
bs0_6_2,31320789425.0
bs0_6_3,31622034425.0
bs0_6_4,31445049425.0
bs0_6_5,31335894425.0
bs0_6_6,28727289425.0
bs0_6_7,28519239425.0
bs0_6_8,28705629425.0
bs0_6_9,31141239425.0
bs0_6_10,31089084425.0
bs0_6_11,31226454425.0
bs0_6_12,31205364425.0
bs0_6_13,31010709425.0
bs0_6_14,30798954425.0
bs0_6_15,28956144425.0
bs0_6_16,28517244425.0
bs0_6_17,28256754425.0
bs0_6_18,30972519425.0
bs0_6_19,30666429425.0
bs0_6_20,30676404425.0
bs0_6_21,30570099425.0
bs0_6_22,31258374425.0
