,Value
bs0_1_0,18831666350.0
bs0_1_1,18798006350.0
bs0_1_2,18702806350.0
bs0_1_3,18690906350.0
bs0_1_4,18820956350.0
bs0_1_5,18866346350.0
bs0_1_6,17674476350.0
bs0_1_7,17749786350.0
bs0_1_8,17914856350.0
bs0_1_9,18453246350.0
bs0_1_10,18431826350.0
bs0_1_11,18673906350.0
bs0_1_12,18359406350.0
bs0_1_13,18648746350.0
bs0_1_14,18373006350.0
bs0_1_15,17248796350.0
bs0_1_16,17516036350.0
bs0_1_17,17168556350.0
bs0_1_18,18320986350.0
bs0_1_19,18522266350.0
bs0_1_20,18404966350.0
bs0_1_21,18598596350.0
bs0_1_22,18594686350.0
bs0_1_23,18252986350.0
bs0_2_0,21379479965.0
bs0_2_1,21341265965.0
bs0_2_2,21233185965.0
bs0_2_3,21219675965.0
bs0_2_4,21367320965.0
bs0_2_5,21418851965.0
bs0_2_6,20065728965.0
bs0_2_7,20151227965.0
bs0_2_8,20338630965.0
bs0_2_9,20949861965.0
bs0_2_10,20925543965.0
bs0_2_11,21200375965.0
bs0_2_12,20843325965.0
bs0_2_13,21171811965.0
bs0_2_14,20858765965.0
bs0_2_15,19582456965.0
bs0_2_16,19885852965.0
bs0_2_17,19491360965.0
bs0_2_18,20799707965.0
bs0_2_19,21028219965.0
bs0_2_20,20895049965.0
bs0_2_21,21114876965.0
bs0_2_22,21110437965.0
bs0_2_23,20722507965.0
bs0_3_0,23927293580.0
bs0_3_1,23884525580.0
bs0_3_2,23763565580.0
bs0_3_3,23748445580.0
bs0_3_4,23913685580.0
bs0_3_5,23971357580.0
bs0_3_6,22456981580.0
bs0_3_7,22552669580.0
bs0_3_8,22762405580.0
bs0_3_9,23446477580.0
bs0_3_10,23419261580.0
bs0_3_11,23726845580.0
bs0_3_12,23327245580.0
bs0_3_13,23694877580.0
bs0_3_14,23344525580.0
bs0_3_15,21916117580.0
bs0_3_16,22255669580.0
bs0_3_17,21814165580.0
bs0_3_18,23278429580.0
bs0_3_19,23534173580.0
bs0_3_20,23385133580.0
bs0_3_21,23631157580.0
bs0_3_22,23626189580.0
bs0_3_23,23192029580.0
bs0_4_0,26475107195.0
bs0_4_1,26427785195.0
bs0_4_2,26293945195.0
bs0_4_3,26277215195.0
bs0_4_4,26460050195.0
bs0_4_5,26523863195.0
bs0_4_6,24848234195.0
bs0_4_7,24954111195.0
bs0_4_8,25186180195.0
bs0_4_9,25943093195.0
bs0_4_10,25912979195.0
bs0_4_11,26253315195.0
bs0_4_12,25811165195.0
bs0_4_13,26217943195.0
bs0_4_14,25830285195.0
bs0_4_15,24249778195.0
bs0_4_16,24625486195.0
bs0_4_17,24136970195.0
bs0_4_18,25757151195.0
bs0_4_19,26040127195.0
bs0_4_20,25875217195.0
bs0_4_21,26147438195.0
bs0_4_22,26141941195.0
bs0_4_23,25661551195.0
bs0_5_0,29022920810.0
bs0_5_1,28971044810.0
bs0_5_2,28824324810.0
bs0_5_3,28805984810.0
bs0_5_4,29006414810.0
bs0_5_5,29076368810.0
bs0_5_6,27239486810.0
bs0_5_7,27355552810.0
bs0_5_8,27609954810.0
bs0_5_9,28439708810.0
bs0_5_10,28406696810.0
bs0_5_11,28779784810.0
bs0_5_12,28295084810.0
bs0_5_13,28741008810.0
bs0_5_14,28316044810.0
bs0_5_15,26583438810.0
bs0_5_16,26995302810.0
bs0_5_17,26459774810.0
bs0_5_18,28235872810.0
bs0_5_19,28546080810.0
bs0_5_20,28365300810.0
bs0_5_21,28663718810.0
bs0_5_22,28657692810.0
bs0_5_23,28131072810.0
bs0_6_0,31570734425.0
bs0_6_1,31514304425.0
bs0_6_2,31354704425.0
bs0_6_3,31334754425.0
bs0_6_4,31552779425.0
