,Value
bs0_1_0,18690396350.0
bs0_1_1,18884706350.0
bs0_1_2,18873486350.0
bs0_1_3,18865156350.0
bs0_1_4,18790526350.0
bs0_1_5,18711136350.0
bs0_1_6,17208846350.0
bs0_1_7,17321726350.0
bs0_1_8,17360996350.0
bs0_1_9,18321666350.0
bs0_1_10,18423836350.0
bs0_1_11,18603356350.0
bs0_1_12,18301606350.0
bs0_1_13,18683596350.0
bs0_1_14,18646366350.0
bs0_1_15,16316686350.0
bs0_1_16,16431096350.0
bs0_1_17,17579616350.0
bs0_1_18,18641776350.0
bs0_1_19,18554226350.0
bs0_1_20,18306706350.0
bs0_1_21,18602676350.0
bs0_1_22,18597576350.0
bs0_1_23,18255706350.0
bs0_2_0,21219096965.0
bs0_2_1,21439695965.0
bs0_2_2,21426957965.0
bs0_2_3,21417500965.0
bs0_2_4,21332773965.0
bs0_2_5,21242642965.0
bs0_2_6,19537101965.0
bs0_2_7,19665253965.0
bs0_2_8,19709836965.0
bs0_2_9,20800479965.0
bs0_2_10,20916472965.0
bs0_2_11,21120280965.0
bs0_2_12,20777705965.0
bs0_2_13,21211376965.0
bs0_2_14,21169109965.0
bs0_2_15,18524237965.0
bs0_2_16,18654126965.0
bs0_2_17,19958034965.0
bs0_2_18,21163898965.0
bs0_2_19,21064503965.0
bs0_2_20,20783495965.0
bs0_2_21,21119508965.0
bs0_2_22,21113718965.0
bs0_2_23,20725595965.0
bs0_3_0,23747797580.0
bs0_3_1,23994685580.0
bs0_3_2,23980429580.0
bs0_3_3,23969845580.0
bs0_3_4,23875021580.0
bs0_3_5,23774149580.0
bs0_3_6,21865357580.0
bs0_3_7,22008781580.0
bs0_3_8,22058677580.0
bs0_3_9,23279293580.0
bs0_3_10,23409109580.0
bs0_3_11,23637205580.0
bs0_3_12,23253805580.0
bs0_3_13,23739157580.0
bs0_3_14,23691853580.0
bs0_3_15,20731789580.0
bs0_3_16,20877157580.0
bs0_3_17,22336453580.0
bs0_3_18,23686021580.0
bs0_3_19,23574781580.0
bs0_3_20,23260285580.0
bs0_3_21,23636341580.0
bs0_3_22,23629861580.0
bs0_3_23,23195485580.0
bs0_4_0,26276498195.0
bs0_4_1,26549675195.0
bs0_4_2,26533901195.0
bs0_4_3,26522190195.0
bs0_4_4,26417269195.0
bs0_4_5,26305656195.0
bs0_4_6,24193613195.0
bs0_4_7,24352309195.0
bs0_4_8,24407518195.0
bs0_4_9,25758107195.0
bs0_4_10,25901746195.0
bs0_4_11,26154130195.0
bs0_4_12,25729905195.0
bs0_4_13,26266938195.0
bs0_4_14,26214597195.0
bs0_4_15,22939341195.0
bs0_4_16,23100188195.0
bs0_4_17,24714872195.0
bs0_4_18,26208144195.0
bs0_4_19,26085059195.0
bs0_4_20,25737075195.0
bs0_4_21,26153174195.0
bs0_4_22,26146004195.0
bs0_4_23,25665375195.0
bs0_5_0,28805198810.0
bs0_5_1,29104664810.0
bs0_5_2,29087372810.0
bs0_5_3,29074534810.0
bs0_5_4,28959516810.0
bs0_5_5,28837162810.0
bs0_5_6,26521868810.0
bs0_5_7,26695836810.0
bs0_5_8,26756358810.0
bs0_5_9,28236920810.0
bs0_5_10,28394382810.0
bs0_5_11,28671054810.0
bs0_5_12,28206004810.0
bs0_5_13,28794718810.0
bs0_5_14,28737340810.0
bs0_5_15,25146892810.0
bs0_5_16,25323218810.0
bs0_5_17,27093290810.0
bs0_5_18,28730266810.0
bs0_5_19,28595336810.0
bs0_5_20,28213864810.0
bs0_5_21,28670006810.0
bs0_5_22,28662146810.0
bs0_5_23,28135264810.0
bs0_6_0,31333899425.0
bs0_6_1,31659654425.0
bs0_6_2,31640844425.0
bs0_6_3,31626879425.0
bs0_6_4,31501764425.0
bs0_6_5,31368669425.0
bs0_6_6,28850124425.0
bs0_6_7,29039364425.0
bs0_6_8,29105199425.0
bs0_6_9,30715734425.0
bs0_6_10,30887019425.0
bs0_6_11,31187979425.0
bs0_6_12,30682104425.0
bs0_6_13,31322499425.0
bs0_6_14,31260084425.0
bs0_6_15,27354444425.0
bs0_6_16,27546249425.0
bs0_6_17,29471709425.0
bs0_6_18,31252389425.0
bs0_6_19,31105614425.0
bs0_6_20,30690654425.0
bs0_6_21,31186839425.0
bs0_6_22,31178289425.0
bs0_6_23,30605154425.0
bs0_7_0,33862600040.0
bs0_7_1,34214644040.0
bs0_7_2,34194316040.0
bs0_7_3,34179224040.0
bs0_7_4,34044012040.0
bs0_7_5,33900176040.0
bs0_7_6,31178380040.0
bs0_7_7,31382892040.0
bs0_7_8,31454040040.0
bs0_7_9,33194548040.0
bs0_7_10,33379656040.0
bs0_7_11,33704904040.0
bs0_7_12,33158204040.0
bs0_7_13,33850280040.0
bs0_7_14,33782828040.0
bs0_7_15,29561996040.0
bs0_7_16,29769280040.0
bs0_7_17,31850128040.0
bs0_7_18,33774512040.0
bs0_7_19,33615892040.0
bs0_7_20,33167444040.0
bs0_7_21,33703672040.0
bs0_7_22,33694432040.0
bs0_7_23,33075044040.0
bs0_8_0,36391300655.0
bs0_8_1,36769633655.0
bs0_8_2,36747787655.0
bs0_8_3,36731568655.0
bs0_8_4,36586259655.0
bs0_8_5,36431682655.0
bs0_8_6,33506635655.0
bs0_8_7,33726419655.0
bs0_8_8,33802880655.0
bs0_8_9,35673361655.0
bs0_8_10,35872292655.0
bs0_8_11,36221828655.0
bs0_8_12,35634303655.0
bs0_8_13,36378060655.0
bs0_8_14,36305571655.0
bs0_8_15,31769547655.0
bs0_8_16,31992310655.0
bs0_8_17,34228546655.0
bs0_8_18,36296634655.0
bs0_8_19,36126169655.0
bs0_8_20,35644233655.0
bs0_8_21,36220504655.0
bs0_8_22,36210574655.0
bs0_8_23,35544933655.0
bs0_9_0,38920001270.0
bs0_9_1,39324623270.0
bs0_9_2,39301259270.0
bs0_9_3,39283913270.0
bs0_9_4,39128507270.0
