,Value
bs0_1_0,18713686350.0
bs0_1_1,18812626350.0
bs0_1_2,18846626350.0
bs0_1_3,18883686350.0
bs0_1_4,18748876350.0
bs0_1_5,18823166350.0
bs0_1_6,17192186350.0
bs0_1_7,17423386350.0
bs0_1_8,17869806350.0
bs0_1_9,18320306350.0
bs0_1_10,18308746350.0
bs0_1_11,18701786350.0
bs0_1_12,18515806350.0
bs0_1_13,18423496350.0
bs0_1_14,18434716350.0
bs0_1_15,17246926350.0
bs0_1_16,16908286350.0
bs0_1_17,16992266350.0
bs0_1_18,18465146350.0
bs0_1_19,18496766350.0
bs0_1_20,18369436350.0
bs0_1_21,18406156350.0
bs0_1_22,18597746350.0
bs0_1_23,18316906350.0
bs0_2_0,21245537965.0
bs0_2_1,21357863965.0
bs0_2_2,21396463965.0
bs0_2_3,21438537965.0
bs0_2_4,21285488965.0
bs0_2_5,21369829965.0
bs0_2_6,19518187965.0
bs0_2_7,19780667965.0
bs0_2_8,20287485965.0
bs0_2_9,20798935965.0
bs0_2_10,20785811965.0
bs0_2_11,21232027965.0
bs0_2_12,21020885965.0
bs0_2_13,20916086965.0
bs0_2_14,20928824965.0
bs0_2_15,19580333965.0
bs0_2_16,19195877965.0
bs0_2_17,19291219965.0
bs0_2_18,20963371965.0
bs0_2_19,20999269965.0
bs0_2_20,20854712965.0
bs0_2_21,20896400965.0
bs0_2_22,21113911965.0
bs0_2_23,20795075965.0
bs0_3_0,23777389580.0
bs0_3_1,23903101580.0
bs0_3_2,23946301580.0
bs0_3_3,23993389580.0
bs0_3_4,23822101580.0
bs0_3_5,23916493580.0
bs0_3_6,21844189580.0
bs0_3_7,22137949580.0
bs0_3_8,22705165580.0
bs0_3_9,23277565580.0
bs0_3_10,23262877580.0
bs0_3_11,23762269580.0
bs0_3_12,23525965580.0
bs0_3_13,23408677580.0
bs0_3_14,23422933580.0
bs0_3_15,21913741580.0
bs0_3_16,21483469580.0
bs0_3_17,21590173580.0
bs0_3_18,23461597580.0
bs0_3_19,23501773580.0
bs0_3_20,23339989580.0
bs0_3_21,23386645580.0
bs0_3_22,23630077580.0
bs0_3_23,23273245580.0
bs0_4_0,26309241195.0
bs0_4_1,26448339195.0
bs0_4_2,26496139195.0
bs0_4_3,26548241195.0
bs0_4_4,26358714195.0
bs0_4_5,26463157195.0
bs0_4_6,24170191195.0
bs0_4_7,24495231195.0
bs0_4_8,25122845195.0
bs0_4_9,25756195195.0
bs0_4_10,25739943195.0
bs0_4_11,26292511195.0
bs0_4_12,26031045195.0
bs0_4_13,25901268195.0
bs0_4_14,25917042195.0
bs0_4_15,24247149195.0
bs0_4_16,23771061195.0
bs0_4_17,23889127195.0
bs0_4_18,25959823195.0
bs0_4_19,26004277195.0
bs0_4_20,25825266195.0
bs0_4_21,25876890195.0
bs0_4_22,26146243195.0
bs0_4_23,25751415195.0
bs0_5_0,28841092810.0
bs0_5_1,28993576810.0
bs0_5_2,29045976810.0
bs0_5_3,29103092810.0
bs0_5_4,28895326810.0
bs0_5_5,29009820810.0
bs0_5_6,26496192810.0
bs0_5_7,26852512810.0
bs0_5_8,27540524810.0
bs0_5_9,28234824810.0
bs0_5_10,28217008810.0
bs0_5_11,28822752810.0
bs0_5_12,28536124810.0
bs0_5_13,28393858810.0
bs0_5_14,28411150810.0
bs0_5_15,26580556810.0
bs0_5_16,26058652810.0
bs0_5_17,26188080810.0
bs0_5_18,28458048810.0
bs0_5_19,28506780810.0
bs0_5_20,28310542810.0
bs0_5_21,28367134810.0
bs0_5_22,28662408810.0
bs0_5_23,28229584810.0
bs0_6_0,31372944425.0
bs0_6_1,31538814425.0
bs0_6_2,31595814425.0
bs0_6_3,31657944425.0
bs0_6_4,31431939425.0
bs0_6_5,31556484425.0
bs0_6_6,28822194425.0
bs0_6_7,29209794425.0
bs0_6_8,29958204425.0
bs0_6_9,30713454425.0
bs0_6_10,30694074425.0
bs0_6_11,31352994425.0
bs0_6_12,31041204425.0
bs0_6_13,30886449425.0
bs0_6_14,30905259425.0
bs0_6_15,28913964425.0
bs0_6_16,28346244425.0
bs0_6_17,28487034425.0
bs0_6_18,30956274425.0
bs0_6_19,31009284425.0
bs0_6_20,30795819425.0
bs0_6_21,30857379425.0
bs0_6_22,31178574425.0
bs0_6_23,30707754425.0
bs0_7_0,33904796040.0
bs0_7_1,34084052040.0
bs0_7_2,34145652040.0
bs0_7_3,34212796040.0
bs0_7_4,33968552040.0
bs0_7_5,34103148040.0
bs0_7_6,31148196040.0
bs0_7_7,31567076040.0
bs0_7_8,32375884040.0
bs0_7_9,33192084040.0
bs0_7_10,33171140040.0
bs0_7_11,33883236040.0
bs0_7_12,33546284040.0
bs0_7_13,33379040040.0
bs0_7_14,33399368040.0
bs0_7_15,31247372040.0
bs0_7_16,30633836040.0
bs0_7_17,30785988040.0
bs0_7_18,33454500040.0
bs0_7_19,33511788040.0
bs0_7_20,33281096040.0
bs0_7_21,33347624040.0
bs0_7_22,33694740040.0
bs0_7_23,33185924040.0
bs0_8_0,36436647655.0
bs0_8_1,36629289655.0
bs0_8_2,36695489655.0
bs0_8_3,36767647655.0
bs0_8_4,36505164655.0
bs0_8_5,36649811655.0
bs0_8_6,33474197655.0
bs0_8_7,33924357655.0
bs0_8_8,34793563655.0
bs0_8_9,35670713655.0
bs0_8_10,35648205655.0
bs0_8_11,36413477655.0
bs0_8_12,36051363655.0
bs0_8_13,35871630655.0
bs0_8_14,35893476655.0
bs0_8_15,33580779655.0
bs0_8_16,32921427655.0
bs0_8_17,33084941655.0
bs0_8_18,35952725655.0
bs0_8_19,36014291655.0
bs0_8_20,35766372655.0
bs0_8_21,35837868655.0
