,Value
bs0_1_0,18812626350.0
bs0_1_1,18870426350.0
bs0_1_2,18841696350.0
bs0_1_3,18763836350.0
bs0_1_4,18878076350.0
bs0_1_5,18704846350.0
bs0_1_6,17532016350.0
bs0_1_7,17325296350.0
bs0_1_8,17328016350.0
bs0_1_9,18393746350.0
bs0_1_10,18299056350.0
bs0_1_11,18560856350.0
bs0_1_12,18564256350.0
bs0_1_13,18625966350.0
bs0_1_14,18545726350.0
bs0_1_15,16616056350.0
bs0_1_16,17013686350.0
bs0_1_17,16464926350.0
bs0_1_18,18364506350.0
bs0_1_19,18317586350.0
bs0_1_20,18369436350.0
bs0_1_21,18582446350.0
bs0_1_22,18584316350.0
bs0_1_23,18493706350.0
bs0_2_0,21357863965.0
bs0_2_1,21423483965.0
bs0_2_2,21390866965.0
bs0_2_3,21302472965.0
bs0_2_4,21432168965.0
bs0_2_5,21235501965.0
bs0_2_6,19903994965.0
bs0_2_7,19669306965.0
bs0_2_8,19672394965.0
bs0_2_9,20882311965.0
bs0_2_10,20774810965.0
bs0_2_11,21072030965.0
bs0_2_12,21075890965.0
bs0_2_13,21145949965.0
bs0_2_14,21054853965.0
bs0_2_15,18864110965.0
bs0_2_16,19315537965.0
bs0_2_17,18692533965.0
bs0_2_18,20849115965.0
bs0_2_19,20795847965.0
bs0_2_20,20854712965.0
bs0_2_21,21096541965.0
bs0_2_22,21098664965.0
bs0_2_23,20995795965.0
bs0_3_0,23903101580.0
bs0_3_1,23976541580.0
bs0_3_2,23940037580.0
bs0_3_3,23841109580.0
bs0_3_4,23986261580.0
bs0_3_5,23766157580.0
bs0_3_6,22275973580.0
bs0_3_7,22013317580.0
bs0_3_8,22016773580.0
bs0_3_9,23370877580.0
bs0_3_10,23250565580.0
bs0_3_11,23583205580.0
bs0_3_12,23587525580.0
bs0_3_13,23665933580.0
bs0_3_14,23563981580.0
bs0_3_15,21112165580.0
bs0_3_16,21617389580.0
bs0_3_17,20920141580.0
bs0_3_18,23333725580.0
bs0_3_19,23274109580.0
bs0_3_20,23339989580.0
bs0_3_21,23610637580.0
bs0_3_22,23613013580.0
bs0_3_23,23497885580.0
bs0_4_0,26448339195.0
bs0_4_1,26529599195.0
bs0_4_2,26489208195.0
bs0_4_3,26379746195.0
bs0_4_4,26540354195.0
bs0_4_5,26296813195.0
bs0_4_6,24647952195.0
bs0_4_7,24357328195.0
bs0_4_8,24361152195.0
bs0_4_9,25859443195.0
bs0_4_10,25726320195.0
bs0_4_11,26094380195.0
bs0_4_12,26099160195.0
bs0_4_13,26185917195.0
bs0_4_14,26073109195.0
bs0_4_15,23360220195.0
bs0_4_16,23919241195.0
bs0_4_17,23147749195.0
bs0_4_18,25818335195.0
bs0_4_19,25752371195.0
bs0_4_20,25825266195.0
bs0_4_21,26124733195.0
bs0_4_22,26127362195.0
bs0_4_23,25999975195.0
bs0_5_0,28993576810.0
bs0_5_1,29082656810.0
bs0_5_2,29038378810.0
bs0_5_3,28918382810.0
bs0_5_4,29094446810.0
bs0_5_5,28827468810.0
bs0_5_6,27019930810.0
bs0_5_7,26701338810.0
bs0_5_8,26705530810.0
bs0_5_9,28348008810.0
bs0_5_10,28202074810.0
bs0_5_11,28605554810.0
bs0_5_12,28610794810.0
bs0_5_13,28705900810.0
bs0_5_14,28582236810.0
bs0_5_15,25608274810.0
bs0_5_16,26221092810.0
bs0_5_17,25375356810.0
bs0_5_18,28302944810.0
bs0_5_19,28230632810.0
bs0_5_20,28310542810.0
bs0_5_21,28638828810.0
bs0_5_22,28641710810.0
bs0_5_23,28502064810.0
bs0_6_0,31538814425.0
bs0_6_1,31635714425.0
bs0_6_2,31587549425.0
bs0_6_3,31457019425.0
bs0_6_4,31648539425.0
bs0_6_5,31358124425.0
bs0_6_6,29391909425.0
bs0_6_7,29045349425.0
