,Value
bs0_1_0,18665916350.0
bs0_1_1,18831156350.0
bs0_1_2,18817046350.0
bs0_1_3,18700256350.0
bs0_1_4,18865156350.0
bs0_1_5,18836256350.0
bs0_1_6,17982516350.0
bs0_1_7,17668016350.0
bs0_1_8,17238596350.0
bs0_1_9,18427576350.0
bs0_1_10,18601146350.0
bs0_1_11,18430296350.0
bs0_1_12,18413806350.0
bs0_1_13,18656056350.0
bs0_1_14,18677476350.0
bs0_1_15,16823626350.0
bs0_1_16,16361226350.0
bs0_1_17,17234176350.0
bs0_1_18,18294126350.0
bs0_1_19,18610836350.0
bs0_1_20,18266586350.0
bs0_1_21,18232756350.0
bs0_1_22,18611176350.0
bs0_1_23,18468376350.0
bs0_2_0,21191304965.0
bs0_2_1,21378900965.0
bs0_2_2,21362881965.0
bs0_2_3,21230290965.0
bs0_2_4,21417500965.0
bs0_2_5,21384690965.0
bs0_2_6,20415444965.0
bs0_2_7,20058394965.0
bs0_2_8,19570876965.0
bs0_2_9,20920718965.0
bs0_2_10,21117771965.0
bs0_2_11,20923806965.0
bs0_2_12,20905085965.0
bs0_2_13,21180110965.0
bs0_2_14,21204428965.0
bs0_2_15,19099763965.0
bs0_2_16,18574803965.0
bs0_2_17,19565858965.0
bs0_2_18,20769213965.0
bs0_2_19,21128772965.0
bs0_2_20,20737947965.0
bs0_2_21,20699540965.0
bs0_2_22,21129158965.0
bs0_2_23,20967038965.0
bs0_3_0,23716693580.0
bs0_3_1,23926645580.0
bs0_3_2,23908717580.0
bs0_3_3,23760325580.0
bs0_3_4,23969845580.0
bs0_3_5,23933125580.0
bs0_3_6,22848373580.0
bs0_3_7,22448773580.0
bs0_3_8,21903157580.0
bs0_3_9,23413861580.0
bs0_3_10,23634397580.0
bs0_3_11,23417317580.0
bs0_3_12,23396365580.0
bs0_3_13,23704165580.0
bs0_3_14,23731381580.0
bs0_3_15,21375901580.0
bs0_3_16,20788381580.0
bs0_3_17,21897541580.0
bs0_3_18,23244301580.0
bs0_3_19,23646709580.0
bs0_3_20,23209309580.0
bs0_3_21,23166325580.0
bs0_3_22,23647141580.0
bs0_3_23,23465701580.0
bs0_4_0,26242082195.0
bs0_4_1,26474390195.0
bs0_4_2,26454553195.0
