,Value
bs0_1_0,18706546350.0
bs0_1_1,18882666350.0
bs0_1_2,18667276350.0
bs0_1_3,18778796350.0
bs0_1_4,18821636350.0
bs0_1_5,18674586350.0
bs0_1_6,17088826350.0
bs0_1_7,17228566350.0
bs0_1_8,17435626350.0
bs0_1_9,18496936350.0
bs0_1_10,18398336350.0
bs0_1_11,18576496350.0
bs0_1_12,18563066350.0
bs0_1_13,18308916350.0
bs0_1_14,18402246350.0
bs0_1_15,17588796350.0
bs0_1_16,17363546350.0
bs0_1_17,17567206350.0
bs0_1_18,18526856350.0
bs0_1_19,18570546350.0
bs0_1_20,18212696350.0
bs0_1_21,18467356350.0
bs0_1_22,18597576350.0
bs0_1_23,18263356350.0
bs0_2_0,21237431965.0
bs0_2_1,21437379965.0
bs0_2_2,21192848965.0
bs0_2_3,21319456965.0
bs0_2_4,21368092965.0
bs0_2_5,21201147965.0
bs0_2_6,19400843965.0
bs0_2_7,19559489965.0
bs0_2_8,19794563965.0
bs0_2_9,20999462965.0
bs0_2_10,20887522965.0
bs0_2_11,21089786965.0
bs0_2_12,21074539965.0
bs0_2_13,20786004965.0
bs0_2_14,20891961965.0
bs0_2_15,19968456965.0
bs0_2_16,19712731965.0
bs0_2_17,19943945965.0
bs0_2_18,21033430965.0
bs0_2_19,21083031965.0
bs0_2_20,20676766965.0
bs0_2_21,20965880965.0
bs0_2_22,21113718965.0
bs0_2_23,20734280965.0
bs0_3_0,23768317580.0
bs0_3_1,23992093580.0
bs0_3_2,23718421580.0
bs0_3_3,23860117580.0
bs0_3_4,23914549580.0
bs0_3_5,23727709580.0
bs0_3_6,21712861580.0
bs0_3_7,21890413580.0
bs0_3_8,22153501580.0
bs0_3_9,23501989580.0
bs0_3_10,23376709580.0
bs0_3_11,23603077580.0
bs0_3_12,23586013580.0
bs0_3_13,23263093580.0
bs0_3_14,23381677580.0
bs0_3_15,22348117580.0
bs0_3_16,22061917580.0
bs0_3_17,22320685580.0
bs0_3_18,23540005580.0
bs0_3_19,23595517580.0
bs0_3_20,23140837580.0
bs0_3_21,23464405580.0
bs0_3_22,23629861580.0
bs0_3_23,23205205580.0
bs0_4_0,26299203195.0
bs0_4_1,26546807195.0
bs0_4_2,26243994195.0
bs0_4_3,26400778195.0
bs0_4_4,26461006195.0
bs0_4_5,26254271195.0
bs0_4_6,24024879195.0
bs0_4_7,24221337195.0
bs0_4_8,24512439195.0
bs0_4_9,26004516195.0
bs0_4_10,25865896195.0
bs0_4_11,26116368195.0
bs0_4_12,26097487195.0
bs0_4_13,25740182195.0
bs0_4_14,25871393195.0
bs0_4_15,24727778195.0
bs0_4_16,24411103195.0
bs0_4_17,24697425195.0
bs0_4_18,26046580195.0
bs0_4_19,26108003195.0
bs0_4_20,25604908195.0
bs0_4_21,25962930195.0
bs0_4_22,26146004195.0
bs0_4_23,25676130195.0
bs0_5_0,28830088810.0
bs0_5_1,29101520810.0
bs0_5_2,28769566810.0
bs0_5_3,28941438810.0
bs0_5_4,29007462810.0
bs0_5_5,28780832810.0
bs0_5_6,26336896810.0
bs0_5_7,26552260810.0
bs0_5_8,26871376810.0
bs0_5_9,28507042810.0
bs0_5_10,28355082810.0
bs0_5_11,28629658810.0
bs0_5_12,28608960810.0
bs0_5_13,28217270810.0
bs0_5_14,28361108810.0
bs0_5_15,27107438810.0
bs0_5_16,26760288810.0
bs0_5_17,27074164810.0
bs0_5_18,28553154810.0
bs0_5_19,28620488810.0
bs0_5_20,28068978810.0
bs0_5_21,28461454810.0
bs0_5_22,28662146810.0
bs0_5_23,28147054810.0
bs0_6_0,31360974425.0
bs0_6_1,31656234425.0
bs0_6_2,31295139425.0
bs0_6_3,31482099425.0
bs0_6_4,31553919425.0
bs0_6_5,31307394425.0
bs0_6_6,28648914425.0
bs0_6_7,28883184425.0
bs0_6_8,29230314425.0
bs0_6_9,31009569425.0
bs0_6_10,30844269425.0
bs0_6_11,31142949425.0
bs0_6_12,31120434425.0
bs0_6_13,30694359425.0
bs0_6_14,30850824425.0
bs0_6_15,29487099425.0
bs0_6_16,29109474425.0
bs0_6_17,29450904425.0
bs0_6_18,31059729425.0
bs0_6_19,31132974425.0
bs0_6_20,30533049425.0
bs0_6_21,30959979425.0
bs0_6_22,31178289425.0
bs0_6_23,30617979425.0
bs0_7_0,33891860040.0
bs0_7_1,34210948040.0
bs0_7_2,33820712040.0
bs0_7_3,34022760040.0
bs0_7_4,34100376040.0
bs0_7_5,33833956040.0
bs0_7_6,30960932040.0
bs0_7_7,31214108040.0
bs0_7_8,31589252040.0
bs0_7_9,33512096040.0
bs0_7_10,33333456040.0
