,Value
bs0_1_0,18711816350.0
bs0_1_1,18688016350.0
bs0_1_2,18760266350.0
bs0_1_3,18798856350.0
bs0_1_4,18769106350.0
bs0_1_5,18644326350.0
bs0_1_6,17151726350.0
bs0_1_7,17223296350.0
bs0_1_8,17278546350.0
bs0_1_9,18573096350.0
bs0_1_10,18489796350.0
bs0_1_11,18441346350.0
bs0_1_12,18438286350.0
bs0_1_13,18303476350.0
bs0_1_14,18325576350.0
bs0_1_15,16890606350.0
bs0_1_16,16681506350.0
bs0_1_17,16750186350.0
bs0_1_18,18272026350.0
bs0_1_19,18240576350.0
bs0_1_20,18480106350.0
bs0_1_21,18402756350.0
bs0_1_22,18360596350.0
bs0_1_23,18477896350.0
bs0_2_0,21243414965.0
bs0_2_1,21216394965.0
bs0_2_2,21298419965.0
bs0_2_3,21342230965.0
bs0_2_4,21308455965.0
bs0_2_5,21166793965.0
bs0_2_6,19472253965.0
bs0_2_7,19553506965.0
bs0_2_8,19616231965.0
bs0_2_9,21085926965.0
bs0_2_10,20991356965.0
bs0_2_11,20936351965.0
bs0_2_12,20932877965.0
bs0_2_13,20779828965.0
bs0_2_14,20804918965.0
bs0_2_15,19175805965.0
bs0_2_16,18938415965.0
bs0_2_17,19016387965.0
bs0_2_18,20744123965.0
bs0_2_19,20708418965.0
bs0_2_20,20980355965.0
bs0_2_21,20892540965.0
bs0_2_22,20844676965.0
bs0_2_23,20977846965.0
bs0_3_0,23775013580.0
bs0_3_1,23744773580.0
bs0_3_2,23836573580.0
bs0_3_3,23885605580.0
bs0_3_4,23847805580.0
bs0_3_5,23689261580.0
bs0_3_6,21792781580.0
bs0_3_7,21883717580.0
bs0_3_8,21953917580.0
bs0_3_9,23598757580.0
bs0_3_10,23492917580.0
bs0_3_11,23431357580.0
bs0_3_12,23427469580.0
bs0_3_13,23256181580.0
bs0_3_14,23284261580.0
bs0_3_15,21461005580.0
bs0_3_16,21195325580.0
bs0_3_17,21282589580.0
bs0_3_18,23216221580.0
bs0_3_19,23176261580.0
bs0_3_20,23480605580.0
bs0_3_21,23382325580.0
bs0_3_22,23328757580.0
bs0_3_23,23477797580.0
bs0_4_0,26306612195.0
