,Value
bs0_1_0,18801916350.0
bs0_1_1,18650276350.0
bs0_1_2,18726606350.0
bs0_1_3,18684956350.0
bs0_1_4,18792056350.0
bs0_1_5,18691416350.0
bs0_1_6,17253046350.0
bs0_1_7,17358106350.0
bs0_1_8,17189126350.0
bs0_1_9,18651976350.0
bs0_1_10,18584996350.0
bs0_1_11,18513936350.0
bs0_1_12,18543346350.0
bs0_1_13,18614066350.0
bs0_1_14,18326426350.0
bs0_1_15,16671816350.0
bs0_1_16,16658556350.0
bs0_1_17,16575256350.0
bs0_1_18,18421796350.0
bs0_1_19,18231056350.0
bs0_1_20,18332546350.0
bs0_1_21,18439646350.0
bs0_1_22,18458686350.0
bs0_1_23,18605056350.0
bs0_2_0,21345704965.0
bs0_2_1,21173548965.0
bs0_2_2,21260205965.0
bs0_2_3,21212920965.0
bs0_2_4,21334510965.0
bs0_2_5,21220254965.0
bs0_2_6,19587281965.0
bs0_2_7,19706555965.0
bs0_2_8,19514713965.0
bs0_2_9,21175478965.0
bs0_2_10,21099436965.0
bs0_2_11,21018762965.0
bs0_2_12,21052151965.0
bs0_2_13,21132439965.0
bs0_2_14,20805883965.0
bs0_2_15,18927414965.0
bs0_2_16,18912360965.0
bs0_2_17,18817790965.0
bs0_2_18,20914156965.0
bs0_2_19,20697610965.0
bs0_2_20,20812831965.0
bs0_2_21,20934421965.0
bs0_2_22,20956037965.0
bs0_2_23,21122210965.0
bs0_3_0,23889493580.0
bs0_3_1,23696821580.0
bs0_3_2,23793805580.0
bs0_3_3,23740885580.0
bs0_3_4,23876965580.0
bs0_3_5,23749093580.0
bs0_3_6,21921517580.0
bs0_3_7,22055005580.0
bs0_3_8,21840301580.0
bs0_3_9,23698981580.0
bs0_3_10,23613877580.0
bs0_3_11,23523589580.0
bs0_3_12,23560957580.0
bs0_3_13,23650813580.0
bs0_3_14,23285341580.0
bs0_3_15,21183013580.0
bs0_3_16,21166165580.0
bs0_3_17,21060325580.0
bs0_3_18,23406517580.0
bs0_3_19,23164165580.0
bs0_3_20,23293117580.0
bs0_3_21,23429197580.0
bs0_3_22,23453389580.0
bs0_3_23,23639365580.0
bs0_4_0,26433282195.0
bs0_4_1,26220094195.0
bs0_4_2,26327405195.0
bs0_4_3,26268850195.0
bs0_4_4,26419420195.0
bs0_4_5,26277932195.0
bs0_4_6,24255753195.0
bs0_4_7,24403455195.0
bs0_4_8,24165889195.0
bs0_4_9,26222484195.0
bs0_4_10,26128318195.0
bs0_4_11,26028416195.0
bs0_4_12,26069763195.0
bs0_4_13,26169187195.0
bs0_4_14,25764799195.0
bs0_4_15,23438612195.0
bs0_4_16,23419970195.0
bs0_4_17,23302860195.0
bs0_4_18,25898878195.0
bs0_4_19,25630720195.0
bs0_4_20,25773403195.0
bs0_4_21,25923973195.0
bs0_4_22,25950741195.0
bs0_4_23,26156520195.0
bs0_5_0,28977070810.0
bs0_5_1,28743366810.0
bs0_5_2,28861004810.0
bs0_5_3,28796814810.0
bs0_5_4,28961874810.0
bs0_5_5,28806770810.0
bs0_5_6,26589988810.0
bs0_5_7,26751904810.0
bs0_5_8,26491476810.0
bs0_5_9,28745986810.0
bs0_5_10,28642758810.0
bs0_5_11,28533242810.0
bs0_5_12,28578568810.0
bs0_5_13,28687560810.0
bs0_5_14,28244256810.0
bs0_5_15,25694210810.0
bs0_5_16,25673774810.0
bs0_5_17,25545394810.0
bs0_5_18,28391238810.0
bs0_5_19,28097274810.0
bs0_5_20,28253688810.0
bs0_5_21,28418748810.0
bs0_5_22,28448092810.0
bs0_5_23,28673674810.0
bs0_6_0,31520859425.0
bs0_6_1,31266639425.0
bs0_6_2,31394604425.0
bs0_6_3,31324779425.0
bs0_6_4,31504329425.0
bs0_6_5,31335609425.0
bs0_6_6,28924224425.0
bs0_6_7,29100354425.0
bs0_6_8,28817064425.0
bs0_6_9,31269489425.0
bs0_6_10,31157199425.0
bs0_6_11,31038069425.0
bs0_6_12,31087374425.0
bs0_6_13,31205934425.0
bs0_6_14,30723714425.0
bs0_6_15,27949809425.0
bs0_6_16,27927579425.0
bs0_6_17,27787929425.0
bs0_6_18,30883599425.0
bs0_6_19,30563829425.0
bs0_6_20,30733974425.0
bs0_6_21,30913524425.0
bs0_6_22,30945444425.0
bs0_6_23,31190829425.0
bs0_7_0,34064648040.0
bs0_7_1,33789912040.0
bs0_7_2,33928204040.0
bs0_7_3,33852744040.0
bs0_7_4,34046784040.0
bs0_7_5,33864448040.0
bs0_7_6,31258460040.0
bs0_7_7,31448804040.0
bs0_7_8,31142652040.0
bs0_7_9,33792992040.0
bs0_7_10,33671640040.0
bs0_7_11,33542896040.0
bs0_7_12,33596180040.0
bs0_7_13,33724308040.0
bs0_7_14,33203172040.0
bs0_7_15,30205408040.0
bs0_7_16,30181384040.0
bs0_7_17,30030464040.0
bs0_7_18,33375960040.0
bs0_7_19,33030384040.0
bs0_7_20,33214260040.0
bs0_7_21,33408300040.0
bs0_7_22,33442796040.0
bs0_7_23,33707984040.0
bs0_8_0,36608436655.0
bs0_8_1,36313184655.0
bs0_8_2,36461803655.0
bs0_8_3,36380708655.0
bs0_8_4,36589238655.0
bs0_8_5,36393286655.0
bs0_8_6,33592695655.0
bs0_8_7,33797253655.0
bs0_8_8,33468239655.0
bs0_8_9,36316494655.0
bs0_8_10,36186080655.0
bs0_8_11,36047722655.0
bs0_8_12,36104985655.0
bs0_8_13,36242681655.0
bs0_8_14,35682629655.0
bs0_8_15,32461006655.0
bs0_8_16,32435188655.0
bs0_8_17,32272998655.0
bs0_8_18,35868320655.0
bs0_8_19,35496938655.0
bs0_8_20,35694545655.0
bs0_8_21,35903075655.0
bs0_8_22,35940147655.0
bs0_8_23,36225138655.0
bs0_9_0,39152225270.0
bs0_9_1,38836457270.0
bs0_9_2,38995403270.0
bs0_9_3,38908673270.0
bs0_9_4,39131693270.0
bs0_9_5,38922125270.0
bs0_9_6,35926931270.0
bs0_9_7,36145703270.0
bs0_9_8,35793827270.0
bs0_9_9,38839997270.0
bs0_9_10,38700521270.0
bs0_9_11,38552549270.0
bs0_9_12,38613791270.0
bs0_9_13,38761055270.0
bs0_9_14,38162087270.0
bs0_9_15,34716605270.0
bs0_9_16,34688993270.0
bs0_9_17,34515533270.0
bs0_9_18,38360681270.0
bs0_9_19,37963493270.0
bs0_9_20,38174831270.0
bs0_9_21,38397851270.0
bs0_9_22,38437499270.0
bs0_9_23,38742293270.0
bs0_10_0,41696013885.0
bs0_10_1,41359729885.0
bs0_10_2,41529002885.0
bs0_10_3,41436637885.0
bs0_10_4,41674147885.0
bs0_10_5,41450963885.0
bs0_10_6,38261166885.0
bs0_10_7,38494152885.0
bs0_10_8,38119414885.0
bs0_10_9,41363499885.0
bs0_10_10,41214961885.0
bs0_10_11,41057375885.0
bs0_10_12,41122596885.0
bs0_10_13,41279428885.0
bs0_10_14,40641544885.0
bs0_10_15,36972203885.0
bs0_10_16,36942797885.0
bs0_10_17,36758067885.0
bs0_10_18,40853041885.0
bs0_10_19,40430047885.0
bs0_10_20,40655116885.0
bs0_10_21,40892626885.0
bs0_10_22,40934850885.0
bs0_10_23,41259447885.0
bs1_1_0,27649877112.5
bs1_1_1,27426877112.5
bs1_1_2,27539127112.5
bs1_1_3,27477877112.5
bs1_1_4,27635377112.5
bs1_1_5,27487377112.5
bs1_1_6,25372127112.5
bs1_1_7,25526627112.5
bs1_1_8,25278127112.5
bs1_1_9,27429377112.5
bs1_1_10,27330877112.5
bs1_1_11,27226377112.5
bs1_1_12,27269627112.5
bs1_1_13,27373627112.5
bs1_1_14,26950627112.5
bs1_1_15,24517377112.5
bs1_1_16,24497877112.5
bs1_1_17,24375377112.5
bs1_1_18,27090877112.5
bs1_1_19,26810377112.5
bs1_1_20,26959627112.5
bs1_1_21,27117127112.5
bs1_1_22,27145127112.5
bs1_1_23,27360377112.5
bs1_2_0,28755872145.0
bs1_2_1,28523952145.0
bs1_2_2,28640692145.0
bs1_2_3,28576992145.0
bs1_2_4,28740792145.0
bs1_2_5,28586872145.0
bs1_2_6,26387012145.0
bs1_2_7,26547692145.0
bs1_2_8,26289252145.0
bs1_2_9,28526552145.0
bs1_2_10,28424112145.0
bs1_2_11,28315432145.0
bs1_2_12,28360412145.0
bs1_2_13,28468572145.0
bs1_2_14,28028652145.0
bs1_2_15,25498072145.0
bs1_2_16,25477792145.0
bs1_2_17,25350392145.0
bs1_2_18,28174512145.0
bs1_2_19,27882792145.0
bs1_2_20,28038012145.0
bs1_2_21,28201812145.0
bs1_2_22,28230932145.0
bs1_2_23,28454792145.0
bs1_3_0,29861867177.5
bs1_3_1,29621027177.5
bs1_3_2,29742257177.5
bs1_3_3,29676107177.5
bs1_3_4,29846207177.5
bs1_3_5,29686367177.5
bs1_3_6,27401897177.5
bs1_3_7,27568757177.5
bs1_3_8,27300377177.5
bs1_3_9,29623727177.5
bs1_3_10,29517347177.5
bs1_3_11,29404487177.5
bs1_3_12,29451197177.5
bs1_3_13,29563517177.5
bs1_3_14,29106677177.5
bs1_3_15,26478767177.5
