,Value
bs0_1_0,18718106350.0
bs0_1_1,18765026350.0
bs0_1_2,18708756350.0
bs0_1_3,18808206350.0
bs0_1_4,18710966350.0
bs0_1_5,18692096350.0
bs0_1_6,17332096350.0
bs0_1_7,17531166350.0
bs0_1_8,17020146350.0
bs0_1_9,18379296350.0
bs0_1_10,18436756350.0
bs0_1_11,18383206350.0
bs0_1_12,18560176350.0
bs0_1_13,18451886350.0
bs0_1_14,18358216350.0
bs0_1_15,16391146350.0
bs0_1_16,17542556350.0
bs0_1_17,16993456350.0
bs0_1_18,18202496350.0
bs0_1_19,18446616350.0
bs0_1_20,18329486350.0
bs0_1_21,18634636350.0
bs0_1_22,18268116350.0
bs0_1_23,18310956350.0
bs0_2_0,21250555965.0
bs0_2_1,21303823965.0
bs0_2_2,21239940965.0
bs0_2_3,21352845965.0
bs0_2_4,21242449965.0
bs0_2_5,21221026965.0
bs0_2_6,19677026965.0
bs0_2_7,19903029965.0
bs0_2_8,19322871965.0
bs0_2_9,20865906965.0
bs0_2_10,20931140965.0
bs0_2_11,20870345965.0
bs0_2_12,21071258965.0
bs0_2_13,20948317965.0
bs0_2_14,20841974965.0
bs0_2_15,18608771965.0
bs0_2_16,19915960965.0
bs0_2_17,19292570965.0
bs0_2_18,20665186965.0
bs0_2_19,20942334965.0
bs0_2_20,20809357965.0
bs0_2_21,21155792965.0
bs0_2_22,20739684965.0
bs0_2_23,20788320965.0
bs0_3_0,23783005580.0
bs0_3_1,23842621580.0
bs0_3_2,23771125580.0
bs0_3_3,23897485580.0
bs0_3_4,23773933580.0
bs0_3_5,23749957580.0
bs0_3_6,22021957580.0
bs0_3_7,22274893580.0
bs0_3_8,21625597580.0
bs0_3_9,23352517580.0
bs0_3_10,23425525580.0
bs0_3_11,23357485580.0
bs0_3_12,23582341580.0
bs0_3_13,23444749580.0
bs0_3_14,23325733580.0
bs0_3_15,20826397580.0
bs0_3_16,22289365580.0
bs0_3_17,21591685580.0
bs0_3_18,23127877580.0
bs0_3_19,23438053580.0
bs0_3_20,23289229580.0
bs0_3_21,23676949580.0
bs0_3_22,23211253580.0
bs0_3_23,23265685580.0
bs0_4_0,26315455195.0
bs0_4_1,26381419195.0
bs0_4_2,26302310195.0
bs0_4_3,26442125195.0
bs0_4_4,26305417195.0
bs0_4_5,26278888195.0
bs0_4_6,24366888195.0
bs0_4_7,24646757195.0
bs0_4_8,23928323195.0
bs0_4_9,25839128195.0
bs0_4_10,25919910195.0
bs0_4_11,25844625195.0
bs0_4_12,26093424195.0
bs0_4_13,25941181195.0
bs0_4_14,25809492195.0
bs0_4_15,23044023195.0
bs0_4_16,24662770195.0
bs0_4_17,23890800195.0
bs0_4_18,25590568195.0
bs0_4_19,25933772195.0
bs0_4_20,25769101195.0
bs0_4_21,26198106195.0
bs0_4_22,25682822195.0
bs0_4_23,25743050195.0
bs0_5_0,28847904810.0
bs0_5_1,28920216810.0
bs0_5_2,28833494810.0
bs0_5_3,28986764810.0
bs0_5_4,28836900810.0
bs0_5_5,28807818810.0
bs0_5_6,26711818810.0
bs0_5_7,27018620810.0
bs0_5_8,26231048810.0
bs0_5_9,28325738810.0
bs0_5_10,28414294810.0
bs0_5_11,28331764810.0
bs0_5_12,28604506810.0
