,Value
bs0_1_0,18679176350.0
bs0_1_1,18789846350.0
bs0_1_2,18685126350.0
bs0_1_3,18746326350.0
bs0_1_4,18657076350.0
bs0_1_5,18795116350.0
bs0_1_6,17847026350.0
bs0_1_7,17228056350.0
bs0_1_8,17313226350.0
bs0_1_9,18346316350.0
bs0_1_10,18386776350.0
bs0_1_11,18392386350.0
bs0_1_12,18512576350.0
bs0_1_13,18320986350.0
bs0_1_14,18632426350.0
bs0_1_15,17593896350.0
bs0_1_16,17439706350.0
bs0_1_17,17403666350.0
bs0_1_18,18596386350.0
bs0_1_19,18614576350.0
bs0_1_20,18284776350.0
bs0_1_21,18357026350.0
bs0_1_22,18244826350.0
bs0_1_23,18451206350.0
bs0_2_0,21206358965.0
bs0_2_1,21332001965.0
bs0_2_2,21213113965.0
bs0_2_3,21282593965.0
bs0_2_4,21181268965.0
bs0_2_5,21337984965.0
bs0_2_6,20261623965.0
bs0_2_7,19558910965.0
bs0_2_8,19655603965.0
bs0_2_9,20828464965.0
bs0_2_10,20874398965.0
bs0_2_11,20880767965.0
bs0_2_12,21017218965.0
bs0_2_13,20799707965.0
bs0_2_14,21153283965.0
bs0_2_15,19974246965.0
bs0_2_16,19799195965.0
bs0_2_17,19758279965.0
bs0_2_18,21112367965.0
bs0_2_19,21133018965.0
bs0_2_20,20758598965.0
bs0_2_21,20840623965.0
bs0_2_22,20713243965.0
bs0_2_23,20947545965.0
bs0_3_0,23733541580.0
bs0_3_1,23874157580.0
bs0_3_2,23741101580.0
bs0_3_3,23818861580.0
bs0_3_4,23705461580.0
bs0_3_5,23880853580.0
bs0_3_6,22676221580.0
bs0_3_7,21889765580.0
bs0_3_8,21997981580.0
bs0_3_9,23310613580.0
bs0_3_10,23362021580.0
bs0_3_11,23369149580.0
bs0_3_12,23521861580.0
bs0_3_13,23278429580.0
bs0_3_14,23674141580.0
bs0_3_15,22354597580.0
bs0_3_16,22158685580.0
bs0_3_17,22112893580.0
bs0_3_18,23628349580.0
bs0_3_19,23651461580.0
bs0_3_20,23232421580.0
bs0_3_21,23324221580.0
bs0_3_22,23181661580.0
bs0_3_23,23443885580.0
bs0_4_0,26260724195.0
bs0_4_1,26416313195.0
bs0_4_2,26269089195.0
bs0_4_3,26355129195.0
bs0_4_4,26229654195.0
bs0_4_5,26423722195.0
bs0_4_6,25090819195.0
bs0_4_7,24220620195.0
bs0_4_8,24340359195.0
bs0_4_9,25792762195.0
bs0_4_10,25849644195.0
bs0_4_11,25857531195.0
bs0_4_12,26026504195.0
bs0_4_13,25757151195.0
bs0_4_14,26194999195.0
bs0_4_15,24734948195.0
bs0_4_16,24518175195.0
bs0_4_17,24467507195.0
bs0_4_18,26144331195.0
bs0_4_19,26169904195.0
bs0_4_20,25706244195.0
bs0_4_21,25807819195.0
bs0_4_22,25650079195.0
bs0_4_23,25940225195.0
bs0_5_0,28787906810.0
bs0_5_1,28958468810.0
bs0_5_2,28797076810.0
bs0_5_3,28891396810.0
bs0_5_4,28753846810.0
bs0_5_5,28966590810.0
bs0_5_6,27505416810.0
bs0_5_7,26551474810.0
bs0_5_8,26682736810.0
bs0_5_9,28274910810.0
bs0_5_10,28337266810.0
bs0_5_11,28345912810.0
bs0_5_12,28531146810.0
bs0_5_13,28235872810.0
bs0_5_14,28715856810.0
bs0_5_15,27115298810.0
bs0_5_16,26877664810.0
bs0_5_17,26822120810.0
bs0_5_18,28660312810.0
bs0_5_19,28688346810.0
bs0_5_20,28180066810.0
bs0_5_21,28291416810.0
bs0_5_22,28118496810.0
bs0_5_23,28436564810.0
bs0_6_0,31315089425.0
bs0_6_1,31500624425.0
bs0_6_2,31325064425.0
bs0_6_3,31427664425.0
bs0_6_4,31278039425.0
bs0_6_5,31509459425.0
bs0_6_6,29920014425.0
bs0_6_7,28882329425.0
bs0_6_8,29025114425.0
bs0_6_9,30757059425.0
bs0_6_10,30824889425.0
bs0_6_11,30834294425.0
bs0_6_12,31035789425.0
bs0_6_13,30714594425.0
bs0_6_14,31236714425.0
bs0_6_15,29495649425.0
bs0_6_16,29237154425.0
bs0_6_17,29176734425.0
bs0_6_18,31176294425.0
bs0_6_19,31206789425.0
bs0_6_20,30653889425.0
bs0_6_21,30775014425.0
bs0_6_22,30586914425.0
bs0_6_23,30932904425.0
bs0_7_0,33842272040.0
bs0_7_1,34042780040.0
bs0_7_2,33853052040.0
bs0_7_3,33963932040.0
bs0_7_4,33802232040.0
bs0_7_5,34052328040.0
bs0_7_6,32334612040.0
bs0_7_7,31213184040.0
bs0_7_8,31367492040.0
bs0_7_9,33239208040.0
bs0_7_10,33312512040.0
bs0_7_11,33322676040.0
bs0_7_12,33540432040.0
bs0_7_13,33193316040.0
bs0_7_14,33757572040.0
bs0_7_15,31876000040.0
bs0_7_16,31596644040.0
bs0_7_17,31531348040.0
bs0_7_18,33692276040.0
bs0_7_19,33725232040.0
bs0_7_20,33127712040.0
bs0_7_21,33258612040.0
bs0_7_22,33055332040.0
bs0_7_23,33429244040.0
bs0_8_0,36369454655.0
bs0_8_1,36584935655.0
bs0_8_2,36381039655.0
bs0_8_3,36500199655.0
bs0_8_4,36326424655.0
bs0_8_5,36595196655.0
bs0_8_6,34749209655.0
bs0_8_7,33544038655.0
bs0_8_8,33709869655.0
bs0_8_9,35721356655.0
bs0_8_10,35800134655.0
bs0_8_11,35811057655.0
bs0_8_12,36045074655.0
bs0_8_13,35672037655.0
bs0_8_14,36278429655.0
bs0_8_15,34256350655.0
bs0_8_16,33956133655.0
bs0_8_17,33885961655.0
bs0_8_18,36208257655.0
bs0_8_19,36243674655.0
bs0_8_20,35601534655.0
bs0_8_21,35742209655.0
bs0_8_22,35523749655.0
bs0_8_23,35925583655.0
bs0_9_0,38896637270.0
bs0_9_1,39127091270.0
bs0_9_2,38909027270.0
bs0_9_3,39036467270.0
bs0_9_4,38850617270.0
bs0_9_5,39138065270.0
bs0_9_6,37163807270.0
bs0_9_7,35874893270.0
bs0_9_8,36052247270.0
bs0_9_9,38203505270.0
bs0_9_10,38287757270.0
bs0_9_11,38299439270.0
bs0_9_12,38549717270.0
bs0_9_13,38150759270.0
bs0_9_14,38799287270.0
bs0_9_15,36636701270.0
bs0_9_16,36315623270.0
bs0_9_17,36240575270.0
bs0_9_18,38724239270.0
bs0_9_19,38762117270.0
bs0_9_20,38075357270.0
bs0_9_21,38225807270.0
bs0_9_22,37992167270.0
bs0_9_23,38421923270.0
bs0_10_0,41423819885.0
bs0_10_1,41669246885.0
bs0_10_2,41437014885.0
bs0_10_3,41572734885.0
bs0_10_4,41374809885.0
bs0_10_5,41680933885.0
bs0_10_6,39578404885.0
bs0_10_7,38205747885.0
bs0_10_8,38394624885.0
bs0_10_9,40685653885.0
bs0_10_10,40775379885.0
bs0_10_11,40787820885.0
bs0_10_12,41054359885.0
bs0_10_13,40629480885.0
bs0_10_14,41320144885.0
bs0_10_15,39017051885.0
bs0_10_16,38675112885.0
bs0_10_17,38595188885.0
bs0_10_18,41240220885.0
bs0_10_19,41280559885.0
bs0_10_20,40549179885.0
bs0_10_21,40709404885.0
bs0_10_22,40460584885.0
bs0_10_23,40918262885.0
bs1_1_0,27469377112.5
bs1_1_1,27632127112.5
bs1_1_2,27478127112.5
bs1_1_3,27568127112.5
bs1_1_4,27436877112.5
bs1_1_5,27639877112.5
bs1_1_6,26245627112.5
bs1_1_7,25335377112.5
bs1_1_8,25460627112.5
bs1_1_9,26979877112.5
bs1_1_10,27039377112.5
bs1_1_11,27047627112.5
bs1_1_12,27224377112.5
bs1_1_13,26942627112.5
bs1_1_14,27400627112.5
bs1_1_15,25873377112.5
bs1_1_16,25646627112.5
bs1_1_17,25593627112.5
bs1_1_18,27347627112.5
bs1_1_19,27374377112.5
bs1_1_20,26889377112.5
bs1_1_21,26995627112.5
bs1_1_22,26830627112.5
bs1_1_23,27134127112.5
bs1_2_0,28568152145.0
bs1_2_1,28737412145.0
bs1_2_2,28577252145.0
bs1_2_3,28670852145.0
bs1_2_4,28534352145.0
bs1_2_5,28745472145.0
bs1_2_6,27295452145.0
bs1_2_7,26348792145.0
bs1_2_8,26479052145.0
bs1_2_9,28059072145.0
bs1_2_10,28120952145.0
bs1_2_11,28129532145.0
bs1_2_12,28313352145.0
bs1_2_13,28020332145.0
bs1_2_14,28496652145.0
bs1_2_15,26908312145.0
bs1_2_16,26672492145.0
bs1_2_17,26617372145.0
bs1_2_18,28441532145.0
bs1_2_19,28469352145.0
bs1_2_20,27964952145.0
bs1_2_21,28075452145.0
bs1_2_22,27903852145.0
bs1_2_23,28219492145.0
bs1_3_0,29666927177.5
bs1_3_1,29842697177.5
bs1_3_2,29676377177.5
bs1_3_3,29773577177.5
bs1_3_4,29631827177.5
bs1_3_5,29851067177.5
bs1_3_6,28345277177.5
bs1_3_7,27362207177.5
bs1_3_8,27497477177.5
bs1_3_9,29138267177.5
bs1_3_10,29202527177.5
bs1_3_11,29211437177.5
bs1_3_12,29402327177.5
bs1_3_13,29098037177.5
bs1_3_14,29592677177.5
bs1_3_15,27943247177.5
bs1_3_16,27698357177.5
bs1_3_17,27641117177.5
bs1_3_18,29535437177.5
bs1_3_19,29564327177.5
bs1_3_20,29040527177.5
bs1_3_21,29155277177.5
bs1_3_22,28977077177.5
bs1_3_23,29304857177.5
bs1_4_0,30765702210.0
bs1_4_1,30947982210.0
bs1_4_2,30775502210.0
bs1_4_3,30876302210.0
bs1_4_4,30729302210.0
bs1_4_5,30956662210.0
bs1_4_6,29395102210.0
bs1_4_7,28375622210.0
bs1_4_8,28515902210.0
bs1_4_9,30217462210.0
bs1_4_10,30284102210.0
bs1_4_11,30293342210.0
bs1_4_12,30491302210.0
bs1_4_13,30175742210.0
bs1_4_14,30688702210.0
bs1_4_15,28978182210.0
bs1_4_16,28724222210.0
bs1_4_17,28664862210.0
bs1_4_18,30629342210.0
bs1_4_19,30659302210.0
bs1_4_20,30116102210.0
bs1_4_21,30235102210.0
bs1_4_22,30050302210.0
bs1_4_23,30390222210.0
bs1_5_0,31864477242.5
bs1_5_1,32053267242.5
bs1_5_2,31874627242.5
bs1_5_3,31979027242.5
bs1_5_4,31826777242.5
bs1_5_5,32062257242.5
bs1_5_6,30444927242.5
bs1_5_7,29389037242.5
bs1_5_8,29534327242.5
bs1_5_9,31296657242.5
bs1_5_10,31365677242.5
bs1_5_11,31375247242.5
bs1_5_12,31580277242.5
bs1_5_13,31253447242.5
bs1_5_14,31784727242.5
bs1_5_15,30013117242.5
bs1_5_16,29750087242.5
bs1_5_17,29688607242.5
bs1_5_18,31723247242.5
bs1_5_19,31754277242.5
bs1_5_20,31191677242.5
bs1_5_21,31314927242.5
bs1_5_22,31123527242.5
bs1_5_23,31475587242.5
bs1_6_0,32963252275.0
bs1_6_1,33158552275.0
bs1_6_2,32973752275.0
bs1_6_3,33081752275.0
bs1_6_4,32924252275.0
bs1_6_5,33167852275.0
bs1_6_6,31494752275.0
bs1_6_7,30402452275.0
bs1_6_8,30552752275.0
bs1_6_9,32375852275.0
bs1_6_10,32447252275.0
bs1_6_11,32457152275.0
bs1_6_12,32669252275.0
bs1_6_13,32331152275.0
bs1_6_14,32880752275.0
bs1_6_15,31048052275.0
bs1_6_16,30775952275.0
bs1_6_17,30712352275.0
bs1_6_18,32817152275.0
bs1_6_19,32849252275.0
bs1_6_20,32267252275.0
bs1_6_21,32394752275.0
bs1_6_22,32196752275.0
bs1_6_23,32560952275.0
bs1_7_0,34062027307.5
bs1_7_1,34263837307.5
bs1_7_2,34072877307.5
bs1_7_3,34184477307.5
bs1_7_4,34021727307.5
bs1_7_5,34273447307.5
bs1_7_6,32544577307.5
bs1_7_7,31415867307.5
bs1_7_8,31571177307.5
bs1_7_9,33455047307.5
bs1_7_10,33528827307.5
bs1_7_11,33539057307.5
bs1_7_12,33758227307.5
bs1_7_13,33408857307.5
bs1_7_14,33976777307.5
bs1_7_15,32082987307.5
bs1_7_16,31801817307.5
bs1_7_17,31736097307.5
bs1_7_18,33911057307.5
bs1_7_19,33944227307.5
bs1_7_20,33342827307.5
bs1_7_21,33474577307.5
bs1_7_22,33269977307.5
bs1_7_23,33646317307.5
bs1_8_0,35160802340.0
bs1_8_1,35369122340.0
bs1_8_2,35172002340.0
bs1_8_3,35287202340.0
bs1_8_4,35119202340.0
bs1_8_5,35379042340.0
bs1_8_6,33594402340.0
bs1_8_7,32429282340.0
bs1_8_8,32589602340.0
bs1_8_9,34534242340.0
bs1_8_10,34610402340.0
bs1_8_11,34620962340.0
bs1_8_12,34847202340.0
bs1_8_13,34486562340.0
bs1_8_14,35072802340.0
bs1_8_15,33117922340.0
bs1_8_16,32827682340.0
bs1_8_17,32759842340.0
bs1_8_18,35004962340.0
bs1_8_19,35039202340.0
bs1_8_20,34418402340.0
bs1_8_21,34554402340.0
bs1_8_22,34343202340.0
bs1_8_23,34731682340.0
bs1_9_0,36259577372.5
bs1_9_1,36474407372.5
bs1_9_2,36271127372.5
bs1_9_3,36389927372.5
bs1_9_4,36216677372.5
bs1_9_5,36484637372.5
bs1_9_6,34644227372.5
bs1_9_7,33442697372.5
bs1_9_8,33608027372.5
bs1_9_9,35613437372.5
bs1_9_10,35691977372.5
bs1_9_11,35702867372.5
bs1_9_12,35936177372.5
bs1_9_13,35564267372.5
bs1_9_14,36168827372.5
bs1_9_15,34152857372.5
bs1_9_16,33853547372.5
bs1_9_17,33783587372.5
bs1_9_18,36098867372.5
bs1_9_19,36134177372.5
bs1_9_20,35493977372.5
bs1_9_21,35634227372.5
bs1_9_22,35416427372.5
bs1_9_23,35817047372.5
bs1_10_0,37358352405.0
bs1_10_1,37579692405.0
bs1_10_2,37370252405.0
bs1_10_3,37492652405.0
bs1_10_4,37314152405.0
bs1_10_5,37590232405.0
bs1_10_6,35694052405.0
bs1_10_7,34456112405.0
bs1_10_8,34626452405.0
bs1_10_9,36692632405.0
bs1_10_10,36773552405.0
bs1_10_11,36784772405.0
bs1_10_12,37025152405.0
bs1_10_13,36641972405.0
bs1_10_14,37264852405.0
bs1_10_15,35187792405.0
bs1_10_16,34879412405.0
bs1_10_17,34807332405.0
bs1_10_18,37192772405.0
bs1_10_19,37229152405.0
bs1_10_20,36569552405.0
bs1_10_21,36714052405.0
bs1_10_22,36489652405.0
bs1_10_23,36902412405.0
bs2_1_0,32963253750.0
bs2_1_1,33158553750.0
bs2_1_2,32973753750.0
bs2_1_3,33081753750.0
bs2_1_4,32924253750.0
bs2_1_5,33167853750.0
bs2_1_6,31494753750.0
bs2_1_7,30402453750.0
bs2_1_8,30552753750.0
bs2_1_9,32375853750.0
bs2_1_10,32447253750.0
bs2_1_11,32457153750.0
bs2_1_12,32669253750.0
bs2_1_13,32331153750.0
bs2_1_14,32880753750.0
bs2_1_15,31048053750.0
bs2_1_16,30775953750.0
bs2_1_17,30712353750.0
bs2_1_18,32817153750.0
bs2_1_19,32849253750.0
bs2_1_20,32267253750.0
bs2_1_21,32394753750.0
bs2_1_22,32196753750.0
bs2_1_23,32560953750.0
bs2_2_0,38457129125.0
bs2_2_1,38684979125.0
bs2_2_2,38469379125.0
bs2_2_3,38595379125.0
bs2_2_4,38411629125.0
bs2_2_5,38695829125.0
bs2_2_6,36743879125.0
bs2_2_7,35469529125.0
bs2_2_8,35644879125.0
bs2_2_9,37771829125.0
bs2_2_10,37855129125.0
bs2_2_11,37866679125.0
bs2_2_12,38114129125.0
bs2_2_13,37719679125.0
bs2_2_14,38360879125.0
bs2_2_15,36222729125.0
bs2_2_16,35905279125.0
bs2_2_17,35831079125.0
bs2_2_18,38286679125.0
bs2_2_19,38324129125.0
bs2_2_20,37645129125.0
bs2_2_21,37793879125.0
bs2_2_22,37562879125.0
bs2_2_23,37987779125.0
bs2_3_0,43951004500.0
bs2_3_1,44211404500.0
bs2_3_2,43965004500.0
bs2_3_3,44109004500.0
bs2_3_4,43899004500.0
bs2_3_5,44223804500.0
bs2_3_6,41993004500.0
bs2_3_7,40536604500.0
bs2_3_8,40737004500.0
bs2_3_9,43167804500.0
bs2_3_10,43263004500.0
bs2_3_11,43276204500.0
bs2_3_12,43559004500.0
bs2_3_13,43108204500.0
bs2_3_14,43841004500.0
bs2_3_15,41397404500.0
bs2_3_16,41034604500.0
bs2_3_17,40949804500.0
bs2_3_18,43756204500.0
bs2_3_19,43799004500.0
bs2_3_20,43023004500.0
bs2_3_21,43193004500.0
bs2_3_22,42929004500.0
bs2_3_23,43414604500.0
bs2_4_0,49444879875.0
bs2_4_1,49737829875.0
bs2_4_2,49460629875.0
bs2_4_3,49622629875.0
bs2_4_4,49386379875.0
bs2_4_5,49751779875.0
bs2_4_6,47242129875.0
bs2_4_7,45603679875.0
bs2_4_8,45829129875.0
bs2_4_9,48563779875.0
bs2_4_10,48670879875.0
bs2_4_11,48685729875.0
bs2_4_12,49003879875.0
bs2_4_13,48496729875.0
bs2_4_14,49321129875.0
bs2_4_15,46572079875.0
bs2_4_16,46163929875.0
bs2_4_17,46068529875.0
bs2_4_18,49225729875.0
bs2_4_19,49273879875.0
bs2_4_20,48400879875.0
bs2_4_21,48592129875.0
bs2_4_22,48295129875.0
bs2_4_23,48841429875.0
bs2_5_0,54938755250.0
bs2_5_1,55264255250.0
bs2_5_2,54956255250.0
bs2_5_3,55136255250.0
bs2_5_4,54873755250.0
bs2_5_5,55279755250.0
bs2_5_6,52491255250.0
bs2_5_7,50670755250.0
bs2_5_8,50921255250.0
bs2_5_9,53959755250.0
bs2_5_10,54078755250.0
bs2_5_11,54095255250.0
bs2_5_12,54448755250.0
bs2_5_13,53885255250.0
bs2_5_14,54801255250.0
bs2_5_15,51746755250.0
bs2_5_16,51293255250.0
bs2_5_17,51187255250.0
bs2_5_18,54695255250.0
bs2_5_19,54748755250.0
bs2_5_20,53778755250.0
bs2_5_21,53991255250.0
bs2_5_22,53661255250.0
bs2_5_23,54268255250.0
bs2_6_0,60432630625.0
bs2_6_1,60790680625.0
bs2_6_2,60451880625.0
bs2_6_3,60649880625.0
bs2_6_4,60361130625.0
bs2_6_5,60807730625.0
bs2_6_6,57740380625.0
bs2_6_7,55737830625.0
bs2_6_8,56013380625.0
bs2_6_9,59355730625.0
bs2_6_10,59486630625.0
bs2_6_11,59504780625.0
bs2_6_12,59893630625.0
bs2_6_13,59273780625.0
bs2_6_14,60281380625.0
bs2_6_15,56921430625.0
bs2_6_16,56422580625.0
bs2_6_17,56305980625.0
bs2_6_18,60164780625.0
bs2_6_19,60223630625.0
bs2_6_20,59156630625.0
bs2_6_21,59390380625.0
bs2_6_22,59027380625.0
bs2_6_23,59695080625.0
bs2_7_0,65926506000.0
bs2_7_1,66317106000.0
bs2_7_2,65947506000.0
bs2_7_3,66163506000.0
bs2_7_4,65848506000.0
bs2_7_5,66335706000.0
bs2_7_6,62989506000.0
bs2_7_7,60804906000.0
bs2_7_8,61105506000.0
