,Value
bs0_1_0,18753126350.0
bs0_1_1,18851046350.0
bs0_1_2,18827076350.0
bs0_1_3,18825716350.0
bs0_1_4,18646536350.0
bs0_1_5,18659966350.0
bs0_1_6,17007906350.0
bs0_1_7,17627896350.0
bs0_1_8,17210886350.0
bs0_1_9,18298716350.0
bs0_1_10,18430296350.0
bs0_1_11,18412446350.0
bs0_1_12,18309936350.0
bs0_1_13,18603356350.0
bs0_1_14,18677816350.0
bs0_1_15,17248286350.0
bs0_1_16,16394716350.0
bs0_1_17,16702756350.0
bs0_1_18,18404456350.0
bs0_1_19,18241426350.0
bs0_1_20,18627496350.0
bs0_1_21,18386606350.0
bs0_1_22,18410916350.0
bs0_1_23,18528556350.0
bs0_2_0,21290313965.0
bs0_2_1,21401481965.0
bs0_2_2,21374268965.0
bs0_2_3,21372724965.0
bs0_2_4,21169302965.0
bs0_2_5,21184549965.0
bs0_2_6,19308975965.0
bs0_2_7,20012846965.0
bs0_2_8,19539417965.0
bs0_2_9,20774424965.0
bs0_2_10,20923806965.0
bs0_2_11,20903541965.0
bs0_2_12,20787162965.0
bs0_2_13,21120280965.0
bs0_2_14,21204814965.0
bs0_2_15,19581877965.0
bs0_2_16,18612824965.0
bs0_2_17,18962540965.0
bs0_2_18,20894470965.0
bs0_2_19,20709383965.0
bs0_2_20,21147686965.0
bs0_2_21,20874205965.0
bs0_2_22,20901804965.0
bs0_2_23,21035360965.0
bs0_3_0,23827501580.0
bs0_3_1,23951917580.0
bs0_3_2,23921461580.0
bs0_3_3,23919733580.0
bs0_3_4,23692069580.0
bs0_3_5,23709133580.0
bs0_3_6,21610045580.0
bs0_3_7,22397797580.0
bs0_3_8,21867949580.0
bs0_3_9,23250133580.0
bs0_3_10,23417317580.0
bs0_3_11,23394637580.0
bs0_3_12,23264389580.0
bs0_3_13,23637205580.0
bs0_3_14,23731813580.0
bs0_3_15,21915469580.0
bs0_3_16,20830933580.0
bs0_3_17,21222325580.0
bs0_3_18,23384485580.0
bs0_3_19,23177341580.0
bs0_3_20,23667877580.0
bs0_3_21,23361805580.0
bs0_3_22,23392693580.0
bs0_3_23,23542165580.0
bs0_4_0,26364689195.0
bs0_4_1,26502353195.0
bs0_4_2,26468654195.0
bs0_4_3,26466742195.0
bs0_4_4,26214836195.0
bs0_4_5,26233717195.0
bs0_4_6,23911115195.0
bs0_4_7,24782748195.0
bs0_4_8,24196481195.0
bs0_4_9,25725842195.0
bs0_4_10,25910828195.0
bs0_4_11,25885733195.0
bs0_4_12,25741616195.0
bs0_4_13,26154130195.0
bs0_4_14,26258812195.0
bs0_4_15,24249061195.0
bs0_4_16,23049042195.0
bs0_4_17,23482110195.0
bs0_4_18,25874500195.0
bs0_4_19,25645299195.0
bs0_4_20,26188068195.0
bs0_4_21,25849405195.0
bs0_4_22,25883582195.0
bs0_4_23,26048970195.0
bs0_5_0,28901876810.0
bs0_5_1,29052788810.0
bs0_5_2,29015846810.0
bs0_5_3,29013750810.0
bs0_5_4,28737602810.0
bs0_5_5,28758300810.0
bs0_5_6,26212184810.0
bs0_5_7,27167698810.0
bs0_5_8,26525012810.0
bs0_5_9,28201550810.0
bs0_5_10,28404338810.0
bs0_5_11,28376828810.0
bs0_5_12,28218842810.0
bs0_5_13,28671054810.0
bs0_5_14,28785810810.0
bs0_5_15,26582652810.0
bs0_5_16,25267150810.0
bs0_5_17,25741894810.0
bs0_5_18,28364514810.0
bs0_5_19,28113256810.0
bs0_5_20,28708258810.0
bs0_5_21,28337004810.0
bs0_5_22,28374470810.0
bs0_5_23,28555774810.0
bs0_6_0,31439064425.0
bs0_6_1,31603224425.0
bs0_6_2,31563039425.0
bs0_6_3,31560759425.0
bs0_6_4,31260369425.0
bs0_6_5,31282884425.0
bs0_6_6,28513254425.0
bs0_6_7,29552649425.0
bs0_6_8,28853544425.0
bs0_6_9,30677259425.0
bs0_6_10,30897849425.0
bs0_6_11,30867924425.0
bs0_6_12,30696069425.0
bs0_6_13,31187979425.0
bs0_6_14,31312809425.0
bs0_6_15,28916244425.0
bs0_6_16,27485259425.0
bs0_6_17,28001679425.0
bs0_6_18,30854529425.0
bs0_6_19,30581214425.0
bs0_6_20,31228449425.0
bs0_6_21,30824604425.0
bs0_6_22,30865359425.0
bs0_6_23,31062579425.0
bs0_7_0,33976252040.0
bs0_7_1,34153660040.0
bs0_7_2,34110232040.0
bs0_7_3,34107768040.0
bs0_7_4,33783136040.0
bs0_7_5,33807468040.0
bs0_7_6,30814324040.0
bs0_7_7,31937600040.0
bs0_7_8,31182076040.0
bs0_7_9,33152968040.0
bs0_7_10,33391360040.0
bs0_7_11,33359020040.0
bs0_7_12,33173296040.0
bs0_7_13,33704904040.0
bs0_7_14,33839808040.0
bs0_7_15,31249836040.0
bs0_7_16,29703368040.0
bs0_7_17,30261464040.0
bs0_7_18,33344544040.0
bs0_7_19,33049172040.0
bs0_7_20,33748640040.0
bs0_7_21,33312204040.0
bs0_7_22,33356248040.0
bs0_7_23,33569384040.0
bs0_8_0,36513439655.0
bs0_8_1,36704095655.0
bs0_8_2,36657424655.0
bs0_8_3,36654776655.0
bs0_8_4,36305902655.0
bs0_8_5,36332051655.0
bs0_8_6,33115393655.0
bs0_8_7,34322550655.0
bs0_8_8,33510607655.0
bs0_8_9,35628676655.0
bs0_8_10,35884870655.0
bs0_8_11,35850115655.0
bs0_8_12,35650522655.0
bs0_8_13,36221828655.0
bs0_8_14,36366806655.0
bs0_8_15,33583427655.0
bs0_8_16,31921476655.0
bs0_8_17,32521248655.0
bs0_8_18,35834558655.0
bs0_8_19,35517129655.0
bs0_8_20,36268830655.0
bs0_8_21,35799803655.0
bs0_8_22,35847136655.0
bs0_8_23,36076188655.0
bs0_9_0,39050627270.0
bs0_9_1,39254531270.0
bs0_9_2,39204617270.0
bs0_9_3,39201785270.0
bs0_9_4,38828669270.0
bs0_9_5,38856635270.0
bs0_9_6,35416463270.0
bs0_9_7,36707501270.0
bs0_9_8,35839139270.0
bs0_9_9,38104385270.0
bs0_9_10,38378381270.0
bs0_9_11,38341211270.0
bs0_9_12,38127749270.0
