,Value
bs0_1_0,18870936350.0
bs0_1_1,18798856350.0
bs0_1_2,18759756350.0
bs0_1_3,18685636350.0
bs0_1_4,18688696350.0
bs0_1_5,18711136350.0
bs0_1_6,17214286350.0
bs0_1_7,17511106350.0
bs0_1_8,17218536350.0
bs0_1_9,18669996350.0
bs0_1_10,18308066350.0
bs0_1_11,18602166350.0
bs0_1_12,18379976350.0
bs0_1_13,18626986350.0
bs0_1_14,18351926350.0
bs0_1_15,16336236350.0
bs0_1_16,16702756350.0
bs0_1_17,16507256350.0
bs0_1_18,18305006350.0
bs0_1_19,18492346350.0
bs0_1_20,18530256350.0
bs0_1_21,18631916350.0
bs0_1_22,18222556350.0
bs0_1_23,18266756350.0
bs0_2_0,21424062965.0
bs0_2_1,21342230965.0
bs0_2_2,21297840965.0
bs0_2_3,21213692965.0
bs0_2_4,21217166965.0
bs0_2_5,21242642965.0
bs0_2_6,19543277965.0
bs0_2_7,19880255965.0
bs0_2_8,19548102965.0
bs0_2_9,21195936965.0
bs0_2_10,20785039965.0
bs0_2_11,21118929965.0
bs0_2_12,20866678965.0
bs0_2_13,21147107965.0
bs0_2_14,20834833965.0
bs0_2_15,18546432965.0
bs0_2_16,18962540965.0
bs0_2_17,18740590965.0
bs0_2_18,20781565965.0
bs0_2_19,20994251965.0
bs0_2_20,21037290965.0
bs0_2_21,21152704965.0
bs0_2_22,20687960965.0
bs0_2_23,20738140965.0
bs0_3_0,23977189580.0
bs0_3_1,23885605580.0
bs0_3_2,23835925580.0
bs0_3_3,23741749580.0
bs0_3_4,23745637580.0
bs0_3_5,23774149580.0
bs0_3_6,21872269580.0
bs0_3_7,22249405580.0
bs0_3_8,21877669580.0
bs0_3_9,23721877580.0
bs0_3_10,23262013580.0
bs0_3_11,23635693580.0
bs0_3_12,23353381580.0
bs0_3_13,23667229580.0
bs0_3_14,23317741580.0
bs0_3_15,20756629580.0
bs0_3_16,21222325580.0
bs0_3_17,20973925580.0
bs0_3_18,23258125580.0
bs0_3_19,23496157580.0
bs0_3_20,23544325580.0
bs0_3_21,23673493580.0
bs0_3_22,23153365580.0
bs0_3_23,23209525580.0
bs0_4_0,26530316195.0
bs0_4_1,26428980195.0
bs0_4_2,26374010195.0
bs0_4_3,26269806195.0
bs0_4_4,26274108195.0
bs0_4_5,26305656195.0
bs0_4_6,24201261195.0
bs0_4_7,24618555195.0
bs0_4_8,24207236195.0
bs0_4_9,26247818195.0
bs0_4_10,25738987195.0
bs0_4_11,26152457195.0
bs0_4_12,25840084195.0
bs0_4_13,26187351195.0
bs0_4_14,25800649195.0
bs0_4_15,22966826195.0
bs0_4_16,23482110195.0
bs0_4_17,23207260195.0
bs0_4_18,25734685195.0
bs0_4_19,25998063195.0
bs0_4_20,26051360195.0
bs0_4_21,26194282195.0
bs0_4_22,25618770195.0
bs0_4_23,25680910195.0
bs0_5_0,29083442810.0
bs0_5_1,28972354810.0
bs0_5_2,28912094810.0
bs0_5_3,28797862810.0
bs0_5_4,28802578810.0
bs0_5_5,28837162810.0
bs0_5_6,26530252810.0
bs0_5_7,26987704810.0
bs0_5_8,26536802810.0
bs0_5_9,28773758810.0
bs0_5_10,28215960810.0
bs0_5_11,28669220810.0
bs0_5_12,28326786810.0
bs0_5_13,28707472810.0
bs0_5_14,28283556810.0
bs0_5_15,25177022810.0
bs0_5_16,25741894810.0
bs0_5_17,25440594810.0
bs0_5_18,28211244810.0
bs0_5_19,28499968810.0
bs0_5_20,28558394810.0
bs0_5_21,28715070810.0
bs0_5_22,28084174810.0
bs0_5_23,28152294810.0
bs0_6_0,31636569425.0
bs0_6_1,31515729425.0
bs0_6_2,31450179425.0
bs0_6_3,31325919425.0
bs0_6_4,31331049425.0
bs0_6_5,31368669425.0
bs0_6_6,28859244425.0
bs0_6_7,29356854425.0
bs0_6_8,28866369425.0
bs0_6_9,31299699425.0
bs0_6_10,30692934425.0
bs0_6_11,31185984425.0
bs0_6_12,30813489425.0
bs0_6_13,31227594425.0
bs0_6_14,30766464425.0
bs0_6_15,27387219425.0
bs0_6_16,28001679425.0
bs0_6_17,27673929425.0
bs0_6_18,30687804425.0
bs0_6_19,31001874425.0
bs0_6_20,31065429425.0
bs0_6_21,31235859425.0
bs0_6_22,30549579425.0
bs0_6_23,30623679425.0
bs0_7_0,34189696040.0
bs0_7_1,34059104040.0
bs0_7_2,33988264040.0
bs0_7_3,33853976040.0
bs0_7_4,33859520040.0
bs0_7_5,33900176040.0
bs0_7_6,31188236040.0
bs0_7_7,31726004040.0
bs0_7_8,31195936040.0
bs0_7_9,33825640040.0
bs0_7_10,33169908040.0
bs0_7_11,33702748040.0
bs0_7_12,33300192040.0
bs0_7_13,33747716040.0
bs0_7_14,33249372040.0
bs0_7_15,29597416040.0
bs0_7_16,30261464040.0
bs0_7_17,29907264040.0
bs0_7_18,33164364040.0
bs0_7_19,33503780040.0
bs0_7_20,33572464040.0
bs0_7_21,33756648040.0
bs0_7_22,33014984040.0
bs0_7_23,33095064040.0
bs0_8_0,36742822655.0
bs0_8_1,36602478655.0
bs0_8_2,36526348655.0
bs0_8_3,36382032655.0
bs0_8_4,36387990655.0
bs0_8_5,36431682655.0
bs0_8_6,33517227655.0
bs0_8_7,34095153655.0
bs0_8_8,33525502655.0
bs0_8_9,36351580655.0
bs0_8_10,35646881655.0
bs0_8_11,36219511655.0
bs0_8_12,35786894655.0
bs0_8_13,36267837655.0
bs0_8_14,35732279655.0
bs0_8_15,31807612655.0
bs0_8_16,32521248655.0
bs0_8_17,32140598655.0
bs0_8_18,35640923655.0
bs0_8_19,36005685655.0
bs0_8_20,36079498655.0
bs0_8_21,36277436655.0
bs0_8_22,35480388655.0
bs0_8_23,35566448655.0
bs0_9_0,39295949270.0
bs0_9_1,39145853270.0
bs0_9_2,39064433270.0
bs0_9_3,38910089270.0
bs0_9_4,38916461270.0
bs0_9_5,38963189270.0
bs0_9_6,35846219270.0
bs0_9_7,36464303270.0
bs0_9_8,35855069270.0
bs0_9_9,38877521270.0
bs0_9_10,38123855270.0
bs0_9_11,38736275270.0
bs0_9_12,38273597270.0
bs0_9_13,38787959270.0
bs0_9_14,38215187270.0
bs0_9_15,34017809270.0
bs0_9_16,34781033270.0
bs0_9_17,34373933270.0
bs0_9_18,38117483270.0
bs0_9_19,38507591270.0
bs0_9_20,38586533270.0
bs0_9_21,38798225270.0
bs0_9_22,37945793270.0
bs0_9_23,38037833270.0
bs0_10_0,41849075885.0
bs0_10_1,41689227885.0
bs0_10_2,41602517885.0
bs0_10_3,41438145885.0
bs0_10_4,41444931885.0
bs0_10_5,41494695885.0
bs0_10_6,38175210885.0
bs0_10_7,38833452885.0
bs0_10_8,38184635885.0
bs0_10_9,41403461885.0
bs0_10_10,40600828885.0
bs0_10_11,41253038885.0
bs0_10_12,40760299885.0
bs0_10_13,41308080885.0
bs0_10_14,40698094885.0
bs0_10_15,36228005885.0
bs0_10_16,37040817885.0
bs0_10_17,36607267885.0
bs0_10_18,40594042885.0
bs0_10_19,41009496885.0
bs0_10_20,41093567885.0
bs0_10_21,41319013885.0
bs0_10_22,40411197885.0
bs0_10_23,40509217885.0
bs1_1_0,27751377112.5
