,Value
bs0_1_0,18777266350.0
bs0_1_1,18868556350.0
bs0_1_2,18764006350.0
bs0_1_3,18802936350.0
bs0_1_4,18827416350.0
bs0_1_5,18726946350.0
bs0_1_6,17088656350.0
bs0_1_7,17298096350.0
bs0_1_8,17652716350.0
bs0_1_9,18484526350.0
bs0_1_10,18308236350.0
bs0_1_11,18550486350.0
bs0_1_12,18533826350.0
bs0_1_13,18640076350.0
bs0_1_14,18541646350.0
bs0_1_15,16363266350.0
bs0_1_16,17145606350.0
bs0_1_17,17256956350.0
bs0_1_18,18490476350.0
bs0_1_19,18477046350.0
bs0_1_20,18424006350.0
bs0_1_21,18609136350.0
bs0_1_22,18416186350.0
bs0_1_23,18491156350.0
bs0_2_0,21317719965.0
bs0_2_1,21421360965.0
bs0_2_2,21302665965.0
bs0_2_3,21346862965.0
bs0_2_4,21374654965.0
bs0_2_5,21260591965.0
bs0_2_6,19400650965.0
bs0_2_7,19638426965.0
bs0_2_8,20041024965.0
bs0_2_9,20985373965.0
bs0_2_10,20785232965.0
bs0_2_11,21060257965.0
bs0_2_12,21041343965.0
bs0_2_13,21161968965.0
bs0_2_14,21050221965.0
bs0_2_15,18577119965.0
bs0_2_16,19465305965.0
bs0_2_17,19591720965.0
bs0_2_18,20992128965.0
bs0_2_19,20976881965.0
bs0_2_20,20916665965.0
bs0_2_21,21126842965.0
bs0_2_22,20907787965.0
bs0_2_23,20992900965.0
bs0_3_0,23858173580.0
bs0_3_1,23974165580.0
bs0_3_2,23841325580.0
bs0_3_3,23890789580.0
bs0_3_4,23921893580.0
bs0_3_5,23794237580.0
bs0_3_6,21712645580.0
bs0_3_7,21978757580.0
bs0_3_8,22429333580.0
bs0_3_9,23486221580.0
bs0_3_10,23262229580.0
bs0_3_11,23570029580.0
bs0_3_12,23548861580.0
bs0_3_13,23683861580.0
bs0_3_14,23558797580.0
bs0_3_15,20790973580.0
bs0_3_16,21785005580.0
bs0_3_17,21926485580.0
bs0_3_18,23493781580.0
bs0_3_19,23476717580.0
bs0_3_20,23409325580.0
bs0_3_21,23644549580.0
bs0_3_22,23399389580.0
bs0_3_23,23494645580.0
bs0_4_0,26398627195.0
bs0_4_1,26526970195.0
bs0_4_2,26379985195.0
bs0_4_3,26434716195.0
bs0_4_4,26469132195.0
bs0_4_5,26327883195.0
bs0_4_6,24024640195.0
bs0_4_7,24319088195.0
bs0_4_8,24817642195.0
bs0_4_9,25987069195.0
bs0_4_10,25739226195.0
bs0_4_11,26079801195.0
bs0_4_12,26056379195.0
bs0_4_13,26205754195.0
bs0_4_14,26067373195.0
bs0_4_15,23004827195.0
bs0_4_16,24104705195.0
bs0_4_17,24261250195.0
bs0_4_18,25995434195.0
bs0_4_19,25976553195.0
bs0_4_20,25901985195.0
bs0_4_21,26162256195.0
bs0_4_22,25890991195.0
bs0_4_23,25996390195.0
bs0_5_0,28939080810.0
bs0_5_1,29079774810.0
bs0_5_2,28918644810.0
bs0_5_3,28978642810.0
bs0_5_4,29016370810.0
bs0_5_5,28861528810.0
bs0_5_6,26336634810.0
bs0_5_7,26659418810.0
bs0_5_8,27205950810.0
bs0_5_9,28487916810.0
bs0_5_10,28216222810.0
bs0_5_11,28589572810.0
bs0_5_12,28563896810.0
bs0_5_13,28727646810.0
bs0_5_14,28575948810.0
bs0_5_15,25218680810.0
bs0_5_16,26424404810.0
bs0_5_17,26596014810.0
bs0_5_18,28497086810.0
bs0_5_19,28476388810.0
