,Value
bs0_1_0,18739526350.0
bs0_1_1,18647896350.0
bs0_1_2,18702806350.0
bs0_1_3,18635316350.0
bs0_1_4,18822146350.0
bs0_1_5,18841696350.0
bs0_1_6,17351816350.0
bs0_1_7,17328186350.0
bs0_1_8,17516886350.0
bs0_1_9,18604546350.0
bs0_1_10,18522096350.0
bs0_1_11,18299056350.0
bs0_1_12,18671526350.0
bs0_1_13,18497446350.0
bs0_1_14,18479256350.0
bs0_1_15,16851166350.0
bs0_1_16,16851676350.0
bs0_1_17,16817676350.0
bs0_1_18,18275256350.0
bs0_1_19,18578026350.0
bs0_1_20,18449676350.0
bs0_1_21,18213376350.0
bs0_1_22,18377936350.0
bs0_1_23,18623586350.0
bs0_2_0,21274873965.0
bs0_2_1,21170846965.0
bs0_2_2,21233185965.0
bs0_2_3,21156564965.0
bs0_2_4,21368671965.0
bs0_2_5,21390866965.0
bs0_2_6,19699414965.0
bs0_2_7,19672587965.0
bs0_2_8,19886817965.0
bs0_2_9,21121631965.0
bs0_2_10,21028026965.0
bs0_2_11,20774810965.0
bs0_2_12,21197673965.0
bs0_2_13,21000041965.0
bs0_2_14,20979390965.0
bs0_2_15,19131029965.0
bs0_2_16,19131608965.0
bs0_2_17,19093008965.0
bs0_2_18,20747790965.0
bs0_2_19,21091523965.0
bs0_2_20,20945808965.0
bs0_2_21,20677538965.0
bs0_2_22,20864362965.0
bs0_2_23,21143247965.0
bs0_3_0,23810221580.0
bs0_3_1,23693797580.0
bs0_3_2,23763565580.0
bs0_3_3,23677813580.0
bs0_3_4,23915197580.0
bs0_3_5,23940037580.0
bs0_3_6,22047013580.0
bs0_3_7,22016989580.0
bs0_3_8,22256749580.0
bs0_3_9,23638717580.0
bs0_3_10,23533957580.0
bs0_3_11,23250565580.0
bs0_3_12,23723821580.0
bs0_3_13,23502637580.0
bs0_3_14,23479525580.0
bs0_3_15,21410893580.0
bs0_3_16,21411541580.0
bs0_3_17,21368341580.0
bs0_3_18,23220325580.0
bs0_3_19,23605021580.0
bs0_3_20,23441941580.0
bs0_3_21,23141701580.0
bs0_3_22,23350789580.0
bs0_3_23,23662909580.0
bs0_4_0,26345569195.0
bs0_4_1,26216748195.0
bs0_4_2,26293945195.0
bs0_4_3,26199062195.0
bs0_4_4,26461723195.0
bs0_4_5,26489208195.0
bs0_4_6,24394612195.0
bs0_4_7,24361391195.0
bs0_4_8,24626681195.0
bs0_4_9,26155803195.0
bs0_4_10,26039888195.0
bs0_4_11,25726320195.0
bs0_4_12,26249969195.0
bs0_4_13,26005233195.0
bs0_4_14,25979660195.0
bs0_4_15,23690757195.0
bs0_4_16,23691474195.0
bs0_4_17,23643674195.0
bs0_4_18,25692860195.0
bs0_4_19,26118519195.0
bs0_4_20,25938074195.0
bs0_4_21,25605864195.0
bs0_4_22,25837216195.0
bs0_4_23,26182571195.0
bs0_5_0,28880916810.0
bs0_5_1,28739698810.0
bs0_5_2,28824324810.0
bs0_5_3,28720310810.0
bs0_5_4,29008248810.0
bs0_5_5,29038378810.0
bs0_5_6,26742210810.0
bs0_5_7,26705792810.0
bs0_5_8,26996612810.0
bs0_5_9,28672888810.0
bs0_5_10,28545818810.0
bs0_5_11,28202074810.0
bs0_5_12,28776116810.0
bs0_5_13,28507828810.0
bs0_5_14,28479794810.0
bs0_5_15,25970620810.0
bs0_5_16,25971406810.0
bs0_5_17,25919006810.0
bs0_5_18,28165394810.0
bs0_5_19,28632016810.0
bs0_5_20,28434206810.0
bs0_5_21,28070026810.0
bs0_5_22,28323642810.0
bs0_5_23,28702232810.0
bs0_6_0,31416264425.0
bs0_6_1,31262649425.0
bs0_6_2,31354704425.0
bs0_6_3,31241559425.0
bs0_6_4,31554774425.0
bs0_6_5,31587549425.0
bs0_6_6,29089809425.0
bs0_6_7,29050194425.0
bs0_6_8,29366544425.0
bs0_6_9,31189974425.0
bs0_6_10,31051749425.0
bs0_6_11,30677829425.0
bs0_6_12,31302264425.0
bs0_6_13,31010424425.0
bs0_6_14,30979929425.0
bs0_6_15,28250484425.0
bs0_6_16,28251339425.0
bs0_6_17,28194339425.0
bs0_6_18,30637929425.0
bs0_6_19,31145514425.0
bs0_6_20,30930339425.0
bs0_6_21,30534189425.0
bs0_6_22,30810069425.0
bs0_6_23,31221894425.0
bs0_7_0,33951612040.0
bs0_7_1,33785600040.0
bs0_7_2,33885084040.0
bs0_7_3,33762808040.0
bs0_7_4,34101300040.0
bs0_7_5,34136720040.0
bs0_7_6,31437408040.0
bs0_7_7,31394596040.0
bs0_7_8,31736476040.0
bs0_7_9,33707060040.0
bs0_7_10,33557680040.0
bs0_7_11,33153584040.0
bs0_7_12,33828412040.0
bs0_7_13,33513020040.0
bs0_7_14,33480064040.0
bs0_7_15,30530348040.0
bs0_7_16,30531272040.0
bs0_7_17,30469672040.0
bs0_7_18,33110464040.0
bs0_7_19,33659012040.0
bs0_7_20,33426472040.0
bs0_7_21,32998352040.0
bs0_7_22,33296496040.0
bs0_7_23,33741556040.0
bs0_8_0,36486959655.0
bs0_8_1,36308550655.0
bs0_8_2,36415463655.0
bs0_8_3,36284056655.0
bs0_8_4,36647825655.0
bs0_8_5,36685890655.0
bs0_8_6,33785006655.0
bs0_8_7,33738997655.0
bs0_8_8,34106407655.0
bs0_8_9,36224145655.0
bs0_8_10,36063610655.0
bs0_8_11,35629338655.0
bs0_8_12,36354559655.0
bs0_8_13,36015615655.0
bs0_8_14,35980198655.0
bs0_8_15,32810211655.0
bs0_8_16,32811204655.0
bs0_8_17,32745004655.0
bs0_8_18,35582998655.0
bs0_8_19,36172509655.0
bs0_8_20,35922604655.0
bs0_8_21,35462514655.0
bs0_8_22,35782922655.0
bs0_8_23,36261217655.0
bs0_9_0,39022307270.0
bs0_9_1,38831501270.0
bs0_9_2,38945843270.0
bs0_9_3,38805305270.0
bs0_9_4,39194351270.0
bs0_9_5,39235061270.0
bs0_9_6,36132605270.0
bs0_9_7,36083399270.0
bs0_9_8,36476339270.0
bs0_9_9,38741231270.0
bs0_9_10,38569541270.0
bs0_9_11,38105093270.0
bs0_9_12,38880707270.0
bs0_9_13,38518211270.0
bs0_9_14,38480333270.0
bs0_9_15,35090075270.0
bs0_9_16,35091137270.0
bs0_9_17,35020337270.0
bs0_9_18,38055533270.0
bs0_9_19,38686007270.0
bs0_9_20,38418737270.0
bs0_9_21,37926677270.0
bs0_9_22,38269349270.0
bs0_9_23,38780879270.0
bs0_10_0,41557654885.0
bs0_10_1,41354451885.0
bs0_10_2,41476222885.0
bs0_10_3,41326553885.0
bs0_10_4,41740876885.0
bs0_10_5,41784231885.0
bs0_10_6,38480203885.0
bs0_10_7,38427800885.0
bs0_10_8,38846270885.0
bs0_10_9,41258316885.0
bs0_10_10,41075471885.0
bs0_10_11,40580847885.0
bs0_10_12,41406854885.0
bs0_10_13,41020806885.0
bs0_10_14,40980467885.0
bs0_10_15,37369938885.0
bs0_10_16,37371069885.0
bs0_10_17,37295669885.0
bs0_10_18,40528067885.0
bs0_10_19,41199504885.0
bs0_10_20,40914869885.0
bs0_10_21,40390839885.0
bs0_10_22,40755775885.0
bs0_10_23,41300540885.0
bs1_1_0,27558127112.5
bs1_1_1,27423377112.5
bs1_1_2,27504127112.5
bs1_1_3,27404877112.5
bs1_1_4,27679627112.5
bs1_1_5,27708377112.5
bs1_1_6,25517377112.5
bs1_1_7,25482627112.5
bs1_1_8,25760127112.5
bs1_1_9,27359627112.5
bs1_1_10,27238377112.5
bs1_1_11,26910377112.5
bs1_1_12,27458127112.5
bs1_1_13,27202127112.5
bs1_1_14,27175377112.5
bs1_1_15,24781127112.5
bs1_1_16,24781877112.5
bs1_1_17,24731877112.5
bs1_1_18,26875377112.5
bs1_1_19,27320627112.5
