,Value
bs0_1_0,18811776350.0
bs0_1_1,18785766350.0
bs0_1_2,18707566350.0
bs0_1_3,18690056350.0
bs0_1_4,18675606350.0
bs0_1_5,18792056350.0
bs0_1_6,17511786350.0
bs0_1_7,17302856350.0
bs0_1_8,17084406350.0
bs0_1_9,18631576350.0
bs0_1_10,18440496350.0
bs0_1_11,18401396350.0
bs0_1_12,18476706350.0
bs0_1_13,18464126350.0
bs0_1_14,18599786350.0
bs0_1_15,16622176350.0
bs0_1_16,16586816350.0
bs0_1_17,17186066350.0
bs0_1_18,18375556350.0
bs0_1_19,18629706350.0
bs0_1_20,18262506350.0
bs0_1_21,18563576350.0
bs0_1_22,18248906350.0
bs0_1_23,18606756350.0
bs0_2_0,21356898965.0
bs0_2_1,21327369965.0
bs0_2_2,21238589965.0
bs0_2_3,21218710965.0
bs0_2_4,21202305965.0
bs0_2_5,21334510965.0
bs0_2_6,19881027965.0
bs0_2_7,19643830965.0
bs0_2_8,19395825965.0
bs0_2_9,21152318965.0
bs0_2_10,20935386965.0
bs0_2_11,20890996965.0
bs0_2_12,20976495965.0
bs0_2_13,20962213965.0
bs0_2_14,21116227965.0
bs0_2_15,18871058965.0
bs0_2_16,18830914965.0
bs0_2_17,19511239965.0
bs0_2_18,20861660965.0
bs0_2_19,21150195965.0
bs0_2_20,20733315965.0
bs0_2_21,21075118965.0
bs0_2_22,20717875965.0
bs0_2_23,21124140965.0
bs0_3_0,23902021580.0
bs0_3_1,23868973580.0
bs0_3_2,23769613580.0
bs0_3_3,23747365580.0
bs0_3_4,23729005580.0
bs0_3_5,23876965580.0
bs0_3_6,22250269580.0
bs0_3_7,21984805580.0
bs0_3_8,21707245580.0
bs0_3_9,23673061580.0
bs0_3_10,23430277580.0
bs0_3_11,23380597580.0
bs0_3_12,23476285580.0
bs0_3_13,23460301580.0
bs0_3_14,23632669580.0
bs0_3_15,21119941580.0
bs0_3_16,21075013580.0
bs0_3_17,21836413580.0
bs0_3_18,23347765580.0
bs0_3_19,23670685580.0
bs0_3_20,23204125580.0
bs0_3_21,23586661580.0
bs0_3_22,23186845580.0
bs0_3_23,23641525580.0
bs0_4_0,26447144195.0
bs0_4_1,26410577195.0
bs0_4_2,26300637195.0
bs0_4_3,26276020195.0
bs0_4_4,26255705195.0
bs0_4_5,26419420195.0
bs0_4_6,24619511195.0
bs0_4_7,24325780195.0
bs0_4_8,24018665195.0
bs0_4_9,26193804195.0
bs0_4_10,25925168195.0
bs0_4_11,25870198195.0
bs0_4_12,25976075195.0
bs0_4_13,25958389195.0
bs0_4_14,26149111195.0
bs0_4_15,23368824195.0
bs0_4_16,23319112195.0
bs0_4_17,24161587195.0
bs0_4_18,25833870195.0
bs0_4_19,26191175195.0
bs0_4_20,25674935195.0
bs0_4_21,26098204195.0
bs0_4_22,25655815195.0
bs0_4_23,26158910195.0
bs0_5_0,28992266810.0
bs0_5_1,28952180810.0
bs0_5_2,28831660810.0
bs0_5_3,28804674810.0
bs0_5_4,28782404810.0
bs0_5_5,28961874810.0
bs0_5_6,26988752810.0
bs0_5_7,26666754810.0
bs0_5_8,26330084810.0
bs0_5_9,28714546810.0
bs0_5_10,28420058810.0
bs0_5_11,28359798810.0
bs0_5_12,28475864810.0
bs0_5_13,28456476810.0
bs0_5_14,28665552810.0
bs0_5_15,25617706810.0
bs0_5_16,25563210810.0
