,Value
bs0_1_0,18857166350.0
bs0_1_1,18655036350.0
bs0_1_2,18702976350.0
bs0_1_3,18666936350.0
bs0_1_4,18789166350.0
bs0_1_5,18881476350.0
bs0_1_6,17590156350.0
bs0_1_7,17594576350.0
bs0_1_8,17973676350.0
bs0_1_9,18352266350.0
bs0_1_10,18319116350.0
bs0_1_11,18573266350.0
bs0_1_12,18343426350.0
bs0_1_13,18449166350.0
bs0_1_14,18670166350.0
bs0_1_15,16572706350.0
bs0_1_16,16420556350.0
bs0_1_17,16498246350.0
bs0_1_18,18562896350.0
bs0_1_19,18632766350.0
bs0_1_20,18331186350.0
bs0_1_21,18339856350.0
bs0_1_22,18470756350.0
bs0_1_23,18555076350.0
bs0_2_0,21408429965.0
bs0_2_1,21178952965.0
bs0_2_2,21233378965.0
bs0_2_3,21192462965.0
bs0_2_4,21331229965.0
bs0_2_5,21436028965.0
bs0_2_6,19970000965.0
bs0_2_7,19975018965.0
bs0_2_8,20405408965.0
bs0_2_9,20835219965.0
bs0_2_10,20797584965.0
bs0_2_11,21086119965.0
bs0_2_12,20825183965.0
bs0_2_13,20945229965.0
bs0_2_14,21196129965.0
bs0_2_15,18814895965.0
bs0_2_16,18642160965.0
bs0_2_17,18730361965.0
bs0_2_18,21074346965.0
bs0_2_19,21153669965.0
bs0_2_20,20811287965.0
bs0_2_21,20821130965.0
bs0_2_22,20969740965.0
bs0_2_23,21065468965.0
bs0_3_0,23959693580.0
bs0_3_1,23702869580.0
bs0_3_2,23763781580.0
bs0_3_3,23717989580.0
bs0_3_4,23873293580.0
bs0_3_5,23990581580.0
bs0_3_6,22349845580.0
bs0_3_7,22355461580.0
bs0_3_8,22837141580.0
bs0_3_9,23318173580.0
bs0_3_10,23276053580.0
bs0_3_11,23598973580.0
bs0_3_12,23306941580.0
bs0_3_13,23441293580.0
bs0_3_14,23722093580.0
bs0_3_15,21057085580.0
bs0_3_16,20863765580.0
bs0_3_17,20962477580.0
bs0_3_18,23585797580.0
bs0_3_19,23674573580.0
bs0_3_20,23291389580.0
bs0_3_21,23302405580.0
bs0_3_22,23468725580.0
bs0_3_23,23575861580.0
bs0_4_0,26510957195.0
bs0_4_1,26226786195.0
bs0_4_2,26294184195.0
bs0_4_3,26243516195.0
bs0_4_4,26415357195.0
bs0_4_5,26545134195.0
bs0_4_6,24729690195.0
bs0_4_7,24735904195.0
bs0_4_8,25268874195.0
bs0_4_9,25801127195.0
bs0_4_10,25754522195.0
bs0_4_11,26111827195.0
bs0_4_12,25788699195.0
bs0_4_13,25937357195.0
bs0_4_14,26248057195.0
bs0_4_15,23299275195.0
bs0_4_16,23085370195.0
bs0_4_17,23194593195.0
bs0_4_18,26097248195.0
bs0_4_19,26195477195.0
bs0_4_20,25771491195.0
bs0_4_21,25783680195.0
bs0_4_22,25967710195.0
bs0_4_23,26086254195.0
bs0_5_0,29062220810.0
bs0_5_1,28750702810.0
bs0_5_2,28824586810.0
bs0_5_3,28769042810.0
bs0_5_4,28957420810.0
bs0_5_5,29099686810.0
bs0_5_6,27109534810.0
bs0_5_7,27116346810.0
bs0_5_8,27700606810.0
bs0_5_9,28284080810.0
bs0_5_10,28232990810.0
bs0_5_11,28624680810.0
bs0_5_12,28270456810.0
bs0_5_13,28433420810.0
bs0_5_14,28774020810.0
bs0_5_15,25541464810.0
bs0_5_16,25306974810.0
bs0_5_17,25426708810.0
bs0_5_18,28608698810.0
bs0_5_19,28716380810.0
bs0_5_20,28251592810.0
bs0_5_21,28264954810.0
bs0_5_22,28466694810.0
bs0_5_23,28596646810.0
bs0_6_0,31613484425.0
bs0_6_1,31274619425.0
bs0_6_2,31354989425.0
bs0_6_3,31294569425.0
bs0_6_4,31499484425.0
bs0_6_5,31654239425.0
bs0_6_6,29489379425.0
bs0_6_7,29496789425.0
bs0_6_8,30132339425.0
bs0_6_9,30767034425.0
bs0_6_10,30711459425.0
bs0_6_11,31137534425.0
bs0_6_12,30752214425.0
bs0_6_13,30929484425.0
bs0_6_14,31299984425.0
bs0_6_15,27783654425.0
bs0_6_16,27528579425.0
bs0_6_17,27658824425.0
bs0_6_18,31120149425.0
bs0_6_19,31237284425.0
bs0_6_20,30731694425.0
bs0_6_21,30746229425.0
bs0_6_22,30965679425.0
bs0_6_23,31107039425.0
bs0_7_0,34164748040.0
bs0_7_1,33798536040.0
bs0_7_2,33885392040.0
bs0_7_3,33820096040.0
bs0_7_4,34041548040.0
bs0_7_5,34208792040.0
bs0_7_6,31869224040.0
bs0_7_7,31877232040.0
bs0_7_8,32564072040.0
bs0_7_9,33249988040.0
bs0_7_10,33189928040.0
bs0_7_11,33650388040.0
bs0_7_12,33233972040.0
bs0_7_13,33425548040.0
bs0_7_14,33825948040.0
bs0_7_15,30025844040.0
bs0_7_16,29750184040.0
bs0_7_17,29890940040.0
bs0_7_18,33631600040.0
bs0_7_19,33758188040.0
bs0_7_20,33211796040.0
bs0_7_21,33227504040.0
bs0_7_22,33464664040.0
bs0_7_23,33617432040.0
bs0_8_0,36716011655.0
bs0_8_1,36322452655.0
bs0_8_2,36415794655.0
bs0_8_3,36345622655.0
bs0_8_4,36583611655.0
bs0_8_5,36763344655.0
bs0_8_6,34249068655.0
bs0_8_7,34257674655.0
bs0_8_8,34995804655.0
bs0_8_9,35732941655.0
bs0_8_10,35668396655.0
bs0_8_11,36163241655.0
bs0_8_12,35715729655.0
bs0_8_13,35921611655.0
bs0_8_14,36351911655.0
bs0_8_15,32268033655.0
bs0_8_16,31971788655.0
bs0_8_17,32123055655.0
bs0_8_18,36143050655.0
bs0_8_19,36279091655.0
bs0_8_20,35691897655.0
bs0_8_21,35708778655.0
bs0_8_22,35963648655.0
bs0_8_23,36127824655.0
bs0_9_0,39267275270.0
bs0_9_1,38846369270.0
bs0_9_2,38946197270.0
bs0_9_3,38871149270.0
bs0_9_4,39125675270.0
bs0_9_5,39317897270.0
bs0_9_6,36628913270.0
bs0_9_7,36638117270.0
bs0_9_8,37427537270.0
bs0_9_9,38215895270.0
bs0_9_10,38146865270.0
bs0_9_11,38676095270.0
bs0_9_12,38197487270.0
bs0_9_13,38417675270.0
bs0_9_14,38877875270.0
bs0_9_15,34510223270.0
bs0_9_16,34193393270.0
bs0_9_17,34355171270.0
bs0_9_18,38654501270.0
bs0_9_19,38799995270.0
bs0_9_20,38171999270.0
bs0_9_21,38190053270.0
bs0_9_22,38462633270.0
bs0_9_23,38638217270.0
bs0_10_0,41818538885.0
bs0_10_1,41370285885.0
bs0_10_2,41476599885.0
bs0_10_3,41396675885.0
bs0_10_4,41667738885.0
bs0_10_5,41872449885.0
bs0_10_6,39008757885.0
bs0_10_7,39018559885.0
bs0_10_8,39859269885.0
bs0_10_9,40698848885.0
bs0_10_10,40625333885.0
bs0_10_11,41188948885.0
bs0_10_12,40679244885.0
bs0_10_13,40913738885.0
bs0_10_14,41403838885.0
bs0_10_15,36752412885.0
bs0_10_16,36414997885.0
bs0_10_17,36587286885.0
bs0_10_18,41165951885.0
bs0_10_19,41320898885.0
bs0_10_20,40652100885.0
bs0_10_21,40671327885.0
bs0_10_22,40961617885.0
bs0_10_23,41148609885.0
bs1_1_0,27731127112.5
bs1_1_1,27433877112.5
bs1_1_2,27504377112.5
bs1_1_3,27451377112.5
bs1_1_4,27631127112.5
bs1_1_5,27766877112.5
bs1_1_6,25867877112.5
bs1_1_7,25874377112.5
bs1_1_8,26431877112.5
bs1_1_9,26988627112.5
bs1_1_10,26939877112.5
bs1_1_11,27313627112.5
bs1_1_12,26975627112.5
bs1_1_13,27131127112.5
bs1_1_14,27456127112.5
bs1_1_15,24371627112.5
bs1_1_16,24147877112.5
bs1_1_17,24262127112.5
bs1_1_18,27298377112.5
bs1_1_19,27401127112.5
bs1_1_20,26957627112.5
bs1_1_21,26970377112.5
bs1_1_22,27162877112.5
bs1_1_23,27286877112.5
bs1_2_0,28840372145.0
bs1_2_1,28531232145.0
bs1_2_2,28604552145.0
bs1_2_3,28549432145.0
bs1_2_4,28736372145.0
bs1_2_5,28877552145.0
bs1_2_6,26902592145.0
bs1_2_7,26909352145.0
bs1_2_8,27489152145.0
bs1_2_9,28068172145.0
bs1_2_10,28017472145.0
bs1_2_11,28406172145.0
bs1_2_12,28054652145.0
bs1_2_13,28216372145.0
bs1_2_14,28554372145.0
bs1_2_15,25346492145.0
bs1_2_16,25113792145.0
bs1_2_17,25232612145.0
bs1_2_18,28390312145.0
bs1_2_19,28497172145.0
bs1_2_20,28035932145.0
bs1_2_21,28049192145.0
bs1_2_22,28249392145.0
bs1_2_23,28378352145.0
bs1_3_0,29949617177.5
bs1_3_1,29628587177.5
bs1_3_2,29704727177.5
bs1_3_3,29647487177.5
bs1_3_4,29841617177.5
bs1_3_5,29988227177.5
bs1_3_6,27937307177.5
bs1_3_7,27944327177.5
bs1_3_8,28546427177.5
bs1_3_9,29147717177.5
bs1_3_10,29095067177.5
bs1_3_11,29498717177.5
bs1_3_12,29133677177.5
bs1_3_13,29301617177.5
bs1_3_14,29652617177.5
bs1_3_15,26321357177.5
bs1_3_16,26079707177.5
bs1_3_17,26203097177.5
bs1_3_18,29482247177.5
bs1_3_19,29593217177.5
bs1_3_20,29114237177.5
bs1_3_21,29128007177.5
bs1_3_22,29335907177.5
bs1_3_23,29469827177.5
bs1_4_0,31058862210.0
bs1_4_1,30725942210.0
bs1_4_2,30804902210.0
bs1_4_3,30745542210.0
bs1_4_4,30946862210.0
bs1_4_5,31098902210.0
bs1_4_6,28972022210.0
bs1_4_7,28979302210.0
bs1_4_8,29603702210.0
bs1_4_9,30227262210.0
bs1_4_10,30172662210.0
bs1_4_11,30591262210.0
bs1_4_12,30212702210.0
bs1_4_13,30386862210.0
bs1_4_14,30750862210.0
bs1_4_15,27296222210.0
bs1_4_16,27045622210.0
bs1_4_17,27173582210.0
bs1_4_18,30574182210.0
bs1_4_19,30689262210.0
bs1_4_20,30192542210.0
bs1_4_21,30206822210.0
bs1_4_22,30422422210.0
bs1_4_23,30561302210.0
bs1_5_0,32168107242.5
bs1_5_1,31823297242.5
bs1_5_2,31905077242.5
bs1_5_3,31843597242.5
bs1_5_4,32052107242.5
bs1_5_5,32209577242.5
bs1_5_6,30006737242.5
bs1_5_7,30014277242.5
bs1_5_8,30660977242.5
bs1_5_9,31306807242.5
bs1_5_10,31250257242.5
bs1_5_11,31683807242.5
bs1_5_12,31291727242.5
bs1_5_13,31472107242.5
bs1_5_14,31849107242.5
bs1_5_15,28271087242.5
bs1_5_16,28011537242.5
bs1_5_17,28144067242.5
bs1_5_18,31666117242.5
bs1_5_19,31785307242.5
bs1_5_20,31270847242.5
bs1_5_21,31285637242.5
bs1_5_22,31508937242.5
bs1_5_23,31652777242.5
bs1_6_0,33277352275.0
bs1_6_1,32920652275.0
bs1_6_2,33005252275.0
bs1_6_3,32941652275.0
bs1_6_4,33157352275.0
bs1_6_5,33320252275.0
bs1_6_6,31041452275.0
bs1_6_7,31049252275.0
bs1_6_8,31718252275.0
bs1_6_9,32386352275.0
bs1_6_10,32327852275.0
bs1_6_11,32776352275.0
bs1_6_12,32370752275.0
bs1_6_13,32557352275.0
bs1_6_14,32947352275.0
bs1_6_15,29245952275.0
bs1_6_16,28977452275.0
bs1_6_17,29114552275.0
bs1_6_18,32758052275.0
bs1_6_19,32881352275.0
bs1_6_20,32349152275.0
bs1_6_21,32364452275.0
bs1_6_22,32595452275.0
bs1_6_23,32744252275.0
bs1_7_0,34386597307.5
bs1_7_1,34018007307.5
bs1_7_2,34105427307.5
bs1_7_3,34039707307.5
bs1_7_4,34262597307.5
bs1_7_5,34430927307.5
