,Value
bs0_1_0,18852066350.0
bs0_1_1,18819426350.0
bs0_1_2,18871786350.0
bs0_1_3,18686146350.0
bs0_1_4,18754656350.0
bs0_1_5,18861756350.0
bs0_1_6,17713576350.0
bs0_1_7,17376466350.0
bs0_1_8,17644046350.0
bs0_1_9,18315036350.0
bs0_1_10,18512406350.0
bs0_1_11,18470416350.0
bs0_1_12,18400206350.0
bs0_1_13,18514276350.0
bs0_1_14,18661156350.0
bs0_1_15,17026946350.0
bs0_1_16,16438746350.0
bs0_1_17,16450476350.0
bs0_1_18,18384056350.0
bs0_1_19,18252986350.0
bs0_1_20,18622226350.0
bs0_1_21,18313336350.0
bs0_1_22,18279676350.0
bs0_1_23,18359406350.0
bs0_2_0,21402639965.0
bs0_2_1,21365583965.0
bs0_2_2,21425027965.0
bs0_2_3,21214271965.0
bs0_2_4,21292050965.0
bs0_2_5,21413640965.0
bs0_2_6,20110118965.0
bs0_2_7,19727399965.0
bs0_2_8,20031181965.0
bs0_2_9,20792952965.0
bs0_2_10,21017025965.0
bs0_2_11,20969354965.0
bs0_2_12,20889645965.0
bs0_2_13,21019148965.0
bs0_2_14,21185900965.0
bs0_2_15,19330591965.0
bs0_2_16,18662811965.0
bs0_2_17,18676128965.0
bs0_2_18,20871310965.0
bs0_2_19,20722507965.0
bs0_2_20,21141703965.0
bs0_2_21,20791022965.0
bs0_2_22,20752808965.0
bs0_2_23,20843325965.0
bs0_3_0,23953213580.0
bs0_3_1,23911741580.0
bs0_3_2,23978269580.0
bs0_3_3,23742397580.0
bs0_3_4,23829445580.0
bs0_3_5,23965525580.0
bs0_3_6,22506661580.0
bs0_3_7,22078333580.0
bs0_3_8,22418317580.0
bs0_3_9,23270869580.0
bs0_3_10,23521645580.0
bs0_3_11,23468293580.0
bs0_3_12,23379085580.0
bs0_3_13,23524021580.0
bs0_3_14,23710645580.0
bs0_3_15,21634237580.0
bs0_3_16,20886877580.0
bs0_3_17,20901781580.0
bs0_3_18,23358565580.0
bs0_3_19,23192029580.0
bs0_3_20,23661181580.0
bs0_3_21,23268709580.0
bs0_3_22,23225941580.0
bs0_3_23,23327245580.0
bs0_4_0,26503787195.0
bs0_4_1,26457899195.0
bs0_4_2,26531511195.0
bs0_4_3,26270523195.0
bs0_4_4,26366840195.0
bs0_4_5,26517410195.0
bs0_4_6,24903204195.0
bs0_4_7,24429267195.0
bs0_4_8,24805453195.0
bs0_4_9,25748786195.0
bs0_4_10,26026265195.0
bs0_4_11,25967232195.0
bs0_4_12,25868525195.0
bs0_4_13,26028894195.0
bs0_4_14,26235390195.0
bs0_4_15,23937883195.0
bs0_4_16,23110943195.0
bs0_4_17,23127434195.0
bs0_4_18,25845820195.0
bs0_4_19,25661551195.0
bs0_4_20,26180659195.0
bs0_4_21,25746396195.0
bs0_4_22,25699074195.0
bs0_4_23,25811165195.0
bs0_5_0,29054360810.0
bs0_5_1,29004056810.0
bs0_5_2,29084752810.0
bs0_5_3,28798648810.0
bs0_5_4,28904234810.0
bs0_5_5,29069294810.0
bs0_5_6,27299746810.0
bs0_5_7,26780200810.0
bs0_5_8,27192588810.0
bs0_5_9,28226702810.0
bs0_5_10,28530884810.0
bs0_5_11,28466170810.0
bs0_5_12,28357964810.0
bs0_5_13,28533766810.0
bs0_5_14,28760134810.0
bs0_5_15,26241528810.0
bs0_5_16,25335008810.0
bs0_5_17,25353086810.0
bs0_5_18,28333074810.0
bs0_5_19,28131072810.0
bs0_5_20,28700136810.0
bs0_5_21,28224082810.0
bs0_5_22,28172206810.0
bs0_5_23,28295084810.0
bs0_6_0,31604934425.0
bs0_6_1,31550214425.0
bs0_6_2,31637994425.0
bs0_6_3,31326774425.0
bs0_6_4,31441629425.0
bs0_6_5,31621179425.0
bs0_6_6,29696289425.0
bs0_6_7,29131134425.0
bs0_6_8,29579724425.0
bs0_6_9,30704619425.0
bs0_6_10,31035504425.0
bs0_6_11,30965109425.0
bs0_6_12,30847404425.0
bs0_6_13,31038639425.0
bs0_6_14,31284879425.0
bs0_6_15,28545174425.0
bs0_6_16,27559074425.0
bs0_6_17,27578739425.0
bs0_6_18,30820329425.0
bs0_6_19,30600594425.0
bs0_6_20,31219614425.0
bs0_6_21,30701769425.0
bs0_6_22,30645339425.0
bs0_6_23,30779004425.0
bs0_7_0,34155508040.0
bs0_7_1,34096372040.0
bs0_7_2,34191236040.0
bs0_7_3,33854900040.0
bs0_7_4,33979024040.0
bs0_7_5,34173064040.0
bs0_7_6,32092832040.0
bs0_7_7,31482068040.0
bs0_7_8,31966860040.0
bs0_7_9,33182536040.0
bs0_7_10,33540124040.0
bs0_7_11,33464048040.0
bs0_7_12,33336844040.0
bs0_7_13,33543512040.0
bs0_7_14,33809624040.0
bs0_7_15,30848820040.0
bs0_7_16,29783140040.0
bs0_7_17,29804392040.0
bs0_7_18,33307584040.0
bs0_7_19,33070116040.0
bs0_7_20,33739092040.0
bs0_7_21,33179456040.0
bs0_7_22,33118472040.0
bs0_7_23,33262924040.0
bs0_8_0,36706081655.0
bs0_8_1,36642529655.0
bs0_8_2,36744477655.0
bs0_8_3,36383025655.0
bs0_8_4,36516418655.0
bs0_8_5,36724948655.0
bs0_8_6,34489374655.0
bs0_8_7,33833001655.0
bs0_8_8,34353995655.0
bs0_8_9,35660452655.0
bs0_8_10,36044743655.0
bs0_8_11,35962986655.0
bs0_8_12,35826283655.0
bs0_8_13,36048384655.0
bs0_8_14,36334368655.0
bs0_8_15,33152465655.0
bs0_8_16,32007205655.0
bs0_8_17,32030044655.0
bs0_8_18,35794838655.0
bs0_8_19,35539637655.0
bs0_8_20,36258569655.0
bs0_8_21,35657142655.0
bs0_8_22,35591604655.0
bs0_8_23,35746843655.0
bs0_9_0,39256655270.0
bs0_9_1,39188687270.0
bs0_9_2,39297719270.0
bs0_9_3,38911151270.0
bs0_9_4,39053813270.0
bs0_9_5,39276833270.0
bs0_9_6,36885917270.0
bs0_9_7,36183935270.0
bs0_9_8,36741131270.0
bs0_9_9,38138369270.0
bs0_9_10,38549363270.0
bs0_9_11,38461925270.0
bs0_9_12,38315723270.0
bs0_9_13,38553257270.0
bs0_9_14,38859113270.0
bs0_9_15,35456111270.0
bs0_9_16,34231271270.0
bs0_9_17,34255697270.0
bs0_9_18,38282093270.0
bs0_9_19,38009159270.0
bs0_9_20,38778047270.0
bs0_9_21,38134829270.0
bs0_9_22,38064737270.0
bs0_9_23,38230763270.0
bs0_10_0,41807228885.0
bs0_10_1,41734844885.0
bs0_10_2,41850960885.0
bs0_10_3,41439276885.0
bs0_10_4,41591207885.0
bs0_10_5,41828717885.0
bs0_10_6,39282459885.0
bs0_10_7,38534868885.0
bs0_10_8,39128266885.0
bs0_10_9,40616285885.0
bs0_10_10,41053982885.0
bs0_10_11,40960863885.0
bs0_10_12,40805162885.0
bs0_10_13,41058129885.0
bs0_10_14,41383857885.0
bs0_10_15,37759756885.0
bs0_10_16,36455336885.0
bs0_10_17,36481349885.0
bs0_10_18,40769347885.0
