,Value
bs0_1_0,18835406350.0
bs0_1_1,18797666350.0
bs0_1_2,18732556350.0
bs0_1_3,18842036350.0
bs0_1_4,18765026350.0
bs0_1_5,18855296350.0
bs0_1_6,17660706350.0
bs0_1_7,17756926350.0
bs0_1_8,17222956350.0
bs0_1_9,18500506350.0
bs0_1_10,18478576350.0
bs0_1_11,18475856350.0
bs0_1_12,18660986350.0
bs0_1_13,18594516350.0
bs0_1_14,18687166350.0
bs0_1_15,16462206350.0
bs0_1_16,17136596350.0
bs0_1_17,17143056350.0
bs0_1_18,18600806350.0
bs0_1_19,18561536350.0
bs0_1_20,18477386350.0
bs0_1_21,18200966350.0
bs0_1_22,18425366350.0
bs0_1_23,18289536350.0
bs0_2_0,21383725965.0
bs0_2_1,21340879965.0
bs0_2_2,21266960965.0
bs0_2_3,21391252965.0
bs0_2_4,21303823965.0
bs0_2_5,21406306965.0
bs0_2_6,20050095965.0
bs0_2_7,20159333965.0
bs0_2_8,19553120965.0
bs0_2_9,21003515965.0
bs0_2_10,20978618965.0
bs0_2_11,20975530965.0
bs0_2_12,21185707965.0
bs0_2_13,21110244965.0
bs0_2_14,21215429965.0
bs0_2_15,18689445965.0
bs0_2_16,19455076965.0
bs0_2_17,19462410965.0
bs0_2_18,21117385965.0
bs0_2_19,21072802965.0
bs0_2_20,20977267965.0
bs0_2_21,20663449965.0
bs0_2_22,20918209965.0
bs0_2_23,20764002965.0
bs0_3_0,23932045580.0
bs0_3_1,23884093580.0
bs0_3_2,23801365580.0
bs0_3_3,23940469580.0
bs0_3_4,23842621580.0
bs0_3_5,23957317580.0
bs0_3_6,22439485580.0
bs0_3_7,22561741580.0
bs0_3_8,21883285580.0
bs0_3_9,23506525580.0
bs0_3_10,23478661580.0
bs0_3_11,23475205580.0
bs0_3_12,23710429580.0
bs0_3_13,23625973580.0
bs0_3_14,23743693580.0
bs0_3_15,20916685580.0
bs0_3_16,21773557580.0
bs0_3_17,21781765580.0
bs0_3_18,23633965580.0
bs0_3_19,23584069580.0
bs0_3_20,23477149580.0
bs0_3_21,23125933580.0
bs0_3_22,23411053580.0
bs0_3_23,23238469580.0
bs0_4_0,26480365195.0
bs0_4_1,26427307195.0
bs0_4_2,26335770195.0
bs0_4_3,26489686195.0
bs0_4_4,26381419195.0
bs0_4_5,26508328195.0
bs0_4_6,24828875195.0
bs0_4_7,24964149195.0
bs0_4_8,24213450195.0
bs0_4_9,26009535195.0
bs0_4_10,25978704195.0
bs0_4_11,25974880195.0
bs0_4_12,26235151195.0
bs0_4_13,26141702195.0
bs0_4_14,26271957195.0
bs0_4_15,23143925195.0
bs0_4_16,24092038195.0
bs0_4_17,24101120195.0
bs0_4_18,26150545195.0
bs0_4_19,26095336195.0
bs0_4_20,25977031195.0
bs0_4_21,25588417195.0
bs0_4_22,25903897195.0
bs0_4_23,25712936195.0
bs0_5_0,29028684810.0
bs0_5_1,28970520810.0
bs0_5_2,28870174810.0
bs0_5_3,29038902810.0
bs0_5_4,28920216810.0
bs0_5_5,29059338810.0
bs0_5_6,27218264810.0
bs0_5_7,27366556810.0
bs0_5_8,26543614810.0
bs0_5_9,28512544810.0
bs0_5_10,28478746810.0
bs0_5_11,28474554810.0
bs0_5_12,28759872810.0
bs0_5_13,28657430810.0
bs0_5_14,28800220810.0
bs0_5_15,25371164810.0
bs0_5_16,26410518810.0
bs0_5_17,26420474810.0
bs0_5_18,28667124810.0
bs0_5_19,28606602810.0
bs0_5_20,28476912810.0
bs0_5_21,28050900810.0
bs0_5_22,28396740810.0
bs0_5_23,28187402810.0
bs0_6_0,31577004425.0
bs0_6_1,31513734425.0
bs0_6_2,31404579425.0
bs0_6_3,31588119425.0
bs0_6_4,31459014425.0
bs0_6_5,31610349425.0
bs0_6_6,29607654425.0
bs0_6_7,29768964425.0
bs0_6_8,28873779425.0
bs0_6_9,31015554425.0
bs0_6_10,30978789425.0
bs0_6_11,30974229425.0
