,Value
bs0_1_0,18711306350.0
bs0_1_1,18705016350.0
bs0_1_2,18862436350.0
bs0_1_3,18723206350.0
bs0_1_4,18753126350.0
bs0_1_5,18870256350.0
bs0_1_6,17109566350.0
bs0_1_7,17331756350.0
bs0_1_8,17396016350.0
bs0_1_9,18358216350.0
bs0_1_10,18415336350.0
bs0_1_11,18430976350.0
bs0_1_12,18498126350.0
bs0_1_13,18453416350.0
bs0_1_14,18583296350.0
bs0_1_15,17033746350.0
bs0_1_16,17559896350.0
bs0_1_17,17018956350.0
bs0_1_18,18196206350.0
bs0_1_19,18458346350.0
bs0_1_20,18564426350.0
bs0_1_21,18238706350.0
bs0_1_22,18213716350.0
bs0_1_23,18646706350.0
bs0_2_0,21242835965.0
bs0_2_1,21235694965.0
bs0_2_2,21414412965.0
bs0_2_3,21256345965.0
bs0_2_4,21290313965.0
bs0_2_5,21423290965.0
bs0_2_6,19424389965.0
bs0_2_7,19676640965.0
bs0_2_8,19749594965.0
bs0_2_9,20841974965.0
bs0_2_10,20906822965.0
bs0_2_11,20924578965.0
bs0_2_12,21000813965.0
bs0_2_13,20950054965.0
bs0_2_14,21097506965.0
bs0_2_15,19338311965.0
bs0_2_16,19935646965.0
bs0_2_17,19321520965.0
bs0_2_18,20658045965.0
bs0_2_19,20955651965.0
bs0_2_20,21076083965.0
bs0_2_21,20706295965.0
bs0_2_22,20677924965.0
bs0_2_23,21169495965.0
bs0_3_0,23774365580.0
bs0_3_1,23766373580.0
bs0_3_2,23966389580.0
bs0_3_3,23789485580.0
bs0_3_4,23827501580.0
bs0_3_5,23976325580.0
bs0_3_6,21739213580.0
bs0_3_7,22021525580.0
bs0_3_8,22103173580.0
bs0_3_9,23325733580.0
bs0_3_10,23398309580.0
bs0_3_11,23418181580.0
bs0_3_12,23503501580.0
bs0_3_13,23446693580.0
bs0_3_14,23611717580.0
bs0_3_15,21642877580.0
bs0_3_16,22311397580.0
bs0_3_17,21624085580.0
bs0_3_18,23119885580.0
bs0_3_19,23452957580.0
bs0_3_20,23587741580.0
bs0_3_21,23173885580.0
bs0_3_22,23142133580.0
bs0_3_23,23692285580.0
bs0_4_0,26305895195.0
bs0_4_1,26297052195.0
bs0_4_2,26518366195.0
bs0_4_3,26322625195.0
bs0_4_4,26364689195.0
bs0_4_5,26529360195.0
bs0_4_6,24054037195.0
bs0_4_7,24366410195.0
bs0_4_8,24456752195.0
bs0_4_9,25809492195.0
bs0_4_10,25889796195.0
bs0_4_11,25911784195.0
bs0_4_12,26006189195.0
bs0_4_13,25943332195.0
bs0_4_14,26125928195.0
bs0_4_15,23947443195.0
bs0_4_16,24687148195.0
bs0_4_17,23926650195.0
bs0_4_18,25581725195.0
bs0_4_19,25950263195.0
bs0_4_20,26099399195.0
bs0_4_21,25641475195.0
bs0_4_22,25606342195.0
bs0_4_23,26215075195.0
bs0_5_0,28837424810.0
bs0_5_1,28827730810.0
bs0_5_2,29070342810.0
bs0_5_3,28855764810.0
bs0_5_4,28901876810.0
bs0_5_5,29082394810.0
bs0_5_6,26368860810.0
bs0_5_7,26711294810.0
bs0_5_8,26810330810.0
bs0_5_9,28293250810.0
bs0_5_10,28381282810.0
bs0_5_11,28405386810.0
bs0_5_12,28508876810.0
bs0_5_13,28439970810.0
bs0_5_14,28640138810.0
bs0_5_15,26252008810.0
bs0_5_16,27062898810.0
bs0_5_17,26229214810.0
bs0_5_18,28043564810.0
bs0_5_19,28447568810.0
bs0_5_20,28611056810.0
bs0_5_21,28109064810.0
bs0_5_22,28070550810.0
bs0_5_23,28737864810.0
bs0_6_0,31368954425.0
bs0_6_1,31358409425.0
bs0_6_2,31622319425.0
bs0_6_3,31388904425.0
bs0_6_4,31439064425.0
bs0_6_5,31635429425.0
bs0_6_6,28683684425.0
bs0_6_7,29056179425.0
bs0_6_8,29163909425.0
bs0_6_9,30777009425.0
bs0_6_10,30872769425.0
bs0_6_11,30898989425.0
bs0_6_12,31011564425.0
bs0_6_13,30936609425.0
bs0_6_14,31154349425.0
bs0_6_15,28556574425.0
bs0_6_16,29438649425.0
bs0_6_17,28531779425.0
bs0_6_18,30505404425.0
bs0_6_19,30944874425.0
bs0_6_20,31122714425.0
bs0_6_21,30576654425.0
bs0_6_22,30534759425.0
bs0_6_23,31260654425.0
bs0_7_0,33900484040.0
bs0_7_1,33889088040.0
bs0_7_2,34174296040.0
bs0_7_3,33922044040.0
bs0_7_4,33976252040.0
bs0_7_5,34188464040.0
bs0_7_6,30998508040.0
bs0_7_7,31401064040.0
bs0_7_8,31517488040.0
bs0_7_9,33260768040.0
bs0_7_10,33364256040.0
bs0_7_11,33392592040.0
bs0_7_12,33514252040.0
bs0_7_13,33433248040.0
bs0_7_14,33668560040.0
bs0_7_15,30861140040.0
bs0_7_16,31814400040.0
bs0_7_17,30834344040.0
bs0_7_18,32967244040.0
bs0_7_19,33442180040.0
bs0_7_20,33634372040.0
bs0_7_21,33044244040.0
bs0_7_22,32998968040.0
bs0_7_23,33783444040.0
bs0_8_0,36432013655.0
bs0_8_1,36419766655.0
bs0_8_2,36726272655.0
bs0_8_3,36455183655.0
bs0_8_4,36513439655.0
bs0_8_5,36741498655.0
bs0_8_6,33313331655.0
bs0_8_7,33745948655.0
bs0_8_8,33871066655.0
bs0_8_9,35744526655.0
bs0_8_10,35855742655.0
bs0_8_11,35886194655.0
bs0_8_12,36016939655.0
bs0_8_13,35929886655.0
bs0_8_14,36182770655.0
bs0_8_15,33165705655.0
bs0_8_16,34190150655.0
bs0_8_17,33136908655.0
bs0_8_18,35429083655.0
bs0_8_19,35939485655.0
bs0_8_20,36146029655.0
bs0_8_21,35511833655.0
bs0_8_22,35463176655.0
bs0_8_23,36306233655.0
bs0_9_0,38963543270.0
bs0_9_1,38950445270.0
bs0_9_2,39278249270.0
bs0_9_3,38988323270.0
bs0_9_4,39050627270.0
bs0_9_5,39294533270.0
bs0_9_6,35628155270.0
bs0_9_7,36090833270.0
bs0_9_8,36224645270.0
bs0_9_9,38228285270.0
bs0_9_10,38347229270.0
bs0_9_11,38379797270.0
bs0_9_12,38519627270.0
bs0_9_13,38426525270.0
bs0_9_14,38696981270.0
bs0_9_15,35470271270.0
bs0_9_16,36565901270.0
bs0_9_17,35439473270.0
bs0_9_18,37890923270.0
bs0_9_19,38436791270.0
bs0_9_20,38657687270.0
bs0_9_21,37979423270.0
bs0_9_22,37927385270.0
bs0_9_23,38829023270.0
bs0_10_0,41495072885.0
bs0_10_1,41481123885.0
bs0_10_2,41830225885.0
bs0_10_3,41521462885.0
bs0_10_4,41587814885.0
bs0_10_5,41847567885.0
bs0_10_6,37942978885.0
bs0_10_7,38435717885.0
bs0_10_8,38578223885.0
bs0_10_9,40712043885.0
bs0_10_10,40838715885.0
bs0_10_11,40873399885.0
bs0_10_12,41022314885.0
bs0_10_13,40923163885.0
bs0_10_14,41211191885.0
bs0_10_15,37774836885.0
bs0_10_16,38941651885.0
bs0_10_17,37742037885.0
bs0_10_18,40352762885.0
bs0_10_19,40934096885.0
bs0_10_20,41169344885.0
bs0_10_21,40447012885.0
bs0_10_22,40391593885.0
bs0_10_23,41351812885.0
bs1_1_0,27516627112.5
bs1_1_1,27507377112.5
bs1_1_2,27738877112.5
bs1_1_3,27534127112.5
bs1_1_4,27578127112.5
bs1_1_5,27750377112.5
bs1_1_6,25161127112.5
bs1_1_7,25487877112.5
bs1_1_8,25582377112.5
bs1_1_9,26997377112.5
bs1_1_10,27081377112.5
bs1_1_11,27104377112.5
bs1_1_12,27203127112.5
bs1_1_13,27137377112.5
bs1_1_14,27328377112.5
bs1_1_15,25049627112.5
bs1_1_16,25823377112.5
bs1_1_17,25027877112.5
bs1_1_18,26759127112.5
bs1_1_19,27144627112.5
bs1_1_20,27300627112.5
bs1_1_21,26821627112.5
bs1_1_22,26784877112.5
bs1_1_23,27421627112.5
bs1_2_0,28617292145.0
bs1_2_1,28607672145.0
bs1_2_2,28848432145.0
bs1_2_3,28635492145.0
bs1_2_4,28681252145.0
bs1_2_5,28860392145.0
bs1_2_6,26167572145.0
bs1_2_7,26507392145.0
bs1_2_8,26605672145.0
bs1_2_9,28077272145.0
bs1_2_10,28164632145.0
bs1_2_11,28188552145.0
bs1_2_12,28291252145.0
bs1_2_13,28222872145.0
bs1_2_14,28421512145.0
bs1_2_15,26051612145.0
bs1_2_16,26856312145.0
bs1_2_17,26028992145.0
bs1_2_18,27829492145.0
bs1_2_19,28230412145.0
bs1_2_20,28392652145.0
bs1_2_21,27894492145.0
bs1_2_22,27856272145.0
bs1_2_23,28518492145.0
bs1_3_0,29717957177.5
bs1_3_1,29707967177.5
bs1_3_2,29957987177.5
bs1_3_3,29736857177.5
bs1_3_4,29784377177.5
bs1_3_5,29970407177.5
bs1_3_6,27174017177.5
bs1_3_7,27526907177.5
bs1_3_8,27628967177.5
bs1_3_9,29157167177.5
bs1_3_10,29247887177.5
bs1_3_11,29272727177.5
bs1_3_12,29379377177.5
bs1_3_13,29308367177.5
bs1_3_14,29514647177.5
bs1_3_15,27053597177.5
bs1_3_16,27889247177.5
bs1_3_17,27030107177.5
bs1_3_18,28899857177.5
bs1_3_19,29316197177.5
bs1_3_20,29484677177.5
bs1_3_21,28967357177.5
bs1_3_22,28927667177.5
bs1_3_23,29615357177.5
bs1_4_0,30818622210.0
bs1_4_1,30808262210.0
bs1_4_2,31067542210.0
bs1_4_3,30838222210.0
bs1_4_4,30887502210.0
bs1_4_5,31080422210.0
bs1_4_6,28180462210.0
bs1_4_7,28546422210.0
bs1_4_8,28652262210.0
bs1_4_9,30237062210.0
bs1_4_10,30331142210.0
bs1_4_11,30356902210.0
bs1_4_12,30467502210.0
bs1_4_13,30393862210.0
bs1_4_14,30607782210.0
bs1_4_15,28055582210.0
bs1_4_16,28922182210.0
bs1_4_17,28031222210.0
bs1_4_18,29970222210.0
bs1_4_19,30401982210.0
