,Value
bs0_1_0,18636166350.0
bs0_1_1,18760096350.0
bs0_1_2,18876376350.0
bs0_1_3,18749386350.0
bs0_1_4,18746326350.0
bs0_1_5,18795116350.0
bs0_1_6,17121636350.0
bs0_1_7,17807586350.0
bs0_1_8,17303876350.0
bs0_1_9,18450016350.0
bs0_1_10,18549466350.0
bs0_1_11,18614406350.0
bs0_1_12,18605056350.0
bs0_1_13,18357876350.0
bs0_1_14,18665576350.0
bs0_1_15,16752396350.0
bs0_1_16,17188106350.0
bs0_1_17,17133536350.0
bs0_1_18,18312316350.0
bs0_1_19,18588736350.0
bs0_1_20,18492516350.0
bs0_1_21,18475516350.0
bs0_1_22,18437776350.0
bs0_1_23,18220006350.0
bs0_2_0,21157529965.0
bs0_2_1,21298226965.0
bs0_2_2,21430238965.0
bs0_2_3,21286067965.0
bs0_2_4,21282593965.0
bs0_2_5,21337984965.0
bs0_2_6,19438092965.0
bs0_2_7,20216847965.0
bs0_2_8,19644988965.0
bs0_2_9,20946194965.0
bs0_2_10,21059099965.0
bs0_2_11,21132825965.0
bs0_2_12,21122210965.0
bs0_2_13,20841588965.0
bs0_2_14,21190918965.0
bs0_2_15,19018896965.0
bs0_2_16,19513555965.0
bs0_2_17,19451602965.0
bs0_2_18,20789864965.0
bs0_2_19,21103682965.0
bs0_2_20,20994444965.0
bs0_2_21,20975144965.0
bs0_2_22,20932298965.0
bs0_2_23,20685065965.0
bs0_3_0,23678893580.0
bs0_3_1,23836357580.0
bs0_3_2,23984101580.0
bs0_3_3,23822749580.0
bs0_3_4,23818861580.0
bs0_3_5,23880853580.0
bs0_3_6,21754549580.0
bs0_3_7,22626109580.0
bs0_3_8,21986101580.0
bs0_3_9,23442373580.0
bs0_3_10,23568733580.0
bs0_3_11,23651245580.0
bs0_3_12,23639365580.0
bs0_3_13,23325301580.0
bs0_3_14,23716261580.0
bs0_3_15,21285397580.0
bs0_3_16,21839005580.0
bs0_3_17,21769669580.0
bs0_3_18,23267413580.0
bs0_3_19,23618629580.0
bs0_3_20,23496373580.0
bs0_3_21,23474773580.0
bs0_3_22,23426821580.0
bs0_3_23,23150125580.0
bs0_4_0,26200257195.0
bs0_4_1,26374488195.0
bs0_4_2,26537964195.0
bs0_4_3,26359431195.0
bs0_4_4,26355129195.0
bs0_4_5,26423722195.0
bs0_4_6,24071006195.0
bs0_4_7,25035371195.0
bs0_4_8,24327214195.0
bs0_4_9,25938552195.0
