,Value
bs0_1_0,18761966350.0
bs0_1_1,18855636350.0
bs0_1_2,18824016350.0
bs0_1_3,18684106350.0
bs0_1_4,18730856350.0
bs0_1_5,18881816350.0
bs0_1_6,17767126350.0
bs0_1_7,17991526350.0
bs0_1_8,17894796350.0
bs0_1_9,18490816350.0
bs0_1_10,18360936350.0
bs0_1_11,18494726350.0
bs0_1_12,18302286350.0
bs0_1_13,18460556350.0
bs0_1_14,18609136350.0
bs0_1_15,17130646350.0
bs0_1_16,17229076350.0
bs0_1_17,16500116350.0
bs0_1_18,18492686350.0
bs0_1_19,18318436350.0
bs0_1_20,18331186350.0
bs0_1_21,18390686350.0
bs0_1_22,18401736350.0
bs0_1_23,18614236350.0
bs0_2_0,21300349965.0
bs0_2_1,21406692965.0
bs0_2_2,21370794965.0
bs0_2_3,21211955965.0
bs0_2_4,21265030965.0
bs0_2_5,21436414965.0
bs0_2_6,20170913965.0
bs0_2_7,20425673965.0
bs0_2_8,20315856965.0
bs0_2_9,20992514965.0
bs0_2_10,20845062965.0
bs0_2_11,20996953965.0
bs0_2_12,20778477965.0
bs0_2_13,20958160965.0
bs0_2_14,21126842965.0
bs0_2_15,19448321965.0
bs0_2_16,19560068965.0
bs0_2_17,18732484965.0
bs0_2_18,20994637965.0
bs0_2_19,20796812965.0
bs0_2_20,20811287965.0
bs0_2_21,20878837965.0
bs0_2_22,20891382965.0
bs0_2_23,21132632965.0
bs0_3_0,23838733580.0
bs0_3_1,23957749580.0
bs0_3_2,23917573580.0
bs0_3_3,23739805580.0
bs0_3_4,23799205580.0
bs0_3_5,23991013580.0
bs0_3_6,22574701580.0
bs0_3_7,22859821580.0
bs0_3_8,22736917580.0
bs0_3_9,23494213580.0
bs0_3_10,23329189580.0
bs0_3_11,23499181580.0
bs0_3_12,23254669580.0
bs0_3_13,23455765580.0
bs0_3_14,23644549580.0
bs0_3_15,21765997580.0
bs0_3_16,21891061580.0
bs0_3_17,20964853580.0
bs0_3_18,23496589580.0
bs0_3_19,23275189580.0
bs0_3_20,23291389580.0
bs0_3_21,23366989580.0
bs0_3_22,23381029580.0
bs0_3_23,23651029580.0
bs0_4_0,26377117195.0
bs0_4_1,26508806195.0
bs0_4_2,26464352195.0
bs0_4_3,26267655195.0
bs0_4_4,26333380195.0
bs0_4_5,26545612195.0
bs0_4_6,24978489195.0
bs0_4_7,25293969195.0
bs0_4_8,25157978195.0
bs0_4_9,25995912195.0
bs0_4_10,25813316195.0
bs0_4_11,26001409195.0
bs0_4_12,25730861195.0
bs0_4_13,25953370195.0
bs0_4_14,26162256195.0
bs0_4_15,24083673195.0
bs0_4_16,24222054195.0
bs0_4_17,23197222195.0
bs0_4_18,25998541195.0
bs0_4_19,25753566195.0
bs0_4_20,25771491195.0
bs0_4_21,25855141195.0
bs0_4_22,25870676195.0
bs0_4_23,26169426195.0
bs0_5_0,28915500810.0
bs0_5_1,29059862810.0
bs0_5_2,29011130810.0
bs0_5_3,28795504810.0
bs0_5_4,28867554810.0
bs0_5_5,29100210810.0
bs0_5_6,27382276810.0
bs0_5_7,27728116810.0
bs0_5_8,27579038810.0
bs0_5_9,28497610810.0
bs0_5_10,28297442810.0
bs0_5_11,28503636810.0
bs0_5_12,28207052810.0
bs0_5_13,28450974810.0
bs0_5_14,28679962810.0
bs0_5_15,26401348810.0
bs0_5_16,26553046810.0
bs0_5_17,25429590810.0
bs0_5_18,28500492810.0
bs0_5_19,28231942810.0
bs0_5_20,28251592810.0
bs0_5_21,28343292810.0
bs0_5_22,28360322810.0
bs0_5_23,28687822810.0
bs0_6_0,31453884425.0
bs0_6_1,31610919425.0
bs0_6_2,31557909425.0
bs0_6_3,31323354425.0
bs0_6_4,31401729425.0
bs0_6_5,31654809425.0
bs0_6_6,29786064425.0
bs0_6_7,30162264425.0
bs0_6_8,30000099425.0
bs0_6_9,30999309425.0
bs0_6_10,30781569425.0
bs0_6_11,31005864425.0
bs0_6_12,30683244425.0
bs0_6_13,30948579425.0
bs0_6_14,31197669425.0
bs0_6_15,28719024425.0
bs0_6_16,28884039425.0
bs0_6_17,27661959425.0
bs0_6_18,31002444425.0
bs0_6_19,30710319425.0
bs0_6_20,30731694425.0
bs0_6_21,30831444425.0
bs0_6_22,30849969425.0
bs0_6_23,31206219425.0
bs0_7_0,33992268040.0
bs0_7_1,34161976040.0
bs0_7_2,34104688040.0
bs0_7_3,33851204040.0
bs0_7_4,33935904040.0
bs0_7_5,34209408040.0
bs0_7_6,32189852040.0
bs0_7_7,32596412040.0
bs0_7_8,32421160040.0
bs0_7_9,33501008040.0
bs0_7_10,33265696040.0
bs0_7_11,33508092040.0
bs0_7_12,33159436040.0
bs0_7_13,33446184040.0
bs0_7_14,33715376040.0
bs0_7_15,31036700040.0
bs0_7_16,31215032040.0
bs0_7_17,29894328040.0
bs0_7_18,33504396040.0
bs0_7_19,33188696040.0
bs0_7_20,33211796040.0
bs0_7_21,33319596040.0
bs0_7_22,33339616040.0
bs0_7_23,33724616040.0
bs0_8_0,36530651655.0
bs0_8_1,36713032655.0
bs0_8_2,36651466655.0
bs0_8_3,36379053655.0
bs0_8_4,36470078655.0
bs0_8_5,36764006655.0
bs0_8_6,34593639655.0
bs0_8_7,35030559655.0
bs0_8_8,34842220655.0
bs0_8_9,36002706655.0
bs0_8_10,35749822655.0
bs0_8_11,36010319655.0
bs0_8_12,35635627655.0
bs0_8_13,35943788655.0
bs0_8_14,36233082655.0
bs0_8_15,33354375655.0
bs0_8_16,33546024655.0
bs0_8_17,32126696655.0
bs0_8_18,36006347655.0
bs0_8_19,35667072655.0
bs0_8_20,35691897655.0
bs0_8_21,35807747655.0
bs0_8_22,35829262655.0
bs0_8_23,36243012655.0
bs0_9_0,39069035270.0
bs0_9_1,39264089270.0
bs0_9_2,39198245270.0
bs0_9_3,38906903270.0
bs0_9_4,39004253270.0
bs0_9_5,39318605270.0
bs0_9_6,36997427270.0
bs0_9_7,37464707270.0
bs0_9_8,37263281270.0
bs0_9_9,38504405270.0
bs0_9_10,38233949270.0
bs0_9_11,38512547270.0
bs0_9_12,38111819270.0
bs0_9_13,38441393270.0
bs0_9_14,38750789270.0
bs0_9_15,35672051270.0
bs0_9_16,35877017270.0
bs0_9_17,34359065270.0
bs0_9_18,38508299270.0
bs0_9_19,38145449270.0
bs0_9_20,38171999270.0
bs0_9_21,38295899270.0
bs0_9_22,38318909270.0
bs0_9_23,38761409270.0
bs0_10_0,41607418885.0
bs0_10_1,41815145885.0
