,Value
bs0_1_0,18825036350.0
bs0_1_1,18639736350.0
bs0_1_2,18801406350.0
bs0_1_3,18667276350.0
bs0_1_4,18851726350.0
bs0_1_5,18783216350.0
bs0_1_6,17939506350.0
bs0_1_7,17387856350.0
bs0_1_8,17654246350.0
bs0_1_9,18417036350.0
bs0_1_10,18411766350.0
bs0_1_11,18679346350.0
bs0_1_12,18472116350.0
bs0_1_13,18518526350.0
bs0_1_14,18415846350.0
bs0_1_15,17293506350.0
bs0_1_16,16322636350.0
bs0_1_17,17285856350.0
bs0_1_18,18508496350.0
bs0_1_19,18474156350.0
bs0_1_20,18279676350.0
bs0_1_21,18552866350.0
bs0_1_22,18497446350.0
bs0_1_23,18376916350.0
bs0_2_0,21371952965.0
bs0_2_1,21161582965.0
bs0_2_2,21345125965.0
bs0_2_3,21192848965.0
bs0_2_4,21402253965.0
bs0_2_5,21324474965.0
bs0_2_6,20366615965.0
bs0_2_7,19740330965.0
bs0_2_8,20042761965.0
bs0_2_9,20908752965.0
bs0_2_10,20902769965.0
bs0_2_11,21206551965.0
bs0_2_12,20971284965.0
bs0_2_13,21023973965.0
bs0_2_14,20907401965.0
bs0_2_15,19633215965.0
bs0_2_16,18530992965.0
bs0_2_17,19624530965.0
bs0_2_18,21012586965.0
bs0_2_19,20973600965.0
bs0_2_20,20752808965.0
bs0_2_21,21062959965.0
bs0_2_22,21000041965.0
bs0_2_23,20863204965.0
bs0_3_0,23918869580.0
bs0_3_1,23683429580.0
bs0_3_2,23888845580.0
bs0_3_3,23718421580.0
bs0_3_4,23952781580.0
bs0_3_5,23865733580.0
bs0_3_6,22793725580.0
bs0_3_7,22092805580.0
bs0_3_8,22431277580.0
bs0_3_9,23400469580.0
bs0_3_10,23393773580.0
bs0_3_11,23733757580.0
bs0_3_12,23470453580.0
bs0_3_13,23529421580.0
bs0_3_14,23398957580.0
bs0_3_15,21972925580.0
bs0_3_16,20739349580.0
bs0_3_17,21963205580.0
bs0_3_18,23516677580.0
bs0_3_19,23473045580.0
bs0_3_20,23225941580.0
bs0_3_21,23573053580.0
bs0_3_22,23502637580.0
bs0_3_23,23349493580.0
bs0_4_0,26465786195.0
bs0_4_1,26205276195.0
bs0_4_2,26432565195.0
bs0_4_3,26243994195.0
bs0_4_4,26503309195.0
bs0_4_5,26406992195.0
bs0_4_6,25220835195.0
bs0_4_7,24445280195.0
bs0_4_8,24819793195.0
bs0_4_9,25892186195.0
bs0_4_10,25884777195.0
bs0_4_11,26260963195.0
bs0_4_12,25969622195.0
bs0_4_13,26034869195.0
bs0_4_14,25890513195.0
bs0_4_15,24312635195.0
bs0_4_16,22947706195.0
bs0_4_17,24301880195.0
bs0_4_18,26020768195.0
bs0_4_19,25972490195.0
bs0_4_20,25699074195.0
bs0_4_21,26083147195.0
bs0_4_22,26005233195.0
bs0_4_23,25835782195.0
bs0_5_0,29012702810.0
bs0_5_1,28727122810.0
bs0_5_2,28976284810.0
bs0_5_3,28769566810.0
bs0_5_4,29053836810.0
bs0_5_5,28948250810.0
bs0_5_6,27647944810.0
bs0_5_7,26797754810.0
bs0_5_8,27208308810.0
bs0_5_9,28383902810.0
bs0_5_10,28375780810.0
bs0_5_11,28788168810.0
bs0_5_12,28468790810.0
bs0_5_13,28540316810.0
bs0_5_14,28382068810.0
bs0_5_15,26652344810.0
bs0_5_16,25156062810.0
bs0_5_17,26640554810.0
bs0_5_18,28524858810.0
bs0_5_19,28471934810.0
bs0_5_20,28172206810.0
bs0_5_21,28593240810.0
bs0_5_22,28507828810.0
bs0_5_23,28322070810.0
bs0_6_0,31559619425.0
bs0_6_1,31248969425.0
bs0_6_2,31520004425.0
bs0_6_3,31295139425.0
bs0_6_4,31604364425.0
bs0_6_5,31489509425.0
bs0_6_6,30075054425.0
bs0_6_7,29150229425.0
bs0_6_8,29596824425.0
bs0_6_9,30875619425.0
bs0_6_10,30866784425.0
bs0_6_11,31315374425.0
bs0_6_12,30967959425.0
bs0_6_13,31045764425.0
bs0_6_14,30873624425.0
bs0_6_15,28992054425.0
bs0_6_16,27364419425.0
bs0_6_17,28979229425.0
bs0_6_18,31028949425.0
bs0_6_19,30971379425.0
bs0_6_20,30645339425.0
bs0_6_21,31103334425.0
bs0_6_22,31010424425.0
bs0_6_23,30808359425.0
bs0_7_0,34106536040.0
bs0_7_1,33770816040.0
bs0_7_2,34063724040.0
bs0_7_3,33820712040.0
bs0_7_4,34154892040.0
bs0_7_5,34030768040.0
bs0_7_6,32502164040.0
bs0_7_7,31502704040.0
bs0_7_8,31985340040.0
bs0_7_9,33367336040.0
bs0_7_10,33357788040.0
bs0_7_11,33842580040.0
bs0_7_12,33467128040.0
bs0_7_13,33551212040.0
bs0_7_14,33365180040.0
bs0_7_15,31331764040.0
bs0_7_16,29572776040.0
bs0_7_17,31317904040.0
bs0_7_18,33533040040.0
bs0_7_19,33470824040.0
bs0_7_20,33118472040.0
bs0_7_21,33613428040.0
bs0_7_22,33513020040.0
bs0_7_23,33294648040.0
bs0_8_0,36653452655.0
bs0_8_1,36292662655.0
bs0_8_2,36607443655.0
bs0_8_3,36346284655.0
bs0_8_4,36705419655.0
bs0_8_5,36572026655.0
bs0_8_6,34929273655.0
bs0_8_7,33855178655.0
bs0_8_8,34373855655.0
bs0_8_9,35859052655.0
bs0_8_10,35848791655.0
bs0_8_11,36369785655.0
bs0_8_12,35966296655.0
bs0_8_13,36056659655.0
bs0_8_14,35856735655.0
bs0_8_15,33671473655.0
bs0_8_16,31781132655.0
bs0_8_17,33656578655.0
bs0_8_18,36037130655.0
bs0_8_19,35970268655.0
bs0_8_20,35591604655.0
bs0_8_21,36123521655.0
bs0_8_22,36015615655.0
bs0_8_23,35780936655.0
bs0_9_0,39200369270.0
bs0_9_1,38814509270.0
bs0_9_2,39151163270.0
bs0_9_3,38871857270.0
bs0_9_4,39255947270.0
bs0_9_5,39113285270.0
bs0_9_6,37356383270.0
bs0_9_7,36207653270.0
bs0_9_8,36762371270.0
bs0_9_9,38350769270.0
bs0_9_10,38339795270.0
bs0_9_11,38896991270.0
bs0_9_12,38465465270.0
bs0_9_13,38562107270.0
bs0_9_14,38348291270.0
bs0_9_15,36011183270.0
bs0_9_16,33989489270.0
bs0_9_17,35995253270.0
bs0_9_18,38541221270.0
bs0_9_19,38469713270.0
bs0_9_20,38064737270.0
bs0_9_21,38633615270.0
bs0_9_22,38518211270.0
bs0_9_23,38267225270.0
bs0_10_0,41747285885.0
bs0_10_1,41336355885.0
bs0_10_2,41694882885.0
bs0_10_3,41397429885.0
bs0_10_4,41806474885.0
bs0_10_5,41654543885.0
bs0_10_6,39783492885.0
bs0_10_7,38560127885.0
bs0_10_8,39150886885.0
bs0_10_9,40842485885.0
bs0_10_10,40830798885.0
bs0_10_11,41424196885.0
bs0_10_12,40964633885.0
bs0_10_13,41067554885.0
bs0_10_14,40839846885.0
bs0_10_15,38350892885.0
bs0_10_16,36197845885.0
bs0_10_17,38333927885.0
bs0_10_18,41045311885.0
bs0_10_19,40969157885.0
bs0_10_20,40537869885.0
bs0_10_21,41143708885.0
bs0_10_22,41020806885.0
bs0_10_23,40753513885.0
bs1_1_0,27683877112.5
bs1_1_1,27411377112.5
bs1_1_2,27649127112.5
bs1_1_3,27451877112.5
bs1_1_4,27723127112.5
bs1_1_5,27622377112.5
bs1_1_6,26381627112.5
bs1_1_7,25570377112.5
bs1_1_8,25962127112.5
bs1_1_9,27083877112.5
bs1_1_10,27076127112.5
bs1_1_11,27469627112.5
bs1_1_12,27164877112.5
bs1_1_13,27233127112.5
bs1_1_14,27082127112.5
bs1_1_15,25431627112.5
bs1_1_16,24003877112.5
bs1_1_17,25420377112.5
bs1_1_18,27218377112.5
bs1_1_19,27167877112.5
bs1_1_20,26881877112.5
bs1_1_21,27283627112.5
bs1_1_22,27202127112.5
bs1_1_23,27024877112.5
bs1_2_0,28791232145.0
bs1_2_1,28507832145.0
bs1_2_2,28755092145.0
bs1_2_3,28549952145.0
bs1_2_4,28832052145.0
bs1_2_5,28727272145.0
bs1_2_6,27436892145.0
bs1_2_7,26593192145.0
bs1_2_8,27000612145.0
bs1_2_9,28167232145.0
bs1_2_10,28159172145.0
bs1_2_11,28568412145.0
bs1_2_12,28251472145.0
bs1_2_13,28322452145.0
bs1_2_14,28165412145.0
bs1_2_15,26448892145.0
bs1_2_16,24964032145.0
bs1_2_17,26437192145.0
bs1_2_18,28307112145.0
bs1_2_19,28254592145.0
bs1_2_20,27957152145.0
bs1_2_21,28374972145.0
bs1_2_22,28290212145.0
bs1_2_23,28105872145.0
bs1_3_0,29898587177.5
bs1_3_1,29604287177.5
bs1_3_2,29861057177.5
bs1_3_3,29648027177.5
bs1_3_4,29940977177.5
bs1_3_5,29832167177.5
bs1_3_6,28492157177.5
bs1_3_7,27616007177.5
bs1_3_8,28039097177.5
bs1_3_9,29250587177.5
bs1_3_10,29242217177.5
bs1_3_11,29667197177.5
bs1_3_12,29338067177.5
bs1_3_13,29411777177.5
bs1_3_14,29248697177.5
bs1_3_15,27466157177.5
bs1_3_16,25924187177.5
bs1_3_17,27454007177.5
bs1_3_18,29395847177.5
bs1_3_19,29341307177.5
bs1_3_20,29032427177.5
bs1_3_21,29466317177.5
bs1_3_22,29378297177.5
bs1_3_23,29186867177.5
bs1_4_0,31005942210.0
bs1_4_1,30700742210.0
bs1_4_2,30967022210.0
bs1_4_3,30746102210.0
bs1_4_4,31049902210.0
bs1_4_5,30937062210.0
bs1_4_6,29547422210.0
bs1_4_7,28638822210.0
bs1_4_8,29077582210.0
bs1_4_9,30333942210.0
bs1_4_10,30325262210.0
bs1_4_11,30765982210.0
bs1_4_12,30424662210.0
bs1_4_13,30501102210.0
