,Value
bs0_1_0,18866006350.0
bs0_1_1,18686146350.0
bs0_1_2,18690056350.0
bs0_1_3,18683086350.0
bs0_1_4,18720656350.0
bs0_1_5,18733066350.0
bs0_1_6,17579616350.0
bs0_1_7,17455516350.0
bs0_1_8,17987616350.0
bs0_1_9,18360596350.0
bs0_1_10,18339006350.0
bs0_1_11,18549296350.0
bs0_1_12,18324046350.0
bs0_1_13,18515126350.0
bs0_1_14,18307046350.0
bs0_1_15,17074376350.0
bs0_1_16,17485436350.0
bs0_1_17,17047176350.0
bs0_1_18,18196206350.0
bs0_1_19,18639056350.0
bs0_1_20,18199606350.0
bs0_1_21,18383036350.0
bs0_1_22,18214566350.0
bs0_1_23,18633786350.0
bs0_2_0,21418465965.0
bs0_2_1,21214271965.0
bs0_2_2,21218710965.0
bs0_2_3,21210797965.0
bs0_2_4,21253450965.0
bs0_2_5,21267539965.0
bs0_2_6,19958034965.0
bs0_2_7,19817144965.0
bs0_2_8,20421234965.0
bs0_2_9,20844676965.0
bs0_2_10,20820165965.0
bs0_2_11,21058906965.0
bs0_2_12,20803181965.0
bs0_2_13,21020113965.0
bs0_2_14,20783881965.0
bs0_2_15,19384438965.0
bs0_2_16,19851112965.0
bs0_2_17,19353558965.0
bs0_2_18,20658045965.0
bs0_2_19,21160810965.0
bs0_2_20,20661905965.0
bs0_2_21,20870152965.0
bs0_2_22,20678889965.0
bs0_2_23,21154827965.0
bs0_3_0,23970925580.0
bs0_3_1,23742397580.0
bs0_3_2,23747365580.0
bs0_3_3,23738509580.0
bs0_3_4,23786245580.0
bs0_3_5,23802013580.0
bs0_3_6,22336453580.0
bs0_3_7,22178773580.0
bs0_3_8,22854853580.0
bs0_3_9,23328757580.0
bs0_3_10,23301325580.0
bs0_3_11,23568517580.0
bs0_3_12,23282317580.0
bs0_3_13,23525101580.0
bs0_3_14,23260717580.0
bs0_3_15,21694501580.0
bs0_3_16,22216789580.0
bs0_3_17,21659941580.0
bs0_3_18,23119885580.0
bs0_3_19,23682565580.0
bs0_3_20,23124205580.0
bs0_3_21,23357269580.0
bs0_3_22,23143213580.0
bs0_3_23,23675869580.0
bs0_4_0,26523385195.0
bs0_4_1,26270523195.0
bs0_4_2,26276020195.0
