,Value
bs0_1_0,18653676350.0
bs0_1_1,18693116350.0
bs0_1_2,18664896350.0
bs0_1_3,18688356350.0
bs0_1_4,18782876350.0
bs0_1_5,18823166350.0
bs0_1_6,17679236350.0
bs0_1_7,17822376350.0
bs0_1_8,17896326350.0
bs0_1_9,18565446350.0
bs0_1_10,18610326350.0
bs0_1_11,18459706350.0
bs0_1_12,18358046350.0
bs0_1_13,18579046350.0
bs0_1_14,18376406350.0
bs0_1_15,17595086350.0
bs0_1_16,16943816350.0
bs0_1_17,17321216350.0
bs0_1_18,18197396350.0
bs0_1_19,18470756350.0
bs0_1_20,18202326350.0
bs0_1_21,18261486350.0
bs0_1_22,18277126350.0
bs0_1_23,18489116350.0
bs0_2_0,21177408965.0
bs0_2_1,21222184965.0
bs0_2_2,21190146965.0
bs0_2_3,21216780965.0
bs0_2_4,21324088965.0
bs0_2_5,21369829965.0
bs0_2_6,20071132965.0
bs0_2_7,20233638965.0
bs0_2_8,20317593965.0
bs0_2_9,21077241965.0
bs0_2_10,21128193965.0
bs0_2_11,20957195965.0
bs0_2_12,20841781965.0
bs0_2_13,21092681965.0
bs0_2_14,20862625965.0
bs0_2_15,19975597965.0
bs0_2_16,19236214965.0
bs0_2_17,19664674965.0
bs0_2_18,20659396965.0
bs0_2_19,20969740965.0
bs0_2_20,20664993965.0
bs0_2_21,20732157965.0
bs0_2_22,20749913965.0
bs0_2_23,20990584965.0
bs0_3_0,23701141580.0
bs0_3_1,23751253580.0
bs0_3_2,23715397580.0
bs0_3_3,23745205580.0
bs0_3_4,23865301580.0
bs0_3_5,23916493580.0
bs0_3_6,22463029580.0
bs0_3_7,22644901580.0
bs0_3_8,22738861580.0
bs0_3_9,23589037580.0
bs0_3_10,23646061580.0
bs0_3_11,23454685580.0
bs0_3_12,23325517580.0
bs0_3_13,23606317580.0
bs0_3_14,23348845580.0
bs0_3_15,22356109580.0
bs0_3_16,21528613580.0
bs0_3_17,22008133580.0
bs0_3_18,23121397580.0
bs0_3_19,23468725580.0
bs0_3_20,23127661580.0
bs0_3_21,23202829580.0
bs0_3_22,23222701580.0
bs0_3_23,23492053580.0
bs0_4_0,26224874195.0
bs0_4_1,26280322195.0
bs0_4_2,26240648195.0
bs0_4_3,26273630195.0
bs0_4_4,26406514195.0
bs0_4_5,26463157195.0
bs0_4_6,24854926195.0
bs0_4_7,25056164195.0
bs0_4_8,25160129195.0
bs0_4_9,26100833195.0
bs0_4_10,26163929195.0
bs0_4_11,25952175195.0
bs0_4_12,25809253195.0
bs0_4_13,26119953195.0
bs0_4_14,25835065195.0
bs0_4_15,24736621195.0
bs0_4_16,23821012195.0
bs0_4_17,24351592195.0
bs0_4_18,25583398195.0
bs0_4_19,25967710195.0
bs0_4_20,25590329195.0
bs0_4_21,25673501195.0
bs0_4_22,25695489195.0
bs0_4_23,25993522195.0
bs0_5_0,28748606810.0
bs0_5_1,28809390810.0
bs0_5_2,28765898810.0
bs0_5_3,28802054810.0
bs0_5_4,28947726810.0
bs0_5_5,29009820810.0
bs0_5_6,27246822810.0
bs0_5_7,27467426810.0
bs0_5_8,27581396810.0
