,Value
bs0_1_0,18789506350.0
bs0_1_1,18637696350.0
bs0_1_2,18736466350.0
bs0_1_3,18776246350.0
bs0_1_4,18724566350.0
bs0_1_5,18732726350.0
bs0_1_6,17013006350.0
bs0_1_7,16976286350.0
bs0_1_8,17614976350.0
bs0_1_9,18382016350.0
bs0_1_10,18527366350.0
bs0_1_11,18324216350.0
bs0_1_12,18522266350.0
bs0_1_13,18358726350.0
bs0_1_14,18649086350.0
bs0_1_15,16525616350.0
bs0_1_16,17329716350.0
bs0_1_17,16352386350.0
bs0_1_18,18514106350.0
bs0_1_19,18442366350.0
bs0_1_20,18632086350.0
bs0_1_21,18471946350.0
bs0_1_22,18546916350.0
bs0_1_23,18636166350.0
bs0_2_0,21331615965.0
bs0_2_1,21159266965.0
bs0_2_2,21271399965.0
bs0_2_3,21316561965.0
bs0_2_4,21257889965.0
bs0_2_5,21267153965.0
bs0_2_6,19314765965.0
bs0_2_7,19273077965.0
bs0_2_8,19998178965.0
bs0_2_9,20868994965.0
bs0_2_10,21034009965.0
bs0_2_11,20803374965.0
bs0_2_12,21028219965.0
bs0_2_13,20842553965.0
bs0_2_14,21172197965.0
bs0_2_15,18761434965.0
bs0_2_16,19674324965.0
bs0_2_17,18564767965.0
bs0_2_18,21018955965.0
bs0_2_19,20937509965.0
bs0_2_20,21152897965.0
bs0_2_21,20971091965.0
bs0_2_22,21056204965.0
bs0_2_23,21157529965.0
bs0_3_0,23873725580.0
bs0_3_1,23680837580.0
bs0_3_2,23806333580.0
bs0_3_3,23856877580.0
bs0_3_4,23791213580.0
bs0_3_5,23801581580.0
bs0_3_6,21616525580.0
bs0_3_7,21569869580.0
bs0_3_8,22381381580.0
bs0_3_9,23355973580.0
bs0_3_10,23540653580.0
bs0_3_11,23282533580.0
bs0_3_12,23534173580.0
bs0_3_13,23326381580.0
bs0_3_14,23695309580.0
bs0_3_15,20997253580.0
bs0_3_16,22018933580.0
bs0_3_17,20777149580.0
bs0_3_18,23523805580.0
bs0_3_19,23432653580.0
bs0_3_20,23673709580.0
bs0_3_21,23470237580.0
bs0_3_22,23565493580.0
bs0_3_23,23678893580.0
bs0_4_0,26415835195.0
bs0_4_1,26202408195.0
bs0_4_2,26341267195.0
bs0_4_3,26397193195.0
bs0_4_4,26324537195.0
bs0_4_5,26336009195.0
bs0_4_6,23918285195.0
bs0_4_7,23866661195.0
bs0_4_8,24764584195.0
bs0_4_9,25842952195.0
bs0_4_10,26047297195.0
bs0_4_11,25761692195.0
bs0_4_12,26040127195.0
bs0_4_13,25810209195.0
bs0_4_14,26218421195.0
bs0_4_15,23233072195.0
bs0_4_16,24363542195.0
bs0_4_17,22989531195.0
bs0_4_18,26028655195.0
bs0_4_19,25927797195.0
bs0_4_20,26194521195.0
bs0_4_21,25969383195.0
bs0_4_22,26074782195.0
bs0_4_23,26200257195.0
bs0_5_0,28957944810.0
bs0_5_1,28723978810.0
bs0_5_2,28876200810.0
bs0_5_3,28937508810.0
bs0_5_4,28857860810.0
bs0_5_5,28870436810.0
bs0_5_6,26220044810.0
bs0_5_7,26163452810.0
bs0_5_8,27147786810.0
bs0_5_9,28329930810.0
bs0_5_10,28553940810.0
bs0_5_11,28240850810.0
bs0_5_12,28546080810.0
bs0_5_13,28294036810.0
bs0_5_14,28741532810.0
bs0_5_15,25468890810.0
bs0_5_16,26708150810.0
bs0_5_17,25201912810.0
bs0_5_18,28533504810.0
bs0_5_19,28422940810.0
bs0_5_20,28715332810.0
bs0_5_21,28468528810.0
bs0_5_22,28584070810.0
bs0_5_23,28721620810.0
bs0_6_0,31500054425.0
bs0_6_1,31245549425.0
bs0_6_2,31411134425.0
bs0_6_3,31477824425.0
bs0_6_4,31391184425.0
bs0_6_5,31404864425.0
bs0_6_6,28521804425.0
bs0_6_7,28460244425.0
bs0_6_8,29530989425.0
bs0_6_9,30816909425.0
bs0_6_10,31060584425.0
bs0_6_11,30720009425.0
bs0_6_12,31052034425.0
bs0_6_13,30777864425.0
bs0_6_14,31264644425.0
bs0_6_15,27704709425.0
bs0_6_16,29052759425.0
bs0_6_17,27414294425.0
bs0_6_18,31038354425.0
bs0_6_19,30918084425.0
bs0_6_20,31236144425.0
bs0_6_21,30967674425.0
bs0_6_22,31093359425.0
bs0_6_23,31242984425.0
bs0_7_0,34042164040.0
bs0_7_1,33767120040.0
bs0_7_2,33946068040.0
bs0_7_3,34018140040.0
bs0_7_4,33924508040.0
bs0_7_5,33939292040.0
bs0_7_6,30823564040.0
bs0_7_7,30757036040.0
bs0_7_8,31914192040.0
bs0_7_9,33303888040.0
bs0_7_10,33567228040.0
bs0_7_11,33199168040.0
bs0_7_12,33557988040.0
bs0_7_13,33261692040.0
bs0_7_14,33787756040.0
bs0_7_15,29940528040.0
bs0_7_16,31397368040.0
bs0_7_17,29626676040.0
bs0_7_18,33543204040.0
bs0_7_19,33413228040.0
bs0_7_20,33756956040.0
bs0_7_21,33466820040.0
bs0_7_22,33602648040.0
bs0_7_23,33764348040.0
bs0_8_0,36584273655.0
bs0_8_1,36288690655.0
bs0_8_2,36481001655.0
bs0_8_3,36558455655.0
bs0_8_4,36457831655.0
bs0_8_5,36473719655.0
bs0_8_6,33125323655.0
bs0_8_7,33053827655.0
bs0_8_8,34297394655.0
bs0_8_9,35790866655.0
bs0_8_10,36073871655.0
bs0_8_11,35678326655.0
bs0_8_12,36063941655.0
bs0_8_13,35745519655.0
bs0_8_14,36310867655.0
bs0_8_15,32176346655.0
bs0_8_16,33741976655.0
bs0_8_17,31839057655.0
bs0_8_18,36048053655.0
bs0_8_19,35908371655.0
bs0_8_20,36277767655.0
bs0_8_21,35965965655.0
bs0_8_22,36111936655.0
bs0_8_23,36285711655.0
bs0_9_0,39126383270.0
bs0_9_1,38810261270.0
bs0_9_2,39015935270.0
bs0_9_3,39098771270.0
bs0_9_4,38991155270.0
bs0_9_5,39008147270.0
bs0_9_6,35427083270.0
bs0_9_7,35350619270.0
bs0_9_8,36680597270.0
bs0_9_9,38277845270.0
bs0_9_10,38580515270.0
bs0_9_11,38157485270.0
bs0_9_12,38569895270.0
bs0_9_13,38229347270.0
bs0_9_14,38833979270.0
bs0_9_15,34412165270.0
bs0_9_16,36086585270.0
bs0_9_17,34051439270.0
bs0_9_18,38552903270.0
bs0_9_19,38403515270.0
bs0_9_20,38798579270.0
bs0_9_21,38465111270.0
bs0_9_22,38621225270.0
bs0_9_23,38807075270.0
bs0_10_0,41668492885.0
