,Value
bs0_1_0,18677646350.0
bs0_1_1,18804126350.0
bs0_1_2,18802086350.0
bs0_1_3,18736126350.0
bs0_1_4,18647726350.0
bs0_1_5,18874676350.0
bs0_1_6,17770016350.0
bs0_1_7,17485776350.0
bs0_1_8,17621266350.0
bs0_1_9,18361446350.0
bs0_1_10,18510196350.0
bs0_1_11,18471266350.0
bs0_1_12,18650616350.0
bs0_1_13,18467526350.0
bs0_1_14,18337306350.0
bs0_1_15,16504196350.0
bs0_1_16,17446506350.0
bs0_1_17,17317136350.0
bs0_1_18,18535356350.0
bs0_1_19,18595536350.0
bs0_1_20,18280016350.0
bs0_1_21,18558646350.0
bs0_1_22,18544366350.0
bs0_1_23,18340876350.0
bs0_2_0,21204621965.0
bs0_2_1,21348213965.0
bs0_2_2,21345897965.0
bs0_2_3,21271013965.0
bs0_2_4,21170653965.0
bs0_2_5,21428308965.0
bs0_2_6,20174194965.0
bs0_2_7,19851498965.0
bs0_2_8,20005319965.0
bs0_2_9,20845641965.0
bs0_2_10,21014516965.0
bs0_2_11,20970319965.0
bs0_2_12,21173934965.0
bs0_2_13,20966073965.0
bs0_2_14,20818235965.0
bs0_2_15,18737116965.0
bs0_2_16,19806915965.0
bs0_2_17,19660042965.0
bs0_2_18,21043080965.0
bs0_2_19,21111402965.0
bs0_2_20,20753194965.0
bs0_2_21,21069521965.0
bs0_2_22,21053309965.0
bs0_2_23,20822288965.0
bs0_3_0,23731597580.0
bs0_3_1,23892301580.0
bs0_3_2,23889709580.0
bs0_3_3,23805901580.0
bs0_3_4,23693581580.0
bs0_3_5,23981941580.0
bs0_3_6,22578373580.0
bs0_3_7,22217221580.0
bs0_3_8,22389373580.0
bs0_3_9,23329837580.0
bs0_3_10,23518837580.0
bs0_3_11,23469373580.0
bs0_3_12,23697253580.0
bs0_3_13,23464621580.0
bs0_3_14,23299165580.0
bs0_3_15,20970037580.0
bs0_3_16,22167325580.0
bs0_3_17,22002949580.0
bs0_3_18,23550805580.0
bs0_3_19,23627269580.0
bs0_3_20,23226373580.0
bs0_3_21,23580397580.0
bs0_3_22,23562253580.0
bs0_3_23,23303701580.0
bs0_4_0,26258573195.0
bs0_4_1,26436389195.0
bs0_4_2,26433521195.0
bs0_4_3,26340789195.0
bs0_4_4,26216509195.0
bs0_4_5,26535574195.0
bs0_4_6,24982552195.0
bs0_4_7,24582944195.0
bs0_4_8,24773427195.0
bs0_4_9,25814033195.0
bs0_4_10,26023158195.0
bs0_4_11,25968427195.0
bs0_4_12,26220572195.0
bs0_4_13,25963169195.0
bs0_4_14,25780095195.0
bs0_4_15,23202958195.0
bs0_4_16,24527735195.0
bs0_4_17,24345856195.0
bs0_4_18,26058530195.0
bs0_4_19,26143136195.0
bs0_4_20,25699552195.0
bs0_4_21,26091273195.0
bs0_4_22,26071197195.0
bs0_4_23,25785114195.0
bs0_5_0,28785548810.0
bs0_5_1,28980476810.0
bs0_5_2,28977332810.0
bs0_5_3,28875676810.0
bs0_5_4,28739436810.0
bs0_5_5,29089206810.0
bs0_5_6,27386730810.0
bs0_5_7,26948666810.0
bs0_5_8,27157480810.0
bs0_5_9,28298228810.0
bs0_5_10,28527478810.0
bs0_5_11,28467480810.0
bs0_5_12,28743890810.0
bs0_5_13,28461716810.0
bs0_5_14,28261024810.0
bs0_5_15,25435878810.0
bs0_5_16,26888144810.0
bs0_5_17,26688762810.0
bs0_5_18,28566254810.0
bs0_5_19,28659002810.0
