,Value
bs0_1_0,18772846350.0
bs0_1_1,18834386350.0
bs0_1_2,18835066350.0
bs0_1_3,18844076350.0
bs0_1_4,18763326350.0
bs0_1_5,18675436350.0
bs0_1_6,17599166350.0
bs0_1_7,17685186350.0
bs0_1_8,17653396350.0
bs0_1_9,18692776350.0
bs0_1_10,18314866350.0
bs0_1_11,18596216350.0
bs0_1_12,18488266350.0
bs0_1_13,18505776350.0
bs0_1_14,18356686350.0
bs0_1_15,16677936350.0
bs0_1_16,16796596350.0
bs0_1_17,17468946350.0
bs0_1_18,18419926350.0
bs0_1_19,18579726350.0
bs0_1_20,18426896350.0
bs0_1_21,18335436350.0
bs0_1_22,18369776350.0
bs0_1_23,18432166350.0
bs0_2_0,21312701965.0
bs0_2_1,21382567965.0
bs0_2_2,21383339965.0
bs0_2_3,21393568965.0
bs0_2_4,21301893965.0
bs0_2_5,21202112965.0
bs0_2_6,19980229965.0
bs0_2_7,20077887965.0
bs0_2_8,20041796965.0
bs0_2_9,21221798965.0
bs0_2_10,20792759965.0
bs0_2_11,21112174965.0
bs0_2_12,20989619965.0
bs0_2_13,21009498965.0
bs0_2_14,20840237965.0
bs0_2_15,18934362965.0
bs0_2_16,19069076965.0
bs0_2_17,19832391965.0
bs0_2_18,20912033965.0
bs0_2_19,21093453965.0
bs0_2_20,20919946965.0
bs0_2_21,20816112965.0
bs0_2_22,20855098965.0
bs0_2_23,20925929965.0
bs0_3_0,23852557580.0
bs0_3_1,23930749580.0
bs0_3_2,23931613580.0
bs0_3_3,23943061580.0
bs0_3_4,23840461580.0
bs0_3_5,23728789580.0
bs0_3_6,22361293580.0
bs0_3_7,22470589580.0
bs0_3_8,22430197580.0
bs0_3_9,23750821580.0
bs0_3_10,23270653580.0
bs0_3_11,23628133580.0
bs0_3_12,23490973580.0
bs0_3_13,23513221580.0
bs0_3_14,23323789580.0
bs0_3_15,21190789580.0
bs0_3_16,21341557580.0
bs0_3_17,22195837580.0
bs0_3_18,23404141580.0
bs0_3_19,23607181580.0
bs0_3_20,23412997580.0
bs0_3_21,23296789580.0
bs0_3_22,23340421580.0
bs0_3_23,23419693580.0
bs0_4_0,26392413195.0
bs0_4_1,26478931195.0
bs0_4_2,26479887195.0
bs0_4_3,26492554195.0
bs0_4_4,26379029195.0
bs0_4_5,26255466195.0
bs0_4_6,24742357195.0
bs0_4_7,24863291195.0
bs0_4_8,24818598195.0
bs0_4_9,26279844195.0
bs0_4_10,25748547195.0
bs0_4_11,26144092195.0
bs0_4_12,25992327195.0
bs0_4_13,26016944195.0
bs0_4_14,25807341195.0
bs0_4_15,23447216195.0
bs0_4_16,23614038195.0
bs0_4_17,24559283195.0
bs0_4_18,25896249195.0
bs0_4_19,26120909195.0
bs0_4_20,25906048195.0
bs0_4_21,25777466195.0
bs0_4_22,25825744195.0
bs0_4_23,25913457195.0
bs0_5_0,28932268810.0
bs0_5_1,29027112810.0
bs0_5_2,29028160810.0
bs0_5_3,29042046810.0
bs0_5_4,28917596810.0
