,Value
bs0_1_0,18632766350.0
bs0_1_1,18844756350.0
bs0_1_2,18651466350.0
bs0_1_3,18631406350.0
bs0_1_4,18881646350.0
bs0_1_5,18878246350.0
bs0_1_6,17679576350.0
bs0_1_7,17168726350.0
bs0_1_8,17738566350.0
bs0_1_9,18698216350.0
bs0_1_10,18414656350.0
bs0_1_11,18513596350.0
bs0_1_12,18437776350.0
bs0_1_13,18317076350.0
bs0_1_14,18492346350.0
bs0_1_15,17550716350.0
bs0_1_16,16340486350.0
bs0_1_17,16633056350.0
bs0_1_18,18316396350.0
bs0_1_19,18523286350.0
bs0_1_20,18290896350.0
bs0_1_21,18489456350.0
bs0_1_22,18545216350.0
bs0_1_23,18415676350.0
bs0_2_0,21153669965.0
bs0_2_1,21394340965.0
bs0_2_2,21174899965.0
bs0_2_3,21152125965.0
bs0_2_4,21436221965.0
bs0_2_5,21432361965.0
bs0_2_6,20071518965.0
bs0_2_7,19491553965.0
bs0_2_8,20138489965.0
bs0_2_9,21227974965.0
bs0_2_10,20906050965.0
bs0_2_11,21018376965.0
bs0_2_12,20932298965.0
bs0_2_13,20795268965.0
bs0_2_14,20994251965.0
bs0_2_15,19925224965.0
bs0_2_16,18551257965.0
bs0_2_17,18883410965.0
bs0_2_18,20794496965.0
bs0_2_19,21029377965.0
bs0_2_20,20765546965.0
bs0_2_21,20990970965.0
bs0_2_22,21054274965.0
bs0_2_23,20907208965.0
bs0_3_0,23674573580.0
bs0_3_1,23943925580.0
bs0_3_2,23698333580.0
bs0_3_3,23672845580.0
bs0_3_4,23990797580.0
bs0_3_5,23986477580.0
bs0_3_6,22463461580.0
bs0_3_7,21814381580.0
bs0_3_8,22538413580.0
bs0_3_9,23757733580.0
bs0_3_10,23397445580.0
bs0_3_11,23523157580.0
bs0_3_12,23426821580.0
bs0_3_13,23273461580.0
bs0_3_14,23496157580.0
bs0_3_15,22299733580.0
bs0_3_16,20762029580.0
bs0_3_17,21133765580.0
bs0_3_18,23272597580.0
bs0_3_19,23535469580.0
bs0_3_20,23240197580.0
bs0_3_21,23492485580.0
bs0_3_22,23563333580.0
bs0_3_23,23398741580.0
bs0_4_0,26195477195.0
bs0_4_1,26493510195.0
bs0_4_2,26221767195.0
bs0_4_3,26193565195.0
bs0_4_4,26545373195.0
bs0_4_5,26540593195.0
bs0_4_6,24855404195.0
bs0_4_7,24137209195.0
bs0_4_8,24938337195.0
bs0_4_9,26287492195.0
bs0_4_10,25888840195.0
bs0_4_11,26027938195.0
bs0_4_12,25921344195.0
bs0_4_13,25751654195.0
bs0_4_14,25998063195.0
bs0_4_15,24674242195.0
bs0_4_16,22972801195.0
bs0_4_17,23384120195.0
bs0_4_18,25750698195.0
bs0_4_19,26041561195.0
bs0_4_20,25714848195.0
bs0_4_21,25994000195.0
bs0_4_22,26072392195.0
bs0_4_23,25890274195.0
bs0_5_0,28716380810.0
bs0_5_1,29043094810.0
bs0_5_2,28745200810.0
bs0_5_3,28714284810.0
bs0_5_4,29099948810.0
bs0_5_5,29094708810.0
bs0_5_6,27247346810.0
bs0_5_7,26460036810.0
bs0_5_8,27338260810.0
bs0_5_9,28817250810.0
bs0_5_10,28380234810.0
bs0_5_11,28532718810.0
bs0_5_12,28415866810.0
bs0_5_13,28229846810.0
bs0_5_14,28499968810.0
bs0_5_15,27048750810.0
bs0_5_16,25183572810.0
bs0_5_17,25634474810.0
bs0_5_18,28228798810.0
bs0_5_19,28547652810.0
bs0_5_20,28189498810.0
bs0_5_21,28495514810.0
bs0_5_22,28581450810.0
bs0_5_23,28381806810.0
bs0_6_0,31237284425.0
bs0_6_1,31592679425.0
bs0_6_2,31268634425.0
bs0_6_3,31235004425.0
bs0_6_4,31654524425.0
bs0_6_5,31648824425.0
bs0_6_6,29639289425.0
bs0_6_7,28782864425.0
bs0_6_8,29738184425.0
bs0_6_9,31347009425.0
bs0_6_10,30871629425.0
bs0_6_11,31037499425.0
bs0_6_12,30910389425.0
bs0_6_13,30708039425.0
bs0_6_14,31001874425.0
bs0_6_15,29423259425.0
bs0_6_16,27394344425.0
bs0_6_17,27884829425.0
bs0_6_18,30706899425.0
bs0_6_19,31053744425.0
bs0_6_20,30664149425.0
bs0_6_21,30997029425.0
bs0_6_22,31090509425.0
bs0_6_23,30873339425.0
bs0_7_0,33758188040.0
bs0_7_1,34142264040.0
bs0_7_2,33792068040.0
bs0_7_3,33755724040.0
bs0_7_4,34209100040.0
bs0_7_5,34202940040.0
bs0_7_6,32031232040.0
bs0_7_7,31105692040.0
bs0_7_8,32138108040.0
bs0_7_9,33876768040.0
bs0_7_10,33363024040.0
bs0_7_11,33542280040.0
bs0_7_12,33404912040.0
bs0_7_13,33186232040.0
bs0_7_14,33503780040.0
bs0_7_15,31797768040.0
bs0_7_16,29605116040.0
bs0_7_17,30135184040.0
bs0_7_18,33185000040.0
bs0_7_19,33559836040.0
bs0_7_20,33138800040.0
