,Value
bs0_1_0,18668296350.0
bs0_1_1,18870596350.0
bs0_1_2,18776756350.0
bs0_1_3,18883176350.0
bs0_1_4,18864476350.0
bs0_1_5,18769446350.0
bs0_1_6,17451436350.0
bs0_1_7,17806226350.0
bs0_1_8,17852296350.0
bs0_1_9,18581426350.0
bs0_1_10,18446276350.0
bs0_1_11,18591456350.0
bs0_1_12,18494726350.0
bs0_1_13,18439816350.0
bs0_1_14,18601316350.0
bs0_1_15,16648526350.0
bs0_1_16,17432396350.0
bs0_1_17,16906076350.0
bs0_1_18,18200966350.0
bs0_1_19,18536886350.0
bs0_1_20,18332376350.0
bs0_1_21,18224086350.0
bs0_1_22,18571906350.0
bs0_1_23,18250096350.0
bs0_2_0,21194006965.0
bs0_2_1,21423676965.0
bs0_2_2,21317140965.0
bs0_2_3,21437958965.0
bs0_2_4,21416728965.0
bs0_2_5,21308841965.0
bs0_2_6,19812512965.0
bs0_2_7,20215303965.0
bs0_2_8,20267606965.0
bs0_2_9,21095383965.0
bs0_2_10,20941948965.0
bs0_2_11,21106770965.0
bs0_2_12,20996953965.0
bs0_2_13,20934614965.0
bs0_2_14,21117964965.0
bs0_2_15,18900973965.0
bs0_2_16,19790896965.0
bs0_2_17,19193368965.0
bs0_2_18,20663449965.0
bs0_2_19,21044817965.0
bs0_2_20,20812638965.0
bs0_2_21,20689697965.0
bs0_2_22,21084575965.0
bs0_2_23,20719226965.0
bs0_3_0,23719717580.0
bs0_3_1,23976757580.0
bs0_3_2,23857525580.0
bs0_3_3,23992741580.0
bs0_3_4,23968981580.0
bs0_3_5,23848237580.0
bs0_3_6,22173589580.0
bs0_3_7,22624381580.0
bs0_3_8,22682917580.0
bs0_3_9,23609341580.0
bs0_3_10,23437621580.0
bs0_3_11,23622085580.0
bs0_3_12,23499181580.0
bs0_3_13,23429413580.0
bs0_3_14,23634613580.0
bs0_3_15,21153421580.0
bs0_3_16,22149397580.0
bs0_3_17,21480661580.0
bs0_3_18,23125933580.0
bs0_3_19,23552749580.0
bs0_3_20,23292901580.0
bs0_3_21,23155309580.0
bs0_3_22,23597245580.0
bs0_3_23,23188357580.0
bs0_4_0,26245428195.0
bs0_4_1,26529838195.0
bs0_4_2,26397910195.0
bs0_4_3,26547524195.0
bs0_4_4,26521234195.0
bs0_4_5,26387633195.0
bs0_4_6,24534666195.0
bs0_4_7,25033459195.0
bs0_4_8,25098228195.0
bs0_4_9,26123299195.0
bs0_4_10,25933294195.0
bs0_4_11,26137400195.0
bs0_4_12,26001409195.0
bs0_4_13,25924212195.0
bs0_4_14,26151262195.0
bs0_4_15,23405869195.0
bs0_4_16,24507898195.0
bs0_4_17,23767954195.0
bs0_4_18,25588417195.0
bs0_4_19,26060681195.0
bs0_4_20,25773164195.0
bs0_4_21,25620921195.0
bs0_4_22,26109915195.0
bs0_4_23,25657488195.0
bs0_5_0,28771138810.0
bs0_5_1,29082918810.0
bs0_5_2,28938294810.0
bs0_5_3,29102306810.0
bs0_5_4,29073486810.0
bs0_5_5,28927028810.0
bs0_5_6,26895742810.0
bs0_5_7,27442536810.0
bs0_5_8,27513538810.0
bs0_5_9,28637256810.0
bs0_5_10,28428966810.0
bs0_5_11,28652714810.0
bs0_5_12,28503636810.0
bs0_5_13,28419010810.0
bs0_5_14,28667910810.0
bs0_5_15,25658316810.0
bs0_5_16,26866398810.0
bs0_5_17,26055246810.0
bs0_5_18,28050900810.0
bs0_5_19,28568612810.0
bs0_5_20,28253426810.0
bs0_5_21,28086532810.0
bs0_5_22,28622584810.0
bs0_5_23,28126618810.0
bs0_6_0,31296849425.0
bs0_6_1,31635999425.0
bs0_6_2,31478679425.0
bs0_6_3,31657089425.0
bs0_6_4,31625739425.0
bs0_6_5,31466424425.0
bs0_6_6,29256819425.0
bs0_6_7,29851614425.0
bs0_6_8,29928849425.0
bs0_6_9,31151214425.0
bs0_6_10,30924639425.0
bs0_6_11,31168029425.0
bs0_6_12,31005864425.0
bs0_6_13,30913809425.0
bs0_6_14,31184559425.0
bs0_6_15,27910764425.0
bs0_6_16,29224899425.0
bs0_6_17,28342539425.0
bs0_6_18,30513384425.0
bs0_6_19,31076544425.0
bs0_6_20,30733689425.0
bs0_6_21,30552144425.0
bs0_6_22,31135254425.0
bs0_6_23,30595749425.0
bs0_7_0,33822560040.0
bs0_7_1,34189080040.0
bs0_7_2,34019064040.0
bs0_7_3,34211872040.0
bs0_7_4,34177992040.0
bs0_7_5,34005820040.0
bs0_7_6,31617896040.0
bs0_7_7,32260692040.0
bs0_7_8,32344160040.0
bs0_7_9,33665172040.0
bs0_7_10,33420312040.0
bs0_7_11,33683344040.0
bs0_7_12,33508092040.0
bs0_7_13,33408608040.0
bs0_7_14,33701208040.0
bs0_7_15,30163212040.0
bs0_7_16,31583400040.0
bs0_7_17,30629832040.0
bs0_7_18,32975868040.0
bs0_7_19,33584476040.0
bs0_7_20,33213952040.0
bs0_7_21,33017756040.0
bs0_7_22,33647924040.0
bs0_7_23,33064880040.0
bs0_8_0,36348270655.0
bs0_8_1,36742160655.0
bs0_8_2,36559448655.0
bs0_8_3,36766654655.0
bs0_8_4,36730244655.0
bs0_8_5,36545215655.0
bs0_8_6,33978972655.0
bs0_8_7,34669769655.0
bs0_8_8,34759470655.0
bs0_8_9,36179129655.0
bs0_8_10,35915984655.0
bs0_8_11,36198658655.0
bs0_8_12,36010319655.0
bs0_8_13,35903406655.0
bs0_8_14,36217856655.0
bs0_8_15,32415659655.0
bs0_8_16,33941900655.0
bs0_8_17,32917124655.0
bs0_8_18,35438351655.0
bs0_8_19,36092407655.0
bs0_8_20,35694214655.0
bs0_8_21,35483367655.0
bs0_8_22,36160593655.0
bs0_8_23,35534010655.0
bs0_9_0,38873981270.0
bs0_9_1,39295241270.0
bs0_9_2,39099833270.0
bs0_9_3,39321437270.0
bs0_9_4,39282497270.0
bs0_9_5,39084611270.0
bs0_9_6,36340049270.0
bs0_9_7,37078847270.0
bs0_9_8,37174781270.0
bs0_9_9,38693087270.0
bs0_9_10,38411657270.0
bs0_9_11,38713973270.0
bs0_9_12,38512547270.0
bs0_9_13,38398205270.0
bs0_9_14,38734505270.0
bs0_9_15,34668107270.0
