,Value
bs0_1_0,18791036350.0
bs0_1_1,18729496350.0
bs0_1_2,18762986350.0
bs0_1_3,18830136350.0
bs0_1_4,18835916350.0
bs0_1_5,18863626350.0
bs0_1_6,17157846350.0
bs0_1_7,17831896350.0
bs0_1_8,17642006350.0
bs0_1_9,18640246350.0
bs0_1_10,18514106350.0
bs0_1_11,18575986350.0
bs0_1_12,18462596350.0
bs0_1_13,18694476350.0
bs0_1_14,18642286350.0
bs0_1_15,17345526350.0
bs0_1_16,16680826350.0
bs0_1_17,17430526350.0
bs0_1_18,18646366350.0
bs0_1_19,18213716350.0
bs0_1_20,18279846350.0
bs0_1_21,18496766350.0
bs0_1_22,18603186350.0
bs0_1_23,18456476350.0
bs0_2_0,21333352965.0
bs0_2_1,21263486965.0
bs0_2_2,21301507965.0
bs0_2_3,21377742965.0
bs0_2_4,21384304965.0
bs0_2_5,21415763965.0
bs0_2_6,19479201965.0
bs0_2_7,20244446965.0
bs0_2_8,20028865965.0
bs0_2_9,21162161965.0
bs0_2_10,21018955965.0
bs0_2_11,21089207965.0
bs0_2_12,20960476965.0
bs0_2_13,21223728965.0
bs0_2_14,21164477965.0
bs0_2_15,19692273965.0
bs0_2_16,18937643965.0
bs0_2_17,19788773965.0
bs0_2_18,21169109965.0
bs0_2_19,20677924965.0
bs0_2_20,20753001965.0
bs0_2_21,20999269965.0
bs0_2_22,21120087965.0
bs0_2_23,20953528965.0
bs0_3_0,23875669580.0
bs0_3_1,23797477580.0
bs0_3_2,23840029580.0
bs0_3_3,23925349580.0
bs0_3_4,23932693580.0
bs0_3_5,23967901580.0
bs0_3_6,21800557580.0
bs0_3_7,22656997580.0
bs0_3_8,22415725580.0
bs0_3_9,23684077580.0
bs0_3_10,23523805580.0
bs0_3_11,23602429580.0
bs0_3_12,23458357580.0
bs0_3_13,23752981580.0
bs0_3_14,23686669580.0
bs0_3_15,22039021580.0
bs0_3_16,21194461580.0
bs0_3_17,22147021580.0
bs0_3_18,23691853580.0
bs0_3_19,23142133580.0
bs0_3_20,23226157580.0
bs0_3_21,23501773580.0
bs0_3_22,23636989580.0
bs0_3_23,23450581580.0
bs0_4_0,26417986195.0
bs0_4_1,26331468195.0
bs0_4_2,26378551195.0
bs0_4_3,26472956195.0
bs0_4_4,26481082195.0
bs0_4_5,26520039195.0
bs0_4_6,24121913195.0
bs0_4_7,25069548195.0
bs0_4_8,24802585195.0
bs0_4_9,26205993195.0
bs0_4_10,26028655195.0
bs0_4_11,26115651195.0
bs0_4_12,25956238195.0
bs0_4_13,26282234195.0
bs0_4_14,26208861195.0
bs0_4_15,24385769195.0
bs0_4_16,23451279195.0
bs0_4_17,24505269195.0
bs0_4_18,26214597195.0
bs0_4_19,25606342195.0
bs0_4_20,25699313195.0
bs0_4_21,26004277195.0
bs0_4_22,26153891195.0
bs0_4_23,25947634195.0
bs0_5_0,28960302810.0
bs0_5_1,28865458810.0
bs0_5_2,28917072810.0
bs0_5_3,29020562810.0
bs0_5_4,29029470810.0
bs0_5_5,29072176810.0
bs0_5_6,26443268810.0
bs0_5_7,27482098810.0
bs0_5_8,27189444810.0
bs0_5_9,28727908810.0
bs0_5_10,28533504810.0
bs0_5_11,28628872810.0
bs0_5_12,28454118810.0
bs0_5_13,28811486810.0
bs0_5_14,28731052810.0
bs0_5_15,26732516810.0
bs0_5_16,25708096810.0
bs0_5_17,26863516810.0
bs0_5_18,28737340810.0
bs0_5_19,28070550810.0
bs0_5_20,28172468810.0
bs0_5_21,28506780810.0
bs0_5_22,28670792810.0
bs0_5_23,28444686810.0
bs0_6_0,31502619425.0
bs0_6_1,31399449425.0
bs0_6_2,31455594425.0
bs0_6_3,31568169425.0
bs0_6_4,31577859425.0
bs0_6_5,31624314425.0
bs0_6_6,28764624425.0
bs0_6_7,29894649425.0
bs0_6_8,29576304425.0
bs0_6_9,31249824425.0
bs0_6_10,31038354425.0
bs0_6_11,31142094425.0
bs0_6_12,30951999425.0
bs0_6_13,31340739425.0
bs0_6_14,31253244425.0
bs0_6_15,29079264425.0
bs0_6_16,27964914425.0
bs0_6_17,29221764425.0
bs0_6_18,31260084425.0
bs0_6_19,30534759425.0
bs0_6_20,30645624425.0
bs0_6_21,31009284425.0
bs0_6_22,31187694425.0
bs0_6_23,30941739425.0
bs0_7_0,34044936040.0
bs0_7_1,33933440040.0
bs0_7_2,33994116040.0
bs0_7_3,34115776040.0
bs0_7_4,34126248040.0
bs0_7_5,34176452040.0
