,Value
bs0_1_0,18741056350.0
bs0_1_1,18787296350.0
bs0_1_2,18868726350.0
bs0_1_3,18750236350.0
bs0_1_4,18861246350.0
bs0_1_5,18774716350.0
bs0_1_6,17854336350.0
bs0_1_7,17238766350.0
bs0_1_8,17592536350.0
bs0_1_9,18640586350.0
bs0_1_10,18392726350.0
bs0_1_11,18349036350.0
bs0_1_12,18477046350.0
bs0_1_13,18604716350.0
bs0_1_14,18379636350.0
bs0_1_15,16651076350.0
bs0_1_16,17362356350.0
bs0_1_17,17569246350.0
bs0_1_18,18254346350.0
bs0_1_19,18241596350.0
bs0_1_20,18445766350.0
bs0_1_21,18189576350.0
bs0_1_22,18425536350.0
bs0_1_23,18559156350.0
bs0_2_0,21276610965.0
bs0_2_1,21329106965.0
bs0_2_2,21421553965.0
bs0_2_3,21287032965.0
bs0_2_4,21413061965.0
bs0_2_5,21314824965.0
bs0_2_6,20269922965.0
bs0_2_7,19571069965.0
bs0_2_8,19972702965.0
bs0_2_9,21162547965.0
bs0_2_10,20881153965.0
bs0_2_11,20831552965.0
bs0_2_12,20976881965.0
bs0_2_13,21121824965.0
bs0_2_14,20866292965.0
bs0_2_15,18903868965.0
bs0_2_16,19711380965.0
bs0_2_17,19946261965.0
bs0_2_18,20724051965.0
bs0_2_19,20709576965.0
bs0_2_20,20941369965.0
bs0_2_21,20650518965.0
bs0_2_22,20918402965.0
bs0_2_23,21070100965.0
bs0_3_0,23812165580.0
bs0_3_1,23870917580.0
bs0_3_2,23974381580.0
bs0_3_3,23823829580.0
bs0_3_4,23964877580.0
bs0_3_5,23854933580.0
bs0_3_6,22685509580.0
bs0_3_7,21903373580.0
bs0_3_8,22352869580.0
bs0_3_9,23684509580.0
bs0_3_10,23369581580.0
bs0_3_11,23314069580.0
bs0_3_12,23476717580.0
bs0_3_13,23638933580.0
bs0_3_14,23352949580.0
bs0_3_15,21156661580.0
bs0_3_16,22060405580.0
bs0_3_17,22323277580.0
bs0_3_18,23193757580.0
bs0_3_19,23177557580.0
bs0_3_20,23436973580.0
bs0_3_21,23111461580.0
bs0_3_22,23411269580.0
bs0_3_23,23581045580.0
bs0_4_0,26347720195.0
bs0_4_1,26412728195.0
bs0_4_2,26527209195.0
bs0_4_3,26360626195.0
bs0_4_4,26516693195.0
bs0_4_5,26395042195.0
bs0_4_6,25101096195.0
bs0_4_7,24235677195.0
bs0_4_8,24733036195.0
bs0_4_9,26206471195.0
bs0_4_10,25858009195.0
bs0_4_11,25796586195.0
bs0_4_12,25976553195.0
bs0_4_13,26156042195.0
bs0_4_14,25839606195.0
bs0_4_15,23409454195.0
bs0_4_16,24409430195.0
bs0_4_17,24700293195.0
bs0_4_18,25663463195.0
bs0_4_19,25645538195.0
bs0_4_20,25932577195.0
bs0_4_21,25572404195.0
bs0_4_22,25904136195.0
bs0_4_23,26091990195.0
bs0_5_0,28883274810.0
bs0_5_1,28954538810.0
bs0_5_2,29080036810.0
bs0_5_3,28897422810.0
bs0_5_4,29068508810.0
bs0_5_5,28935150810.0
bs0_5_6,27516682810.0
bs0_5_7,26567980810.0
bs0_5_8,27113202810.0
bs0_5_9,28728432810.0
bs0_5_10,28346436810.0
bs0_5_11,28279102810.0
bs0_5_12,28476388810.0
bs0_5_13,28673150810.0
bs0_5_14,28326262810.0
bs0_5_15,25662246810.0
bs0_5_16,26758454810.0
bs0_5_17,27077308810.0
bs0_5_18,28133168810.0
bs0_5_19,28113518810.0
bs0_5_20,28428180810.0
bs0_5_21,28033346810.0
